2026-04-19T00:00:32.534191+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T08:18:58.971659+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:19:34.019809+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:20:08.698159+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:20:43.786215+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:21:18.845158+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:21:53.775581+00:00 | Psycho (Feat. Ty Dolla $Ign) | Post Malone | source:amperwave-api
2026-04-19T08:22:43.165098+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T08:23:22.076324+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T08:23:57.840603+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T08:24:38.633304+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T08:25:21.396989+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T08:25:56.549661+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T08:26:37.825727+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T08:27:20.225568+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T08:27:55.723744+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T08:28:30.173967+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T08:29:06.717570+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-19T08:29:41.414144+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-19T08:30:16.106859+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-19T08:30:51.572805+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-19T08:31:26.510528+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-19T08:32:01.240235+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:32:36.153749+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:33:10.701305+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:33:46.092272+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:34:20.503928+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:34:55.109286+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:35:30.881527+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:36:06.803146+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:36:42.746431+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:37:28.088032+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:38:09.397882+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:38:44.585036+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:39:33.930045+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:40:12.078285+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T08:40:46.904352+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:41:31.104362+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:42:09.159424+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:42:45.037695+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:43:35.356683+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:44:14.882763+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T08:44:51.945948+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T08:45:34.293439+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T08:46:19.045648+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T08:46:53.375157+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T08:47:28.017757+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:48:03.581108+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:48:38.253781+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:49:12.921062+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:49:47.802197+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:50:22.923190+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:50:57.603222+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:51:32.330041+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:52:07.370968+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:52:42.314074+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:53:17.494379+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:53:52.416723+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:54:32.093389+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:55:06.788341+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-19T08:55:42.005699+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T08:56:26.568826+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T08:57:07.471701+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T08:57:42.090310+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T08:58:26.299460+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T08:59:07.075943+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T08:59:42.474490+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T09:00:27.445682+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T09:01:11.290312+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T09:01:46.170883+00:00 | Yeah (Feat. Lil Jon And Ludacris) | Usher | source:amperwave-api
2026-04-19T09:02:29.073814+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:03:12.178117+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:03:46.965582+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:04:27.766499+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:05:06.697801+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:05:41.828332+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T09:06:16.381966+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T09:06:51.930169+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T09:07:27.236122+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T09:08:02.589361+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T09:08:37.009522+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T09:09:18.183604+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T09:09:54.450627+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T09:10:29.671090+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T09:11:14.488705+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T09:11:50.342770+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-19T09:12:31.395267+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-19T09:13:14.520208+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-19T09:13:50.013510+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-19T09:14:25.713603+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-19T09:15:01.002329+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T09:15:36.117850+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T09:16:19.974379+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T09:17:04.206405+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T09:17:39.161634+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T09:18:20.068334+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T09:18:59.882298+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T09:19:34.942864+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T09:20:13.777373+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T09:20:51.622516+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:21:26.536299+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:22:08.676993+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:22:49.237868+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:23:24.096661+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:23:59.196987+00:00 | Titanium (Feat. Sia) | David Guetta | source:amperwave-api
2026-04-19T09:24:34.134021+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T09:25:09.456972+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T09:25:44.244462+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T09:26:19.165459+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T09:26:53.704719+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T09:27:28.678296+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:28:03.916886+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:28:39.096310+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:29:16.716516+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:29:51.194408+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:30:31.416235+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T09:31:09.127490+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T09:31:44.203673+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T09:32:22.842376+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T09:33:08.416155+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T09:33:44.271617+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T09:34:20.066969+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T09:34:57.055921+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T09:35:31.927618+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T09:36:12.934600+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T09:36:52.603133+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:37:27.997930+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:38:05.767515+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:38:45.421345+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:39:20.636210+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:40:07.031665+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:40:43.922268+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:41:19.619179+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:41:54.602246+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:42:29.448783+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:43:04.301251+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:43:39.265430+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T09:44:13.696707+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:44:48.304517+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:45:23.130058+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:45:57.823113+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:46:34.462104+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:47:09.276993+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:47:44.465373+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:48:29.892419+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T09:49:06.711279+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T09:49:41.212992+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T09:50:20.117893+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T09:51:06.381904+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T09:51:40.742049+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T09:52:32.995595+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T09:53:13.277190+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T09:53:48.184739+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T09:54:38.877787+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:55:16.207451+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:55:53.408467+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:56:37.823762+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:57:19.069313+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:57:53.786651+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:58:43.082854+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T09:59:27.678915+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T10:00:02.098717+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T10:00:36.554049+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:01:11.239806+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:01:46.373520+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:02:21.595088+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:02:57.178852+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:03:31.636112+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T10:04:06.138121+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T10:04:41.091516+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T10:05:15.264605+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T10:05:52.089952+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T10:06:28.505702+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T10:08:04.585836+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T10:08:39.669351+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T10:09:14.555796+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T10:09:52.822428+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T10:10:48.712759+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T10:11:23.649325+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T10:12:35.219546+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T10:13:10.405402+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T10:14:50.647142+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T10:15:25.268097+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T10:16:05.682934+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T10:16:48.898672+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T10:17:24.868374+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T10:18:14.077891+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T10:18:54.045192+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T10:19:28.477291+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:20:03.026877+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:20:38.313418+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:21:13.615266+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:21:48.161200+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:22:23.339028+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:22:58.036110+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T10:23:32.848676+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:24:07.495181+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:24:42.326869+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:25:18.138057+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:25:53.375563+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:26:29.874604+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:27:07.380166+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:27:43.699913+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:28:33.885545+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:29:11.063920+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:29:46.148975+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:30:38.354908+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T10:31:25.569689+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T10:32:00.443766+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T10:32:44.769734+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T10:33:24.156469+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T10:33:58.561246+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T10:34:40.782063+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T10:35:21.648282+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T10:35:56.412842+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T10:36:46.845314+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-19T10:37:31.890805+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-19T10:38:07.780275+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-19T10:38:43.103684+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-19T10:39:18.784238+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-19T10:39:53.864085+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:40:28.611460+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:41:03.284986+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:41:38.282828+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:42:12.975615+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:42:47.867010+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:43:23.240035+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:43:59.049575+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:44:34.176973+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:46:09.396854+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:46:45.148608+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T10:47:29.171207+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T10:48:13.630089+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T10:48:48.374531+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T10:49:38.377953+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T10:50:15.123374+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:50:51.150520+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:51:43.025843+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:52:20.333653+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:52:55.163918+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:53:44.870393+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:54:27.348126+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:55:02.165857+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:55:45.012031+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T10:56:27.381339+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:57:03.177618+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:57:37.969181+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:58:13.196074+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:58:47.529267+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:59:23.522764+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T10:59:58.800841+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:00:34.583782+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:01:09.700514+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:01:45.270839+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:02:20.281589+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:02:55.870933+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:03:31.173014+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:04:26.455938+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:05:05.206650+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:05:40.337319+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:06:29.028358+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:07:11.722668+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:07:46.787262+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:08:31.066227+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:09:10.315057+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:09:45.483676+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:10:36.033461+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:11:13.225958+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:11:48.334718+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:12:36.259579+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:13:15.030026+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:13:50.062032+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:14:31.415810+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:15:13.441964+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:15:49.231209+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:16:25.338678+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:17:04.727721+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:17:39.717042+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:18:14.309903+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:18:49.540953+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:19:25.560792+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:20:00.305145+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:20:35.907106+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:21:10.913446+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:21:46.554783+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:22:22.194114+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:22:58.326210+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:24:04.101148+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:24:40.110705+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:25:29.128677+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:26:10.277016+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:26:47.548371+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:27:28.592015+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:28:08.692174+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:28:43.787265+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:29:31.470057+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:30:11.062647+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:30:46.289943+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:31:31.746969+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:32:18.329842+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T11:32:54.686447+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T11:33:36.155439+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T11:34:22.893815+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T11:34:58.064648+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T11:35:33.553188+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T11:36:08.705973+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T11:36:44.489973+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T11:37:20.249071+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
