2026-04-18T00:00:02.293474+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-18T11:55:05.381771+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-18T11:55:41.005921+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-18T11:56:20.505981+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-18T11:56:56.800936+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T11:57:33.460624+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T11:58:11.062790+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T11:58:46.968399+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T11:59:23.262205+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T11:59:59.300158+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T12:00:35.698358+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T12:01:15.994635+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T12:01:54.578441+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T12:02:35.579440+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T12:03:20.670528+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:03:56.464720+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:04:34.713863+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:05:11.385347+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:05:50.412963+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:06:33.179145+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:07:13.199486+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:07:54.153832+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:08:33.392700+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:09:09.565465+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:09:46.752351+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:10:34.833069+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:11:21.189673+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-18T12:12:00.791175+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-18T12:13:03.852721+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-18T12:13:39.540354+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-18T12:14:17.229244+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-18T12:14:53.726830+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:15:29.808070+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:16:05.619434+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:16:41.476348+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:17:17.504623+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:17:55.795831+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:18:31.351386+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:19:06.705607+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:19:48.241489+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:20:24.255697+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:21:00.811963+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:22:03.223287+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:22:41.561033+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:23:32.330939+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:24:08.289689+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:24:44.873038+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:25:36.166205+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:26:11.944131+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:26:48.091052+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:27:35.298242+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:28:12.380161+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:28:47.805782+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:29:35.813341+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:30:11.794544+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:30:47.787295+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:31:35.744336+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:32:14.475471+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:32:50.313967+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T12:33:26.351797+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T12:34:02.053796+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T12:34:37.885576+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T12:35:14.041991+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T12:35:50.573726+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-18T12:36:27.025971+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-18T12:37:02.839723+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-18T12:37:38.389112+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-18T12:38:14.825958+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:38:50.684854+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:39:37.532104+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:40:14.489639+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:40:50.815511+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:41:34.867890+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:42:12.414417+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:42:48.169535+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:43:31.165691+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:44:07.730362+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:44:43.529505+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:45:32.835556+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:46:42.056749+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T12:47:29.792795+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T12:48:09.705858+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T12:48:46.576689+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T12:49:23.865884+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-18T12:49:59.961112+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-18T12:50:36.678861+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-18T12:51:11.629827+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-18T12:51:47.632836+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-18T12:52:26.762181+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:53:04.690171+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:53:40.736561+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:54:18.540957+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:54:54.903869+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:55:31.013273+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:56:08.186731+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T12:56:43.938135+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-18T12:57:37.543336+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-18T12:58:14.050130+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-18T12:58:49.997333+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-18T12:59:30.943683+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T13:00:07.802847+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T13:00:44.795122+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T13:01:35.224743+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T13:02:15.233769+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T13:02:52.360890+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T13:03:36.495933+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T13:04:16.545418+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T13:04:52.848888+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T13:05:31.535198+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:06:09.907445+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:06:46.048208+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:07:28.843155+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:08:05.374201+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:08:42.710738+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-18T13:09:20.575845+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:09:58.316816+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:10:35.281384+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:11:13.249014+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:11:49.873438+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:12:26.664881+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-18T13:13:04.121228+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-18T13:13:41.570924+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-18T13:14:18.161078+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-18T13:14:55.068363+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:15:36.492451+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:16:13.167145+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:16:49.472753+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:17:44.450452+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:18:21.399264+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:18:57.516233+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:19:44.909041+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:20:20.693113+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:20:58.472512+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:22:02.113493+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:22:39.756072+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:23:16.384364+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:24:07.644908+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:24:45.145087+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:25:21.967810+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:26:06.941949+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:26:44.792776+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:27:21.601891+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:27:57.834910+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:28:33.548339+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:29:10.161190+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:29:47.022263+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:30:24.059878+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:31:01.133540+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:31:38.983471+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:32:15.528872+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:32:52.313417+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:33:29.751709+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:34:37.540348+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:35:15.079363+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:35:53.612599+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:36:48.976911+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:37:24.701003+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:38:02.541257+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:38:59.752885+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:39:36.868266+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:40:12.415519+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:41:03.600092+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:41:41.115063+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:42:18.259424+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:43:02.115607+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:43:40.010845+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:44:16.614574+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:45:10.918252+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:45:47.195491+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:46:24.903591+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:47:02.101622+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:47:38.286894+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:48:15.092288+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:48:52.389813+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T13:49:30.066718+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:50:06.107635+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:50:42.727960+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:51:19.397013+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:51:56.812147+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:52:33.653568+00:00 | This Is What You... | Calvin Harris Ft Rihanna | source:amperwave-api
2026-04-18T13:53:35.253005+00:00 | This Is What You... | Calvin Harris Ft Rihanna | source:amperwave-api
2026-04-18T13:54:11.682159+00:00 | This Is What You... | Calvin Harris Ft Rihanna | source:amperwave-api
2026-04-18T13:54:47.804485+00:00 | This Is What You... | Calvin Harris Ft Rihanna | source:amperwave-api
2026-04-18T13:55:36.965311+00:00 | This Is What You... | Calvin Harris Ft Rihanna | source:amperwave-api
2026-04-18T13:56:14.235196+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T13:56:49.895484+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T13:57:36.376285+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T13:58:14.355732+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T13:58:52.249461+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T13:59:41.171079+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T14:00:18.300140+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T14:00:54.643746+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T14:01:45.927434+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T14:02:23.198896+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-18T14:02:58.948838+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:03:38.990723+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:04:16.967545+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:04:54.594787+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:05:30.110168+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:06:06.898756+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:06:43.454566+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:07:21.580858+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:07:57.469101+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:08:35.165988+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:09:12.886247+00:00 | Side To Side | Ariana Grande | source:amperwave-api
2026-04-18T14:09:49.089182+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:10:26.443932+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:11:02.402291+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:11:37.592843+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:12:36.409985+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:13:12.494740+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:13:50.071464+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:14:39.228540+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:15:17.785622+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:15:54.731229+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:16:43.856021+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:17:22.055867+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:17:58.428383+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:18:50.340544+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:19:26.571205+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:20:04.078637+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:20:56.119252+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:21:36.280415+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:22:13.253006+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:23:03.944795+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:23:42.456365+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:24:20.221632+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:24:58.642720+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:25:35.019760+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:26:11.373878+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:26:48.102136+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:27:24.919547+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:28:01.689660+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:28:38.765954+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:29:18.182552+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:29:55.540901+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:30:31.318807+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:31:34.906744+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:32:11.184194+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:32:48.203426+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:33:42.723727+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:34:20.289617+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:34:55.983852+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:35:50.737739+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:36:26.723066+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:37:02.988637+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:37:53.685001+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:38:31.028985+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:39:08.104464+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:39:56.039516+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:40:32.180311+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:41:09.043124+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:41:58.150807+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:42:35.670473+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:43:11.325943+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:43:50.225635+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:44:27.364450+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:45:03.069386+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:45:40.208942+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:46:16.420276+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:46:56.852886+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:47:35.121829+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:48:10.928815+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:48:47.356964+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:49:23.158445+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T14:49:59.041454+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:50:55.185428+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:51:32.761020+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:52:34.788528+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:53:14.580961+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:53:50.974555+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:54:40.343201+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:55:16.241949+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:55:51.627843+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:56:42.211937+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:57:19.945179+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:57:57.489917+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T14:58:51.479571+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T14:59:27.614460+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T15:00:03.558147+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T15:00:55.641790+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T15:01:34.402284+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:02:11.462683+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:02:47.764667+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:03:25.494445+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:04:02.452198+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:04:38.871378+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:05:15.086199+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:05:52.699412+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:06:28.551706+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:07:05.173873+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:07:40.679977+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:08:16.567865+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:08:52.924516+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:09:34.032738+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:10:11.348889+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:10:47.738248+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:11:39.500441+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:12:15.079386+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:12:51.338021+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:13:45.704652+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:14:22.190966+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:14:59.341006+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:16:00.804501+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:16:37.627940+00:00 | Where Is My Husband! | Raye | source:amperwave-api
