2026-04-18T00:00:00.032208+00:00 | Renegades Of Funk | Rage Against The Machine | source:amperwave-api
2026-04-18T11:39:21.693038+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:39:59.667211+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:40:36.602392+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:41:13.275291+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:41:50.777318+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:42:27.773600+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:43:05.227933+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:43:41.749085+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:44:29.443506+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:45:13.588772+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:45:53.963656+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:46:38.415840+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:47:26.963254+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:49:07.641706+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:49:43.458954+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:50:26.659405+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:51:10.373186+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:52:21.336293+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:53:04.800741+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:53:40.765559+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:54:22.058848+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:55:03.040165+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:55:38.575851+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:56:14.905748+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:56:54.712456+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:57:30.682237+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:58:08.653226+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:58:44.977245+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:59:21.337018+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:59:57.356296+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:00:33.614851+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:01:11.125101+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:01:52.831948+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:02:31.818175+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:03:15.818136+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:03:54.497235+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:04:31.702436+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:05:09.316835+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:05:45.659410+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:06:28.710062+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:07:09.936705+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:07:50.259485+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:08:30.284285+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:09:07.254890+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:09:43.695711+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:10:28.467643+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:11:16.359678+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:11:58.621713+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:13:01.493712+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:13:37.804659+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:14:14.908294+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:14:51.367318+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:15:27.310826+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:16:03.825837+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:16:39.365760+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:17:15.165526+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:17:53.238935+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:18:29.559191+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:19:04.934269+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:19:40.653776+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:20:22.247688+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:20:58.751287+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:22:00.639106+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:22:37.501654+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:23:28.734333+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:24:06.253120+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:24:42.475522+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:25:32.615099+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:26:09.726822+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:26:45.790940+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:27:29.966627+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:28:10.559312+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:28:46.097010+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:29:32.346752+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:30:09.705644+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:30:45.602096+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:31:29.579596+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:32:12.092892+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:32:48.316717+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:33:24.579521+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:33:59.920340+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:34:35.717227+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:35:11.877650+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:35:47.826147+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:36:24.925910+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:37:00.714248+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:37:36.528043+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:38:12.605544+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:38:48.539729+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:39:30.656164+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:40:12.462488+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:40:48.457399+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:41:29.508862+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:42:10.069973+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:42:46.201288+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:43:28.009688+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:44:05.067131+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:44:41.373965+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:45:27.782027+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:46:40.127446+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:47:22.965041+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:48:07.214952+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:48:43.456406+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:49:21.550676+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:49:57.657039+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:50:34.398486+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:51:09.838180+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:51:45.684825+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:52:22.141175+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:53:01.711323+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:53:38.410167+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:54:16.070394+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:54:52.772014+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:55:29.211235+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:56:06.187395+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:56:41.957884+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:57:33.288633+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:58:12.018118+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:58:48.231719+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T12:59:28.504802+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:00:05.254316+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:00:42.212484+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:01:31.129770+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:02:10.514247+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:02:49.525345+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:03:31.645901+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:04:11.770570+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:04:50.683712+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:05:29.271668+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:06:07.140248+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:06:43.624977+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:07:23.971991+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:08:03.153182+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:08:39.631820+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:09:16.542642+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:09:55.456543+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:10:32.882141+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:11:10.091163+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:11:47.825453+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:12:24.675865+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:13:01.859142+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:13:38.738795+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:14:16.292556+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:14:52.059385+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:15:33.377499+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:16:10.885842+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:16:47.042131+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:17:37.225902+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:18:19.342159+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:18:55.399673+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:19:41.955706+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:20:18.536158+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:20:55.646344+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:21:56.147737+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:22:37.064136+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:23:13.957864+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:24:02.195819+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:24:42.499101+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:25:19.520698+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:26:03.453182+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:26:40.947830+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:27:18.816428+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:27:55.712885+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:28:31.194682+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:29:07.414918+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:29:44.454027+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:30:21.441581+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:30:58.442126+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:31:36.574170+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:32:13.354246+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:32:49.593122+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:33:26.876756+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:34:29.501911+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:35:12.632393+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:35:49.741906+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:36:45.000809+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:37:22.872377+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:37:58.947389+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:38:53.285413+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:39:34.421270+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:40:10.643931+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:40:59.404035+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:41:38.425787+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:42:15.910443+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:42:57.620916+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:43:38.033841+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:44:14.576143+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:45:04.381873+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:45:45.032512+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:46:21.281331+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:46:59.840024+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:47:36.472798+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:48:11.930828+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:48:50.160754+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:49:27.280793+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:50:03.866738+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:50:40.555494+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:51:17.324094+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:51:53.671130+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:52:31.482308+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:53:32.650356+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:54:09.498595+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:54:45.563978+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:55:33.783998+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:56:11.784244+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:56:47.883301+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:57:29.736882+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:58:12.189344+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:58:50.451373+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T13:59:37.131541+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:00:16.080478+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:00:52.265403+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:01:39.033685+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:02:21.077709+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:02:56.846429+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:03:36.396262+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:04:15.137921+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:04:51.940782+00:00 | Jeremy | Pearl Jam | source:amperwave-api
2026-04-18T14:05:28.210696+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:06:04.499744+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:06:41.363503+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:07:19.312554+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:07:55.445351+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:08:32.593446+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-18T14:09:09.701575+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:09:46.758676+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:10:23.085738+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:11:00.270002+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:11:35.630360+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:12:32.503656+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:13:10.446205+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:13:46.844687+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:14:32.484841+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:15:15.552866+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T14:15:52.086172+00:00 | What Ive Done | Linkin Park | source:amperwave-api
2026-04-18T14:16:38.092285+00:00 | What Ive Done | Linkin Park | source:amperwave-api
2026-04-18T14:17:18.844067+00:00 | What Ive Done | Linkin Park | source:amperwave-api
2026-04-18T14:17:56.219889+00:00 | What Ive Done | Linkin Park | source:amperwave-api
2026-04-18T14:18:47.264602+00:00 | What Ive Done | Linkin Park | source:amperwave-api
2026-04-18T14:19:24.221658+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:20:01.549308+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:20:49.217256+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:21:33.749623+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:22:10.813764+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:22:58.444049+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:23:39.880509+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:24:17.867401+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:24:55.245050+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:25:32.867829+00:00 | Aenema | Tool | source:amperwave-api
2026-04-18T14:26:09.112721+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:26:46.386092+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:27:22.511280+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:27:58.999845+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:28:36.113053+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:29:16.383906+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:29:52.902394+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:30:29.553853+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:31:30.300513+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:32:09.116156+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:32:45.949891+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:33:35.924461+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:34:18.588435+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-18T14:34:53.475892+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T14:35:45.856536+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T14:36:24.590055+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T14:37:00.396675+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T14:37:50.728344+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:38:28.901792+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:39:05.870243+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:39:53.715781+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:40:29.866804+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:41:06.761116+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:41:51.779537+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:42:33.064482+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-18T14:43:09.151369+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:43:47.629354+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:44:25.171669+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:45:01.216465+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:45:37.682051+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:46:14.123633+00:00 | The Red | Chevelle | source:amperwave-api
2026-04-18T14:46:54.795264+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:47:32.004016+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:48:08.714454+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:48:45.157537+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:49:21.058536+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:49:56.895901+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:50:52.868530+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:51:30.607721+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:52:08.393817+00:00 | Janies Got A Gun | Aerosmith | source:amperwave-api
2026-04-18T14:53:11.928709+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-18T14:53:48.686595+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-18T14:54:36.591098+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-18T14:55:14.387683+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-18T14:55:49.795372+00:00 | Make It All Right | The Offspring | source:amperwave-api
2026-04-18T14:56:36.490573+00:00 | Make It All Right | The Offspring | source:amperwave-api
2026-04-18T14:57:17.964498+00:00 | Make It All Right | The Offspring | source:amperwave-api
2026-04-18T14:57:54.344425+00:00 | Make It All Right | The Offspring | source:amperwave-api
2026-04-18T14:58:46.957781+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T14:59:25.465476+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:00:01.413829+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:00:46.122420+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:01:31.689789+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:02:09.251673+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:02:45.825094+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:03:23.400911+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:03:59.741660+00:00 | For Those About To Rock (We Salute You) | Ac/Dc | source:amperwave-api
2026-04-18T15:04:36.203181+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:05:12.896525+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:05:49.316055+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:06:26.699671+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:07:03.001333+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:07:38.733195+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:08:14.582083+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:08:50.716259+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:09:31.783130+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-18T15:10:08.389305+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:10:45.363430+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:11:35.031762+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:12:13.102536+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:12:49.069531+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:13:43.256548+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T15:14:20.055272+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:14:56.870355+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:15:56.642496+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:16:35.004109+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:17:12.566663+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:18:01.751738+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:18:41.878894+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:19:19.121352+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:20:11.914312+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:20:48.691510+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:21:24.494617+00:00 | Paranoid | Black Sabbath | source:amperwave-api
