2026-04-14T00:04:55.663063+00:00 | I Love It | Icona Pop Feat. Charli Xcx | source:amperwave-api
2026-04-14T11:30:05.395191+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:31:03.635214+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:31:40.154063+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:32:39.293356+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:33:16.392302+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:34:05.959238+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:34:41.304052+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:35:40.352690+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:36:18.110300+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:37:16.141781+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:37:54.444992+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:38:29.840085+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:39:05.320307+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:39:41.082239+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:40:17.058276+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:40:51.984589+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:41:27.221030+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:42:01.818408+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:42:36.674356+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:43:12.576625+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:43:48.235321+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:44:29.272767+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:45:03.975633+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:46:02.196285+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:46:38.260555+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:47:33.772925+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:48:12.870663+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:48:47.786213+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:49:23.817273+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:49:59.331889+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:50:49.984709+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:51:25.222264+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:52:18.984068+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:52:53.868444+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:53:28.537459+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:54:03.473348+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:54:39.155900+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:55:14.366789+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:55:50.162458+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:56:25.279176+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:57:00.936333+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:57:35.913329+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:58:12.064567+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:58:48.139415+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:59:26.591420+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:00:02.101784+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:01:01.765487+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:01:37.197588+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:02:37.787517+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:03:13.644157+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:03:48.345123+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:04:44.007923+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:05:41.474080+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:06:17.894758+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:07:16.977818+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:07:52.242503+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:08:27.372486+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:09:02.852350+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:09:38.687427+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:10:16.435671+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:10:51.295086+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:11:26.564069+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:12:02.191413+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:12:38.058579+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:13:15.258449+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:13:52.730238+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:14:32.052132+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:15:06.944271+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:15:57.819482+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:16:33.737059+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:17:31.972084+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:18:13.532746+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:19:05.031173+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:19:40.363722+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:20:31.653220+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:21:07.374485+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:22:02.770172+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:22:37.882875+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:23:16.420143+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:23:52.989374+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:24:28.669248+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:25:04.806464+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:25:39.901472+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:26:16.222531+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:26:51.899833+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:27:27.403405+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:28:02.969201+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:28:37.537850+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:29:32.151879+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:30:09.082970+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:30:59.521154+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:31:34.529804+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:32:36.490915+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:33:11.792566+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:34:06.364691+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:34:42.023666+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:35:41.054215+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:36:16.580210+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:37:11.935990+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:37:47.744498+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:38:22.831453+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:38:57.835687+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:39:32.650115+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:40:09.435471+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:40:44.209083+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:41:18.846393+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:41:53.650429+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:42:28.284525+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:43:03.109646+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:43:37.643588+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:44:27.625053+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:45:03.252900+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:46:01.353303+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:46:36.435657+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:47:33.170564+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:48:07.519948+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:49:00.758003+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:49:36.761043+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:50:25.596379+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:51:00.941773+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:51:50.669085+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:52:25.401651+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:53:00.172728+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:53:35.998608+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:54:11.646707+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:54:46.959618+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:55:22.529441+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:55:58.270520+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:56:33.442454+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:57:10.271853+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:57:45.168894+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:58:20.431159+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:58:55.106522+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T12:59:30.509859+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:00:06.406841+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:01:03.444455+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:01:39.157546+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:02:35.789803+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:03:11.148987+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:04:09.578204+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:04:45.820913+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:05:38.975275+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:06:14.661049+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:07:12.469578+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:07:47.699280+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:08:23.193078+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:08:57.990846+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:09:33.921725+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:10:10.036230+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:10:47.537328+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:11:23.602179+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:11:58.804344+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:12:33.761933+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:13:11.386491+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:13:46.352151+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:14:29.261087+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:15:04.737934+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:16:04.565980+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:16:40.470101+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:17:16.529580+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:17:54.324545+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:18:29.571282+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:19:04.631166+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:19:39.758110+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:20:15.480092+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:21:09.904178+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:21:44.745357+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:22:42.196224+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:23:19.738327+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:23:55.307473+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:24:31.783863+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:25:07.414613+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:25:43.016029+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:26:19.173086+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:26:54.871424+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:27:31.003662+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:28:07.386794+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:28:42.380381+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:29:30.027697+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:30:05.932107+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:31:00.633131+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:31:37.179851+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:32:36.083806+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:33:11.223334+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:34:05.994449+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:34:41.706036+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:35:42.356763+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:36:17.658666+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:36:52.673770+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:37:27.841621+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:38:02.176672+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:38:36.861765+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:39:11.935705+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:39:47.288529+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:40:22.238061+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:40:57.286527+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:41:32.133832+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:42:07.706646+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:42:42.643271+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:43:19.199662+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:43:55.770972+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:44:34.319307+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:45:09.068201+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:46:07.758525+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:46:42.931261+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:47:40.558907+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:48:16.041030+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:48:50.869307+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:49:47.261208+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:50:39.520629+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:51:20.668583+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:52:18.320933+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:52:55.091021+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:53:29.769296+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:54:04.455589+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:54:39.112249+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:55:14.542679+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:55:50.003041+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:56:26.225706+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T13:57:01.623924+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T13:57:36.301905+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T13:58:11.937660+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T13:58:47.827826+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T13:59:29.616518+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T14:00:05.471663+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T14:01:02.054607+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:01:38.579898+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:02:38.335992+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:03:13.938900+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:04:15.862413+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T14:04:52.232784+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T14:05:51.943889+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T14:06:28.914597+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T14:07:04.568801+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T14:07:58.329001+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T14:08:34.134385+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T14:09:09.857060+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T14:09:46.315838+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T14:10:22.415160+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:10:58.395358+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:11:34.753488+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:12:10.920110+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:12:45.968655+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:13:20.932131+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:13:57.849060+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:14:33.185038+00:00 | Perfect | Ed Sheeran | source:amperwave-api
2026-04-14T14:15:33.459390+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:16:08.632983+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:16:44.345730+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:17:19.451387+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:17:54.670019+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:18:54.267975+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:19:30.054036+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:20:32.366599+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:21:08.453386+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:22:02.753748+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:22:38.493691+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:23:37.329593+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:24:13.625054+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:24:50.575983+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:25:25.818397+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:26:00.638649+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:26:36.265486+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:27:11.733599+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:27:46.844291+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:28:22.165825+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:28:57.179640+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:29:37.416582+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:30:28.609431+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:31:03.954093+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:32:06.948254+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:32:43.204149+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:33:42.260995+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T14:34:17.897682+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T14:35:16.859161+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T14:35:53.065837+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:36:48.662108+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:37:23.833155+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:38:22.072689+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:38:57.296612+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:39:31.891766+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-14T14:40:07.116267+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T14:40:43.688189+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T14:41:19.290207+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T14:41:54.759872+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T14:42:30.205914+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T14:43:04.825008+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:43:39.491195+00:00 | --Homewrecker | Sombr | source:amperwave-api
