2026-04-18T00:00:03.541546+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T12:07:15.975444+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:07:55.612957+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:08:34.932660+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:09:10.931056+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-18T12:09:48.001240+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:10:40.124239+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:11:25.938338+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:13:04.993483+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:13:41.716871+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:14:18.712030+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:14:54.939843+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:15:30.924983+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:16:07.155016+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:16:42.519271+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T12:17:18.849319+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-18T12:17:57.008183+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-18T12:18:32.407068+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-18T12:19:07.789332+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-18T12:19:49.538145+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-18T12:20:25.482119+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:21:02.082501+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:22:04.805531+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T12:22:42.734034+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:23:33.288357+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:24:09.304980+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:24:46.141563+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:25:37.274527+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T12:26:12.902189+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:26:49.333903+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:27:37.347461+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:28:14.002915+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:28:49.124779+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:29:37.221241+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:30:12.862427+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:30:49.703469+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:31:39.118348+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:32:15.965095+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:32:51.889324+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:33:27.672808+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:34:03.077478+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:34:39.427092+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:35:15.170903+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:35:52.046328+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:36:28.186499+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:37:04.003535+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:37:39.647942+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:38:16.101244+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:38:51.763771+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:39:39.334069+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:40:15.712400+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:40:52.057243+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T12:41:37.233033+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T12:42:13.480552+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T12:42:50.460395+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T12:43:32.329488+00:00 | --I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:44:08.928091+00:00 | --I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:44:44.824485+00:00 | --I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:45:53.718418+00:00 | --I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:46:43.024876+00:00 | --I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:47:33.683921+00:00 | Saturn | Sza | source:amperwave-api
2026-04-18T12:48:10.699155+00:00 | Saturn | Sza | source:amperwave-api
2026-04-18T12:48:47.945184+00:00 | Saturn | Sza | source:amperwave-api
2026-04-18T12:49:25.050710+00:00 | Saturn | Sza | source:amperwave-api
2026-04-18T12:50:01.127594+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:50:37.747641+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:51:13.306827+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:51:49.212967+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:52:28.136916+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:53:06.027146+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:53:42.551324+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:54:20.304492+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:54:56.170187+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:55:32.406797+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:56:09.268833+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:56:45.114695+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:57:38.783659+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:58:15.467535+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:58:51.697066+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T12:59:32.564880+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T13:00:09.579678+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T13:00:46.675996+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T13:01:37.445083+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T13:02:16.520826+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T13:02:53.860402+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T13:03:38.653692+00:00 | Psycho | Post Malone Ft. Ty Dolla Sign | source:amperwave-api
2026-04-18T13:04:18.170104+00:00 | Psycho | Post Malone Ft. Ty Dolla Sign | source:amperwave-api
2026-04-18T13:04:55.118490+00:00 | Psycho | Post Malone Ft. Ty Dolla Sign | source:amperwave-api
2026-04-18T13:05:33.741875+00:00 | Psycho | Post Malone Ft. Ty Dolla Sign | source:amperwave-api
2026-04-18T13:06:11.135464+00:00 | Psycho | Post Malone Ft. Ty Dolla Sign | source:amperwave-api
2026-04-18T13:06:47.223685+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:07:30.568545+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:08:07.540088+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:08:43.973773+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:09:22.004296+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:09:59.819719+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T13:10:37.233624+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T13:11:14.691167+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T13:11:51.191473+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T13:12:29.125888+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T13:13:05.528498+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:13:42.837497+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:14:19.570726+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:14:56.159663+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:15:38.070340+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:16:14.228668+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T13:16:50.723804+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:17:47.019422+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:18:22.493891+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:18:58.737602+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:19:46.104472+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-18T13:20:22.111262+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:20:59.972430+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:22:03.604393+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:22:41.160481+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:23:17.427728+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:24:09.642956+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:24:47.146178+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:25:23.289061+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:26:08.334296+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:26:45.837819+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:27:23.049319+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:27:58.935043+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:28:34.938963+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:29:11.387055+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:29:48.370920+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:30:25.358526+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:31:02.581814+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:31:41.198955+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:32:16.766682+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:32:53.894145+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:33:31.003393+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T13:34:39.814008+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:35:16.881745+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:35:54.790797+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:36:50.347862+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:37:25.970375+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T13:38:03.855997+00:00 | --Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:39:01.325529+00:00 | --Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:39:38.082123+00:00 | --Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:40:14.039730+00:00 | --Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:41:05.546489+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:41:42.443866+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:42:19.460657+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:43:04.428454+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:43:42.231124+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-18T13:44:17.801338+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:45:12.556914+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:45:48.459459+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:46:27.325893+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:47:03.840815+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:47:39.674360+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:48:17.269187+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:48:54.168755+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:49:31.255331+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:50:07.334628+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:50:43.843089+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:51:20.535161+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:51:57.950204+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:52:35.242059+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:53:36.728328+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:54:13.207107+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:54:49.097974+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:55:38.695587+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:56:15.389236+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:56:51.027737+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:57:38.712402+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T13:58:17.201252+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-18T13:58:53.260648+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-18T13:59:42.437275+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-18T14:00:19.643404+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-18T14:00:56.255761+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-18T14:01:47.627444+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:02:24.500352+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:03:00.281840+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:03:42.409743+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:04:18.109484+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:04:55.712263+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T14:05:31.494707+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:06:08.601404+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:06:44.635724+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:07:22.971592+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:07:59.635282+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:08:37.238707+00:00 | Side To Side (Feat. Nicki Minaj) | Ariana Grande | source:amperwave-api
2026-04-18T14:09:14.030679+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:09:50.684224+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:10:27.638663+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:11:03.454145+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:11:39.056028+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T14:12:37.967654+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:13:13.806545+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:13:51.784339+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:14:42.976960+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:15:19.689510+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:15:55.916244+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-18T14:16:45.758562+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:17:23.499401+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:17:59.929190+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:18:51.937861+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T14:19:28.423513+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:20:05.459101+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:20:57.934604+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:21:37.472111+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:22:14.297783+00:00 | Run It | Chris Brown | source:amperwave-api
2026-04-18T14:23:06.432530+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:23:44.730170+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:24:22.231360+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:25:00.640426+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:25:36.143362+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:26:14.225512+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:26:49.549401+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:27:26.698827+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:28:03.585095+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:28:41.534706+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:29:20.080808+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:29:56.781751+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:30:32.549635+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:31:36.572654+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:32:12.828756+00:00 | /I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:32:49.534485+00:00 | /I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:33:45.228297+00:00 | /I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:34:21.399392+00:00 | /I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:34:57.259922+00:00 | /I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:35:51.964869+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:36:27.979100+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:37:04.386048+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:37:56.011999+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:38:32.250564+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T14:39:09.721480+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:39:57.396626+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:40:34.191966+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:41:10.343690+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:42:00.160923+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-18T14:42:36.704846+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:43:13.160611+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:43:51.737156+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:44:28.625539+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:45:04.263439+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:45:41.491524+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:46:17.922561+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:46:58.512008+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:47:36.368021+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:48:12.442354+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:48:48.687124+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:49:24.296838+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:50:00.636807+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:50:56.485157+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T14:51:34.585736+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:52:38.937742+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:53:16.111569+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:53:52.072433+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T14:54:41.458685+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:55:17.384872+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:55:52.884576+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:56:43.718012+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T14:57:21.528163+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:58:01.103384+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:58:52.878122+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:59:28.835921+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T15:00:04.772562+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:00:58.259806+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:01:36.249153+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:02:12.876197+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:02:49.359297+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:03:26.801155+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:04:03.614872+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:04:40.234120+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:05:16.366679+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:05:54.187425+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T15:06:29.665458+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:07:06.440168+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:07:41.991103+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:08:17.999993+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:08:54.204419+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:09:35.495151+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:10:12.644891+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T15:10:49.149413+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:11:40.683690+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:12:16.280273+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:12:52.763485+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T15:13:47.339589+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:14:23.971832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:15:00.715242+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:16:02.637514+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T15:16:38.692575+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T15:17:16.045973+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T15:18:09.606832+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T15:18:46.130076+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T15:19:24.692857+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T15:20:16.202933+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:20:52.202643+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:21:27.677482+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:22:03.445879+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:22:39.390136+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:23:15.524247+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:23:51.856490+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:24:29.792283+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:25:05.902642+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:25:41.837604+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T15:26:18.443098+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
