2026-04-13T00:00:34.218275+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:31:21.844744+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:31:57.159400+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:32:32.390783+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:33:07.510681+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:33:42.584477+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:34:31.613570+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:35:06.421688+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:35:59.037696+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:36:34.798383+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:37:09.494321+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-13T06:37:47.431095+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:38:22.378130+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:39:22.283962+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:39:56.452419+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:40:51.649831+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:41:26.697692+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T06:42:01.185592+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:42:36.123600+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:43:10.658578+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:43:45.749678+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:44:20.343552+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:44:55.391998+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-13T06:45:30.446923+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-13T06:46:05.787850+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-13T06:46:40.181480+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-13T06:47:14.971171+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-13T06:47:51.026471+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:48:25.589905+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:49:11.945807+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:49:46.613342+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:50:30.901747+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:51:06.229602+00:00 | Love Yourself | Justin Bieber | source:amperwave-api
2026-04-13T06:51:40.889859+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:52:17.229162+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:52:51.627313+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:53:26.914956+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:54:07.891732+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:54:43.066510+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:55:41.633513+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:56:16.552020+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:56:50.978004+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:57:26.292823+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:58:01.391767+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-13T06:59:00.214210+00:00 | Baby One More Time | Britney Spears | source:amperwave-api
2026-04-13T06:59:34.970118+00:00 | Baby One More Time | Britney Spears | source:amperwave-api
2026-04-13T07:00:10.760290+00:00 | Baby One More Time | Britney Spears | source:amperwave-api
2026-04-13T07:00:45.280769+00:00 | Baby One More Time | Britney Spears | source:amperwave-api
2026-04-13T07:01:20.605320+00:00 | Baby One More Time | Britney Spears | source:amperwave-api
2026-04-13T07:01:55.037992+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:02:30.865516+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:03:06.044958+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:03:41.720566+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:04:16.860955+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:04:51.878724+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:05:26.626137+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T07:06:01.688813+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T07:06:36.204053+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T07:07:30.703557+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T07:08:06.020444+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:08:40.790343+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:09:16.573201+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:09:53.479332+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:10:53.518504+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T07:11:28.647016+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T07:12:03.576360+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T07:12:40.121606+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T07:13:14.862895+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T07:13:49.875098+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-13T07:14:28.175513+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-13T07:15:03.375809+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-13T07:15:38.306424+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-13T07:16:13.619666+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-13T07:16:49.039572+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-13T07:17:23.965252+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-13T07:17:59.377156+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-13T07:18:34.435277+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-13T07:19:09.452285+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-13T07:19:44.457688+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T07:20:19.730176+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T07:20:55.234737+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T07:21:30.538099+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T07:22:05.415828+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T07:22:40.389882+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:23:15.124596+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:23:49.791116+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:24:31.039320+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:25:05.601323+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:25:40.639407+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:26:15.765950+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:26:50.470510+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:27:49.070473+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T07:28:25.393616+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:28:59.900900+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:29:42.622144+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:30:17.198264+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:30:52.155681+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:31:27.877846+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:32:02.847428+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T07:32:37.719634+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T07:33:12.898197+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T07:33:47.534080+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T07:34:22.356288+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:34:57.377014+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:35:32.461775+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:36:07.859901+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:36:42.708990+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:37:17.690295+00:00 | Titanium | David Guetta Feat. Sia | source:amperwave-api
2026-04-13T07:37:54.104372+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:38:29.039066+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:39:03.747781+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:39:39.251166+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:40:14.347431+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:40:48.618043+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:41:29.666616+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:42:04.626753+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-13T07:42:57.356958+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-13T07:43:33.535824+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-13T07:44:08.759225+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-13T07:44:44.168575+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-13T07:45:18.997165+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-13T07:46:14.731156+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-13T07:46:51.182750+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-13T07:47:26.443639+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-13T07:48:01.430444+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-13T07:48:36.193614+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:49:31.553497+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:50:08.200325+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:50:43.317579+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:51:26.568738+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:52:07.617988+00:00 | Love The Way You Lie | Rihanna And Eminem | source:amperwave-api
2026-04-13T07:52:56.747459+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:53:31.806658+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:54:06.404810+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:54:41.365757+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:55:20.878729+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:55:55.957802+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-13T07:56:30.529764+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:57:28.854272+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:58:04.681309+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:58:39.545771+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:59:15.455474+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:59:50.342615+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T08:00:43.906716+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T08:01:18.787629+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T08:02:20.019848+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T08:02:56.481973+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T08:03:50.913659+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T08:04:25.518860+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T08:05:21.541997+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T08:05:56.108145+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T08:06:31.102588+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T08:07:06.124701+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-13T08:07:41.064593+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-13T08:08:16.195421+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-13T08:08:51.112502+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-13T08:09:25.465984+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-13T08:10:00.323793+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T08:10:35.364465+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T08:11:11.320529+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T08:11:46.091435+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T08:12:21.908051+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T08:12:56.946842+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T08:13:32.290782+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T08:14:07.314878+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T08:15:05.033603+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T08:15:40.322808+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T08:16:40.251963+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T08:17:15.171244+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T08:17:50.074601+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T08:18:27.951346+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T08:19:03.000699+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-13T08:20:01.524493+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-13T08:20:35.931290+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-13T08:21:10.955532+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-13T08:21:46.963633+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-13T08:22:21.195273+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:22:56.041773+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:23:30.908659+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:24:05.920295+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:24:41.092681+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:25:15.830606+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:25:50.943752+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:26:26.031769+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:27:00.629000+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:27:35.684984+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:28:10.128174+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:28:45.258195+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:29:30.150486+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:30:05.450874+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:30:40.107392+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:31:16.815717+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:31:52.145886+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T08:32:52.051813+00:00 | Hey There Delilah | Plain White Ts | source:amperwave-api
2026-04-13T08:33:27.621391+00:00 | Hey There Delilah | Plain White Ts | source:amperwave-api
2026-04-13T08:34:23.701520+00:00 | Hey There Delilah | Plain White Ts | source:amperwave-api
2026-04-13T08:34:58.232002+00:00 | Hey There Delilah | Plain White Ts | source:amperwave-api
2026-04-13T08:35:55.742816+00:00 | Hey There Delilah | Plain White Ts | source:amperwave-api
2026-04-13T08:36:30.455371+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:37:26.275063+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:38:01.812765+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:38:37.248136+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:39:12.205843+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:39:48.575718+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:40:23.300248+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T08:40:58.585447+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:41:35.102302+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:42:10.409708+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:42:45.431318+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:43:20.210056+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:43:54.844770+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:44:30.057986+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T08:45:29.670563+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:46:04.026354+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:47:03.446085+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:47:38.239738+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:48:13.024192+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:48:47.905997+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-13T08:49:23.198924+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-13T08:50:21.562680+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-13T08:50:56.566637+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-13T08:51:54.649982+00:00 | Last Night | Morgan Wallen | source:amperwave-api
2026-04-13T08:52:29.666753+00:00 | Last Night | Morgan Wallen | source:amperwave-api
2026-04-13T08:53:04.532394+00:00 | Last Night | Morgan Wallen | source:amperwave-api
2026-04-13T08:53:46.669624+00:00 | Last Night | Morgan Wallen | source:amperwave-api
2026-04-13T08:54:22.296250+00:00 | Last Night | Morgan Wallen | source:amperwave-api
2026-04-13T08:54:56.722038+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:55:32.099578+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:56:07.191199+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:56:42.184900+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:57:16.896988+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:57:51.959793+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:58:26.757388+00:00 | Sos (Rescue Me) | Rihanna | source:amperwave-api
2026-04-13T08:59:01.402460+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T08:59:39.503673+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T09:00:14.632079+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T09:00:50.343867+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T09:01:35.614784+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T09:02:12.010343+00:00 | Daylight | Maroon 5 | source:amperwave-api
2026-04-13T09:03:15.806769+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:03:50.514718+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:04:25.347482+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:05:00.864211+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:05:36.415465+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T09:06:40.244487+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T09:07:14.769020+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T09:07:50.453874+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T09:08:28.905272+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T09:09:03.874830+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:09:55.838213+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:10:31.636513+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:11:08.288286+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:11:45.968770+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:12:21.089157+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:12:56.594479+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:13:31.261645+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:14:05.830560+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:14:40.636504+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:15:15.509345+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:15:51.323161+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:16:27.150552+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:17:26.682566+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:18:01.634876+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-13T09:18:36.221443+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-13T09:19:14.751373+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-13T09:19:49.993613+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-13T09:20:51.829546+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-13T09:21:27.006964+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:22:29.142716+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:23:04.362072+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:24:00.931790+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:24:35.960409+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:25:10.797886+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:25:46.778720+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:26:21.826056+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:26:56.517596+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:27:31.744287+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:28:06.869537+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:28:41.759968+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:29:16.628879+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:29:52.112050+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:30:27.926518+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:31:04.670692+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T09:31:40.437922+00:00 | The Middle | Zedd, Maren Morris And Grey | source:amperwave-api
2026-04-13T09:32:15.646625+00:00 | The Middle | Zedd, Maren Morris And Grey | source:amperwave-api
2026-04-13T09:32:50.678017+00:00 | The Middle | Zedd, Maren Morris And Grey | source:amperwave-api
2026-04-13T09:33:33.016285+00:00 | The Middle | Zedd, Maren Morris And Grey | source:amperwave-api
2026-04-13T09:34:08.081408+00:00 | The Middle | Zedd, Maren Morris And Grey | source:amperwave-api
2026-04-13T09:35:04.305730+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T09:35:39.481470+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T09:36:14.524289+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T09:36:55.869857+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T09:37:30.727146+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T09:38:27.661932+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:39:02.802529+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:39:37.860524+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:40:16.738232+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:40:52.555367+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:41:55.046148+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:42:30.175330+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-13T09:43:04.892454+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
