2026-04-17T00:00:04.037246+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T09:39:22.176210+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:40:02.143227+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:40:44.554598+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:41:24.648417+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:42:06.286425+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:42:45.761007+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:43:25.539312+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:44:05.983085+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:45:10.877825+00:00 | The Way I Are (Feat. Keri Hilson D.O.E.) | Timbaland | source:amperwave-api
2026-04-17T09:45:53.134292+00:00 | The Way I Are (Feat. Keri Hilson D.O.E.) | Timbaland | source:amperwave-api
2026-04-17T09:46:34.942630+00:00 | The Way I Are (Feat. Keri Hilson D.O.E.) | Timbaland | source:amperwave-api
2026-04-17T09:47:20.031842+00:00 | The Way I Are (Feat. Keri Hilson D.O.E.) | Timbaland | source:amperwave-api
2026-04-17T09:48:45.539995+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:49:26.878776+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:50:09.012608+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:50:51.650614+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:52:29.696854+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:53:11.623396+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:53:50.701468+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:54:34.949636+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:56:01.358681+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:56:46.581858+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:57:26.985064+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:58:06.728131+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:59:33.080088+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:00:15.140514+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T10:00:55.634652+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T10:01:39.379995+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T10:02:21.515458+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T10:03:04.058319+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T10:03:46.161557+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:04:29.969151+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:05:12.337538+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:05:54.395516+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:06:37.192380+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:07:19.249513+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:07:59.205755+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:08:39.381168+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:09:19.986183+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:10:01.744363+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:10:42.879412+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:12:08.435576+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T10:12:51.271236+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T10:13:30.602861+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T10:14:10.936507+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T10:14:49.475032+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:15:30.993927+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:16:10.719038+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:16:53.429332+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:17:33.351443+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:18:11.687167+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:18:49.837597+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:19:28.105186+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:20:05.590264+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:21:28.290928+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:22:06.854017+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:22:45.137526+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:23:24.323261+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:24:02.925534+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:25:17.064211+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:25:55.884619+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:26:33.475607+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:27:11.972296+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:27:51.491125+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T10:29:09.248031+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T10:29:47.886615+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T10:30:25.169717+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T10:31:05.219795+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T10:32:34.030536+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:33:22.426552+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:34:04.099798+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:34:45.017684+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:35:26.700411+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:36:35.200852+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:37:18.250082+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:37:59.852843+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:38:42.081530+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:39:25.494787+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:40:08.677522+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:40:49.705163+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:41:31.770796+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:42:14.794033+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:42:56.373920+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:43:39.132606+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:44:20.369754+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:45:00.123684+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:45:41.787038+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T10:46:23.489278+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T10:47:03.257182+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T10:47:42.915507+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T10:49:14.556532+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T10:49:57.473975+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T10:50:38.900023+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T10:51:20.941573+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:52:03.270040+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:52:43.755178+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:53:27.090677+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:54:08.363931+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:54:51.829529+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:55:31.997758+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:56:11.019674+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:56:52.435507+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:57:32.990920+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:58:14.717646+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:58:54.891729+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T10:59:37.464146+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T11:00:19.090839+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:01:06.532308+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:01:52.456356+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:03:21.789532+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:04:01.967335+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:04:41.825977+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:05:24.445112+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:06:56.860137+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T11:07:39.265903+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T11:08:19.129926+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T11:09:00.897972+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T11:10:41.381675+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:11:23.697765+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:12:07.577335+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:12:48.655536+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:14:13.182397+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:14:58.044984+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:15:38.721764+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T11:16:24.247956+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T11:17:47.514184+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T11:18:29.759103+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T11:19:10.906162+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:19:52.253368+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:20:37.393276+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:21:19.721243+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:22:00.756265+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:22:42.917219+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:23:21.925014+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:24:03.054971+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:24:45.920661+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:25:27.953949+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:26:08.822092+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:26:50.267539+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:27:33.848433+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:28:15.395789+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:28:56.963552+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:30:09.304397+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:30:51.998151+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:31:33.200219+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:32:19.050610+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T11:33:02.325726+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:33:44.044843+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:34:26.204255+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:35:08.163076+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:35:48.181908+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:36:30.814522+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:37:13.576933+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:37:55.330304+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:38:35.921876+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:39:16.732213+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:40:00.833426+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:40:45.921764+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:41:25.576181+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:42:06.697297+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:42:49.831334+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:44:23.592933+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T11:45:06.001741+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:45:50.739811+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:46:35.281816+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:48:04.948132+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:48:45.129418+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:49:26.562102+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:50:14.317572+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:51:27.359884+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:52:07.617046+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:52:48.703219+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:53:31.251892+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:54:41.726420+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:55:22.489078+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:56:03.043419+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:56:43.109090+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:58:08.030838+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:58:49.184566+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T11:59:31.386793+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:00:15.530957+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:00:58.047871+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:01:44.507934+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:02:27.130087+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:03:12.608978+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T12:03:54.316356+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T12:04:36.001895+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T12:05:21.398521+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T12:06:03.028075+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:06:46.659588+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:07:30.894194+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:08:14.735463+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:08:57.991099+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:09:37.952899+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:11:01.714715+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:11:47.149651+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:12:30.759780+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:13:18.106093+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T12:13:58.623572+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T12:14:41.610556+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T12:15:23.671397+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T12:16:08.088805+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:16:50.446932+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:17:32.005889+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:18:14.351645+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:18:55.445214+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:19:37.563082+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:20:19.792667+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:21:09.447175+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:21:52.374461+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:22:32.875367+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:23:19.973855+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:24:02.286455+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:25:29.888956+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:26:13.179400+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:26:57.236010+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:27:36.907017+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T12:29:04.361580+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:29:45.366531+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:30:30.102866+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:31:13.063329+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:33:02.307403+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:33:45.479853+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:34:26.570523+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:35:57.075182+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:36:44.412258+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:37:26.559686+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:38:11.003961+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:39:28.782569+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:40:13.615914+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:40:54.050386+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:41:36.838910+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:42:19.099240+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:43:05.271590+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:43:45.050428+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:44:27.511783+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T12:45:06.685598+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T12:45:49.430151+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T12:46:31.249696+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T12:47:12.319418+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:47:54.171819+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:48:36.214520+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:49:18.499817+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:51:25.190152+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:52:07.242362+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:52:48.409874+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:53:31.900511+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:54:13.867131+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:54:54.173310+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:55:34.922208+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:56:19.925385+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:57:02.067085+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:57:42.787319+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:58:26.991584+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:59:09.040414+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:59:50.992523+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:00:33.952737+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:01:37.012513+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:02:18.770535+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:02:59.688627+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:03:40.065520+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:05:06.247268+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:05:53.412723+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:06:37.068510+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:07:18.681817+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:08:34.547192+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:09:14.209779+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:09:55.718055+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:10:39.385482+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:11:53.276915+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:12:36.052218+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:13:16.645326+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:13:58.050436+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:15:11.450000+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:15:52.494415+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:16:39.599941+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:17:21.473246+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:18:35.874436+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:19:18.894505+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:20:01.993193+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T13:20:42.548671+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:21:23.592504+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:22:07.975510+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:22:48.110460+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T13:23:27.968533+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T13:24:08.922323+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T13:24:50.052174+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T13:25:46.104783+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:26:29.671769+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:27:11.302041+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:27:52.153489+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:28:37.101472+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:29:17.852074+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T13:29:58.427134+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T13:31:13.201672+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T13:31:54.014337+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T13:32:35.079126+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:33:17.822273+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:33:58.946522+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:34:39.108243+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:35:20.363235+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:36:01.463205+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:36:43.041330+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:37:24.615542+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-17T13:38:03.926540+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
