2026-04-16T00:00:07.054542+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T07:35:02.253512+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:35:41.416690+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:36:20.735096+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:37:00.456197+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:37:39.153105+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:38:19.575956+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:38:57.913688+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:39:41.669694+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:40:21.405198+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:41:00.970487+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T07:42:26.740549+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T07:43:05.513322+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T07:43:45.174308+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T07:44:23.740523+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T07:45:02.598919+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T07:45:42.878204+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T07:46:22.034745+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T07:47:01.823965+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T07:47:40.822943+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T07:48:19.479523+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T07:48:58.667420+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T07:49:37.085183+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T07:50:18.895237+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T07:51:00.339131+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T07:51:39.293571+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T07:52:22.836031+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T07:53:01.744382+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T07:53:39.851853+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T07:54:19.077617+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T07:55:51.270692+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-16T07:56:29.253921+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-16T07:57:08.341550+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-16T07:57:52.506667+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-16T07:58:33.642385+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-16T07:59:13.653953+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-16T07:59:52.759821+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-16T08:00:33.646648+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-16T08:01:13.369819+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-16T08:01:52.424897+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:02:34.693638+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:03:12.425066+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:03:51.146684+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:04:31.614679+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:05:09.522098+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:05:50.069946+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T08:06:29.418343+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T08:07:09.765901+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T08:07:48.367770+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T08:09:34.614021+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T08:10:21.060248+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T08:11:01.953559+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T08:11:39.878387+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T08:12:18.889194+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T08:12:56.093093+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T08:13:33.780661+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T08:14:49.289537+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T08:15:28.816826+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T08:16:12.214677+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T08:16:50.153387+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T08:17:28.208116+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T08:18:10.097581+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T08:18:50.176201+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T08:20:57.972667+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T08:21:36.782073+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T08:22:18.424809+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T08:22:55.903085+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T08:23:34.125248+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T08:24:13.634205+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T08:24:51.923504+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:25:31.270915+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:26:12.899529+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:26:53.861434+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:27:33.061476+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:28:11.823228+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:28:50.356190+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:29:29.491555+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:30:10.563467+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:30:52.909304+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T08:31:35.180827+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T08:32:13.261871+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T08:32:50.714889+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T08:33:29.998668+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T08:34:08.596496+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T08:34:47.880311+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T08:36:21.492141+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T08:37:01.020032+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T08:37:40.526584+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T08:38:19.149242+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T08:38:55.786479+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T08:39:34.444817+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T08:40:12.885511+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T08:40:51.082582+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:41:32.287911+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:42:18.534018+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:42:57.862334+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:43:38.650249+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:44:17.057763+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:44:55.302847+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:45:33.005085+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:46:10.635297+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-16T08:46:51.397582+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T08:48:12.341918+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T08:48:50.850473+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T08:49:29.432790+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T08:50:06.967310+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T08:50:44.408028+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T08:51:26.368955+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T08:52:04.711026+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T08:52:44.085934+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T08:53:20.612572+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T08:53:58.866821+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T08:54:35.480569+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T08:55:14.277175+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T08:55:51.670147+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T08:56:35.387238+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T08:57:13.058009+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T08:57:52.185446+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T08:58:30.686049+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T08:59:47.728457+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:00:26.137450+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:01:06.634425+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:01:47.485988+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:02:24.428065+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:03:01.724917+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T09:03:40.275577+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T09:04:17.699438+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T09:04:56.767570+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T09:05:36.035630+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T09:06:14.487795+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:06:52.506669+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:07:31.218074+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:09:10.503370+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:09:49.752472+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:10:28.603366+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:11:07.149921+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:11:46.109505+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:12:24.495308+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:13:01.277458+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:14:37.734426+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:15:18.477175+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T09:15:56.965146+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T09:16:39.922249+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T09:17:18.012452+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T09:19:02.093087+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-16T09:19:39.571694+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-16T09:20:16.640735+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-16T09:20:53.230646+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-16T09:21:30.447685+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T09:22:09.916612+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T09:22:48.023086+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T09:23:25.963922+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T09:24:03.268179+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T09:24:40.043539+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:25:17.951298+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:25:58.538963+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:26:38.963490+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:27:18.039737+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:27:56.613676+00:00 | Sandm | Rihanna | source:amperwave-api
2026-04-16T09:28:34.476105+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:29:12.091386+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:29:50.404081+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:30:28.841071+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:31:06.820253+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:31:47.179150+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T09:32:27.645141+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:34:08.767185+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:34:46.015486+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:35:24.318762+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:36:02.660068+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:36:42.069873+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:37:19.145540+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:37:57.801574+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:38:36.641574+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:39:15.367270+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T09:39:54.478858+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T09:40:32.766038+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T09:41:11.287581+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T09:41:52.637498+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T09:42:31.348303+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-16T09:43:10.282313+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-16T09:45:01.851514+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-16T09:45:40.669239+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-16T09:46:19.336190+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-16T09:46:59.857676+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T09:47:37.413313+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T09:48:16.581438+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T09:48:55.782231+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T09:49:36.256760+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T09:50:16.776945+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T09:50:55.634677+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T09:51:34.008260+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T09:52:11.821618+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T09:52:48.015327+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:53:29.921321+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:55:22.015325+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:56:02.660490+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:56:40.610762+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:57:18.300144+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:57:55.956675+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:58:36.555822+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:59:13.612705+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T09:59:51.200312+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T10:00:29.505605+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T10:01:07.348096+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T10:01:45.523448+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T10:02:25.174897+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-16T10:04:08.739974+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-16T10:04:45.796018+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:05:23.359192+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:06:01.669847+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:06:38.070645+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:07:15.707865+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:07:53.384118+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T10:09:22.292226+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:10:00.185021+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:10:39.110802+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:11:18.202505+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:11:57.896021+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:12:34.788292+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:13:14.879271+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:13:51.651819+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T10:15:18.159624+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T10:15:56.424554+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T10:16:36.150786+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T10:17:14.711803+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:17:51.730025+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:18:28.773808+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:19:05.853399+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:19:43.984191+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:20:25.374038+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:21:04.496990+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:21:41.829652+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:22:19.720614+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:23:00.777889+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:23:38.773444+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:24:17.770112+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:24:54.399018+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:25:35.406802+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:26:15.035880+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:26:55.140559+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:27:32.758150+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:28:10.010947+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T10:28:47.708547+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-16T10:29:27.943334+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-16T10:30:06.875640+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-16T10:30:46.719461+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-16T10:32:35.577936+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:33:14.145744+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:33:53.059489+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:34:30.079773+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:35:06.858096+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:35:43.825843+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:36:22.117098+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:36:58.959642+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:39:12.817731+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:39:49.673364+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:40:28.586425+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:41:07.569674+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:41:43.793836+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:42:23.710308+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:43:02.263826+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:43:41.352106+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:44:19.057527+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:44:56.546354+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T10:46:49.607348+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:47:33.193330+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:48:10.588485+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:48:47.833300+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:49:27.985438+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:50:06.446659+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:50:48.206242+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:51:27.231659+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:52:06.357880+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:52:50.871694+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:53:30.396625+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:54:09.361085+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:54:50.013978+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:55:28.351978+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:56:07.611316+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:58:00.476227+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:58:37.831045+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:59:14.386286+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T10:59:51.587609+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-16T11:00:31.061385+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-16T11:01:08.307222+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-16T11:02:56.494224+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:03:37.101690+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:04:14.572211+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:04:51.921195+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:05:28.887695+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:06:06.536220+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:06:44.220998+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:08:33.011618+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:09:10.846417+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T11:09:48.191724+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T11:10:26.356372+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T11:11:03.270235+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T11:11:39.845442+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T11:12:16.364594+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T11:12:53.153655+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:13:34.419347+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:14:12.649429+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:14:51.256227+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:15:28.818721+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:16:08.450104+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:16:46.335801+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:17:23.946059+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:18:00.752148+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:18:39.073068+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:19:16.446024+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
