2026-04-15T00:00:18.463396+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T11:46:20.852504+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:46:56.515606+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:47:58.731328+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:48:34.622552+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:49:09.417889+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:49:54.058807+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:50:30.794733+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:51:33.041019+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:52:08.963206+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:53:13.031832+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:53:48.466270+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:54:25.128901+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:55:00.574066+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:55:36.359860+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:56:12.844533+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T11:56:47.637458+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T11:57:23.608263+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T11:57:58.881057+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T11:58:34.634489+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T11:59:10.726663+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T11:59:46.416637+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:00:21.813473+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:00:56.980506+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T12:01:40.146798+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T12:02:15.706120+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T12:03:14.155764+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T12:03:53.289391+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:04:28.674740+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:05:14.225484+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:05:50.806262+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:06:26.773432+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:07:04.024594+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:07:39.722617+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:08:14.626613+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:08:51.642741+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T12:09:27.230732+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:10:02.555343+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:10:41.551127+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:11:18.285380+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:11:53.916674+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:12:29.551995+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:13:06.246670+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:13:42.072750+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:14:17.121494+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:14:52.968143+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:15:28.260213+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:16:03.386861+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:16:38.427558+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:17:13.830462+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:17:50.288916+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:18:33.337792+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:19:08.853617+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:19:43.674671+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:20:21.991415+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:20:56.929556+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:21:33.160324+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:22:18.346029+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:22:53.014527+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:23:28.832800+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:24:12.159390+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:24:47.522239+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:25:23.715224+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:26:01.486750+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:26:36.938307+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T12:27:41.009832+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:28:16.908000+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:28:53.741712+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:29:29.449972+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:30:05.731891+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:30:41.445073+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:31:17.622247+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:31:53.043685+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:32:28.809009+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:33:04.060228+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:33:39.210617+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:34:15.073932+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:34:51.857099+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:35:35.617968+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:36:11.298264+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:36:46.706741+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:37:26.822723+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:38:01.811397+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:38:37.369079+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T12:39:25.900583+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:40:02.212641+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:40:37.888236+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:41:18.749946+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:41:53.811105+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:42:29.111820+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T12:43:11.384948+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T12:43:46.223349+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T12:44:21.161177+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T12:45:05.072891+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T12:45:40.145358+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:46:16.917484+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:46:51.746079+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:47:26.623074+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:48:01.738445+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:48:36.463838+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:49:11.260758+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:49:46.407019+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:50:24.333785+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:50:59.324094+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:51:35.442195+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:52:10.518200+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:52:46.271779+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:53:34.267076+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:54:08.817750+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:54:44.665123+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:55:28.264332+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:56:03.664365+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:56:38.646658+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:57:21.829752+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T12:57:56.459695+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T12:58:32.956812+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T12:59:17.713139+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T12:59:53.132969+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:00:29.232911+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:01:13.118088+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:01:49.409783+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:02:24.868384+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T13:03:10.289567+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T13:03:45.256867+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T13:04:21.880051+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T13:04:57.351262+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T13:05:32.764265+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:06:08.054172+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:06:43.784228+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:07:19.309149+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:07:54.533246+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:08:29.304718+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:09:05.424260+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:09:40.967629+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:10:16.533874+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:10:52.333628+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:11:41.828566+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:12:17.558379+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:12:52.661138+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:13:38.088896+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:14:13.796563+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:14:49.661109+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:15:31.831296+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:16:06.609722+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:16:41.572574+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:17:29.221060+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:18:05.222451+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:18:41.523970+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:19:26.814591+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:20:02.119863+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:20:37.777613+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T13:21:22.659391+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T13:21:58.259623+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T13:22:33.678865+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T13:23:09.137637+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T13:23:44.571823+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:24:19.828684+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:24:55.225709+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:25:31.591099+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:26:07.399313+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:26:42.318419+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:27:19.010358+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:27:54.524956+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:28:29.602606+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:29:34.893230+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:30:11.492139+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:30:47.131595+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:31:43.064811+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:32:19.947055+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:32:55.576369+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:33:39.559110+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:34:15.629497+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:34:50.617024+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:35:56.455160+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:36:31.646919+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:37:25.177489+00:00 | Someone You Loved | Lewis Capaldi | source:amperwave-api
2026-04-15T13:38:01.481018+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:38:36.216973+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:39:19.441489+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:39:55.401371+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:40:30.800342+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:41:06.349857+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:41:42.228688+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:42:17.431566+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:42:52.577350+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:43:28.297627+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:44:04.465789+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:44:39.646533+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T13:45:15.869833+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T13:45:52.143963+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T13:46:28.711491+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T13:47:34.106397+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T13:48:10.213956+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:48:45.519745+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:49:33.722170+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:50:08.402285+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:50:43.931526+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:51:29.573669+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:52:07.480529+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:52:42.481899+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:53:28.698641+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:54:03.697640+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:54:39.171998+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:55:25.829657+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:56:01.917609+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:56:38.300207+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:57:23.731517+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:57:58.733127+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:58:33.290722+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:59:08.757714+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T13:59:44.462673+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:00:20.635024+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:00:55.731377+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:01:32.424002+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:02:07.500433+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:02:43.831251+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:03:20.897532+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-15T14:03:55.750942+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:04:30.933848+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:05:34.194252+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:06:09.631014+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:06:46.119804+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:07:44.161502+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-15T14:08:19.858177+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-15T14:08:57.046078+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-15T14:09:49.678474+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-15T14:10:25.124035+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T14:11:00.871218+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T14:11:49.416405+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T14:12:25.364496+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T14:13:00.488698+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T14:13:51.957597+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T14:14:27.417297+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T14:15:03.109029+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T14:15:54.447907+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T14:16:29.270669+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T14:17:05.474774+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:17:42.091896+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:18:17.933747+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:18:52.621093+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:19:28.986698+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:20:05.028353+00:00 | This Is What You Came For (Feat. Rihanna) | Calvin Harris | source:amperwave-api
2026-04-15T14:20:40.004837+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T14:21:15.253848+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T14:21:51.199582+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T14:22:27.897467+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T14:23:03.826957+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T14:23:38.977832+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:24:35.398192+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:25:10.564856+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:25:45.578686+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:26:29.992778+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:27:05.345376+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:27:40.703905+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:28:27.581117+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:29:04.151268+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:29:39.489522+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:30:24.686456+00:00 | Die For You Ft Ariana | The Weeknd | source:amperwave-api
2026-04-15T14:31:00.505253+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T14:31:35.941447+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T14:32:23.166580+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T14:32:58.873801+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T14:33:34.249928+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T14:34:16.776690+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T14:34:52.276794+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T14:35:27.665101+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T14:36:02.499089+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T14:36:37.693233+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T14:37:14.225301+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:37:50.477800+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:38:26.527896+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:39:02.412815+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:39:37.693636+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:40:13.335882+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:40:49.009150+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:41:24.325495+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:42:00.024573+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:42:35.805015+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:43:11.798809+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:43:46.465459+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:44:28.536685+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T14:45:03.047762+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T14:45:38.175453+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T14:46:26.122832+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T14:47:01.144733+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T14:47:36.879932+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:48:22.589824+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:48:58.306871+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:49:33.503782+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:50:16.811071+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:50:54.809938+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-15T14:51:31.120807+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:52:09.076553+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:52:44.160058+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:53:19.504639+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:53:54.781344+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:54:29.631833+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-15T14:55:04.587970+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:55:39.320068+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:56:15.590792+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:56:50.522078+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:57:27.088145+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:58:02.002198+00:00 | Stay | Zedd Alessia Cara | source:amperwave-api
2026-04-15T14:58:37.900401+00:00 | Senorita | Shawn Mendes Camila Cabello | source:amperwave-api
