2026-04-14T00:04:56.087077+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T12:05:42.821986+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:06:18.477778+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:07:17.500782+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:07:52.658666+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:08:28.076363+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:09:04.183156+00:00 | Miss Independent | Ne-Yo | source:amperwave-api
2026-04-14T12:09:39.099800+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:10:16.955463+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:10:51.704064+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:11:27.062587+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:12:02.734946+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:12:38.649402+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:13:15.798767+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:13:53.197667+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:14:32.711281+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:15:07.371714+00:00 | What Do You Mean? | Justin Bieber | source:amperwave-api
2026-04-14T12:15:58.547292+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T12:16:34.262935+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T12:17:32.541122+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T12:18:14.325110+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:19:05.493665+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:19:40.842697+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:20:32.329353+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:21:07.822955+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:22:03.323974+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:22:38.308833+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:23:17.011623+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:23:53.466268+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:24:29.182797+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:25:05.370585+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T12:25:40.464032+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:26:16.868610+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:26:52.350002+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:27:28.093490+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:28:03.587141+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:28:38.158307+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:29:32.740930+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:30:09.848976+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:31:00.144708+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T12:31:35.336454+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T12:32:37.201453+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T12:33:12.241144+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T12:34:07.286546+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T12:34:42.507332+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T12:35:41.643716+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T12:36:17.092761+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T12:37:12.513003+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:37:48.348104+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:38:23.284336+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:38:58.462694+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:39:33.258656+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:40:10.074122+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:40:44.635796+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:41:19.319450+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:41:54.176324+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:42:28.764958+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T12:43:03.503325+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:43:38.198517+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:44:28.150069+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:45:03.813119+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:46:02.124724+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:46:36.979313+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:47:33.682471+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:48:07.972423+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:49:01.374932+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:49:37.446945+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:50:26.074633+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:51:01.623273+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T12:51:51.236802+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:52:25.984706+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:53:00.633132+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:53:36.859766+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:54:12.202777+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:54:47.438221+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:55:23.019212+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:55:58.783698+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:56:33.865896+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:57:10.856693+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:57:45.589643+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T12:58:20.879521+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T12:58:55.607720+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T12:59:31.064151+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:00:07.108267+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:01:04.069341+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:01:39.622227+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:02:36.402752+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:03:11.629580+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:04:10.301021+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:04:46.515233+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:05:39.486160+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T13:06:15.077974+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T13:07:13.015797+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T13:07:48.133555+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T13:08:23.839454+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T13:08:58.428498+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:09:34.529162+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:10:11.798616+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:10:48.223157+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:11:24.315843+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:11:59.461060+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:12:34.260104+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:13:11.927628+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:13:46.856103+00:00 | Side To Side | Ariana Grande Feat. Nicki Minaj | source:amperwave-api
2026-04-14T13:14:29.810893+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T13:15:05.411176+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T13:16:05.329407+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T13:16:40.912978+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T13:17:17.019531+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:17:54.804642+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:18:30.265102+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:19:05.227395+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:19:40.334584+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:20:15.896433+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:21:10.406135+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:21:45.156777+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T13:22:43.006958+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T13:23:20.158573+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T13:23:55.815824+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T13:24:32.457256+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T13:25:07.978487+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T13:25:43.633987+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T13:26:19.609917+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T13:26:55.544046+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T13:27:31.723411+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T13:28:08.013578+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T13:28:43.065515+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:29:30.652781+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:30:06.475548+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:31:01.218555+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:31:37.811592+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:32:36.694088+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:33:11.906507+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:34:06.609342+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:34:42.185767+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-14T13:35:42.952223+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T13:36:18.183558+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T13:36:53.048675+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T13:37:28.267298+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T13:38:02.618384+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T13:38:37.326210+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T13:39:12.516225+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T13:39:47.687249+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T13:40:22.626220+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:40:57.767591+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:41:32.761337+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:42:08.162631+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:42:43.133322+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:43:19.686640+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:43:56.248819+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:44:35.053702+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:45:09.555482+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:46:08.417938+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:46:43.500830+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T13:47:41.079240+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T13:48:16.527870+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T13:49:09.719461+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T13:49:47.663244+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T13:50:43.164889+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T13:51:21.154864+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T13:52:18.945395+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T13:52:55.680241+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T13:53:30.352409+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:54:04.910253+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:54:39.583264+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:55:15.037868+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:55:50.671746+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:56:26.733043+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T13:57:02.155038+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-14T13:57:36.967953+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-14T13:58:12.445200+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-14T13:58:48.227796+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-14T13:59:30.148830+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-14T14:00:06.115392+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:01:02.757463+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:01:38.958057+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:02:38.958078+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:03:14.445491+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-14T14:04:16.447141+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-14T14:04:52.806801+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-14T14:05:52.499625+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-14T14:06:29.315180+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-14T14:07:04.994924+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:07:58.932203+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:08:34.540732+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:09:10.373236+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:09:47.027039+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:10:22.997218+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-14T14:10:58.941380+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T14:11:35.761424+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T14:12:11.407208+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T14:12:46.395180+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T14:13:21.509605+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:13:58.470143+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:14:33.657541+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:15:34.089426+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:16:09.165473+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:16:44.783463+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:17:20.242707+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T14:17:55.335580+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T14:18:54.831981+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T14:19:30.562818+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T14:20:32.898440+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:21:08.978967+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:22:03.410871+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:22:38.942877+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:23:37.855492+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:24:14.493026+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:24:51.428996+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:25:26.314063+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:26:01.017773+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T14:26:36.837636+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:27:12.258488+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:27:47.346651+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:28:22.629820+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:28:57.852918+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T14:29:37.951890+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T14:30:29.090448+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T14:31:04.509905+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T14:32:07.603223+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:32:43.815307+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:33:42.860189+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:34:18.439396+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:35:17.753167+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:35:53.599328+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-14T14:36:49.268314+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:37:24.258309+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:38:22.540620+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:38:57.748338+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:39:32.409629+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:40:07.614962+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T14:40:44.325189+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T14:41:19.711896+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T14:41:55.313614+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T14:42:30.719383+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T14:43:05.279604+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T14:43:40.031184+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:44:14.609969+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:44:49.610733+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:45:31.857910+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:46:07.581674+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:47:04.540287+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:47:39.775925+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:48:39.260360+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:49:15.073598+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:49:49.945008+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:50:25.661053+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T14:51:00.468803+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T14:51:53.068813+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T14:52:28.273080+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T14:53:26.881233+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T14:54:02.500488+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:54:37.689981+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:55:13.100263+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:55:48.707074+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:56:24.317649+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:56:59.563193+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T14:57:34.764350+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T14:58:10.329692+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T14:58:45.478512+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T14:59:21.163814+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T14:59:56.574511+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T15:00:34.215960+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T15:01:09.135231+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T15:02:10.019966+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T15:02:45.165764+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T15:03:43.345329+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T15:04:18.476628+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T15:05:18.151529+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T15:05:53.627573+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T15:06:51.813573+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T15:07:27.195699+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-14T15:08:22.656661+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-14T15:08:58.328503+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-14T15:09:33.617005+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-14T15:10:08.874673+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-14T15:10:44.786516+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:11:20.341488+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:11:55.765342+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:12:30.708101+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:13:05.950094+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:13:41.053787+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:14:16.547520+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T15:14:52.126482+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T15:15:34.293715+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T15:16:09.058656+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T15:17:10.677891+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T15:17:47.103870+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:18:44.488601+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:19:19.492790+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:20:17.287150+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:20:52.619411+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:21:50.827791+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:22:26.099463+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:23:19.636774+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:23:54.426954+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:24:29.169461+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:25:03.407074+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:25:39.178591+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T15:26:14.852228+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:26:50.424257+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:27:26.441056+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:28:02.504012+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:28:38.318760+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:29:13.185830+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-14T15:29:48.736961+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T15:30:29.410482+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T15:31:05.126831+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T15:32:01.780458+00:00 | Fever Dream | Alex Warren | source:amperwave-api
