2026-04-15T00:00:18.577933+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T11:42:53.350506+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:43:28.696723+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:44:30.155124+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:45:05.810876+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:45:41.522012+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:46:20.964390+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:46:56.748438+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:47:58.925125+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:48:34.761788+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:49:09.635763+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:49:54.192574+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:50:30.944614+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:51:33.300943+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T11:52:09.099497+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:53:13.167164+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:53:48.615559+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:54:25.334069+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:55:00.691315+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:55:36.502210+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-15T11:56:12.984808+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T11:56:47.827533+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T11:57:23.935832+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T11:57:59.020671+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T11:58:34.869885+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T11:59:10.889439+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T11:59:46.531872+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T12:00:21.949052+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T12:00:57.132784+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T12:01:40.296519+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T12:02:15.852660+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-15T12:03:14.382810+00:00 | Single Ladies (Put A Ring On It) | Beyonce | source:amperwave-api
2026-04-15T12:03:53.441003+00:00 | Single Ladies (Put A Ring On It) | Beyonce | source:amperwave-api
2026-04-15T12:04:28.827148+00:00 | Single Ladies (Put A Ring On It) | Beyonce | source:amperwave-api
2026-04-15T12:05:14.361710+00:00 | Single Ladies (Put A Ring On It) | Beyonce | source:amperwave-api
2026-04-15T12:05:50.966378+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:06:26.917925+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:07:04.156178+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:07:40.031355+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:08:14.767874+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:08:51.930753+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:09:27.367445+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-15T12:10:02.721832+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:10:41.699767+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:11:18.443887+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:11:54.082192+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:12:29.682206+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:13:06.380608+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:13:42.231719+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:14:17.420936+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:14:53.195318+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:15:28.443443+00:00 | Pieces Of Me | Ashlee Simpson | source:amperwave-api
2026-04-15T12:16:03.528823+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:16:38.635773+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:17:13.974722+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:17:50.505699+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:18:33.491691+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:19:09.062747+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:19:43.824672+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:20:22.205357+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:20:57.049705+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:21:33.343296+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:22:18.490426+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:22:53.174050+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:23:28.979576+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:24:12.280287+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:24:47.737769+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:25:23.840709+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:26:01.715462+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:26:37.074562+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:27:41.277726+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:28:17.130367+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:28:53.894541+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:29:29.584159+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:30:05.905227+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:30:41.581515+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:31:17.819203+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:31:53.151622+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:32:29.013741+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:33:04.186129+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:33:39.412136+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T12:34:15.315748+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T12:34:52.083477+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T12:35:35.731012+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T12:36:11.467750+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T12:36:46.822297+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T12:37:27.052825+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:38:02.061671+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:38:37.506703+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:39:26.033215+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:40:02.331532+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:40:38.042904+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:41:18.866181+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:41:53.947873+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:42:29.228849+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T12:43:11.597109+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T12:43:46.370778+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T12:44:21.367974+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T12:45:05.207840+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T12:45:40.305243+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T12:46:17.030042+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:46:51.934139+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:47:26.734893+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:48:01.869141+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:48:36.583036+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:49:11.392949+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:49:46.619559+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:50:24.484017+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:50:59.555454+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:51:35.652625+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:52:10.746161+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:52:46.504682+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:53:34.379999+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:54:09.031042+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:54:44.816204+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:55:28.497021+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T12:56:03.782210+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-15T12:56:38.945112+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-15T12:57:22.020577+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-15T12:57:56.597500+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-15T12:58:33.189104+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-15T12:59:17.875542+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T12:59:53.451094+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T13:00:29.362732+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T13:01:13.275886+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T13:01:49.553977+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T13:02:25.097185+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T13:03:10.412041+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:03:45.450167+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:04:22.102236+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:04:57.471091+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:05:32.948845+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:06:08.200391+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:06:44.008310+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:07:19.457665+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:07:54.746365+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:08:29.422394+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:09:05.627203+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:09:41.122428+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:10:16.832447+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:10:52.454562+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:11:41.981570+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:12:17.683473+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:12:52.821280+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:13:38.320281+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-15T13:14:14.002440+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T13:14:49.865443+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T13:15:31.972034+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T13:16:06.735967+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T13:16:41.698782+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:17:29.345442+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:18:05.414547+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:18:41.661654+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:19:27.032531+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:20:02.289688+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:20:37.933357+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:21:22.881137+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:21:58.403336+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:22:33.799278+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:23:09.257841+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:23:44.715489+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:24:19.973615+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:24:55.364625+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:25:31.722778+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T13:26:07.539373+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T13:26:42.463564+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T13:27:19.245384+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T13:27:54.665238+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T13:28:29.734904+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T13:29:35.030486+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:30:11.704365+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:30:47.346062+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:31:43.288344+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:32:20.318527+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:32:55.710588+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:33:39.710741+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:34:15.865111+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T13:34:50.762180+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:35:56.665247+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:36:31.758004+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T13:37:25.499864+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:38:01.614847+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:38:36.410539+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:39:19.577866+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:39:55.644190+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:40:30.910114+00:00 | We Found Love | Rihanna / Calvin Harris | source:amperwave-api
2026-04-15T13:41:06.466232+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:41:42.487840+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:42:17.654034+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:42:52.801393+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:43:28.490171+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:44:04.592231+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T13:44:39.882284+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:45:16.085963+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:45:52.313518+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:46:28.932316+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:47:34.299629+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:48:10.435639+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:48:45.736579+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:49:33.840972+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:50:08.527394+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:50:44.146065+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:51:29.689875+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T13:52:07.611023+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T13:52:42.674145+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T13:53:28.824535+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T13:54:03.897136+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T13:54:39.319611+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T13:55:26.025030+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-15T13:56:02.218344+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-15T13:56:38.523198+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-15T13:57:23.948041+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-15T13:57:58.872919+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-15T13:58:33.411787+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:59:08.880247+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:59:44.614601+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T14:00:20.928652+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T14:00:55.875622+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:01:32.620599+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:02:07.618089+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:02:44.267214+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:03:21.035550+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:03:55.960290+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:04:31.047332+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:05:34.331236+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:06:09.863743+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:06:46.361205+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T14:07:44.454904+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:08:20.009977+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:08:57.247689+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:09:49.910079+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:10:25.256455+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:11:00.983696+00:00 | Aint It Fun | Paramore | source:amperwave-api
2026-04-15T14:11:49.645984+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T14:12:25.497948+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T14:13:00.613221+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T14:13:52.087649+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T14:14:27.565947+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T14:15:03.357984+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T14:15:54.636118+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T14:16:29.390156+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T14:17:05.647090+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:17:42.253934+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:18:18.114433+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:18:52.765927+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:19:29.122358+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:20:05.175546+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:20:40.230365+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:21:15.375534+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:21:51.405195+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:22:28.025696+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:23:04.035307+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:23:39.114951+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:24:35.606326+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:25:10.729304+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:25:45.794170+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:26:30.129950+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:27:05.654878+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:27:40.815415+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T14:28:27.737244+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T14:29:04.422956+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T14:29:39.717156+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T14:30:24.823678+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T14:31:00.645264+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T14:31:36.131364+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:32:23.378094+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:32:59.020957+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:33:34.397958+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:34:16.929559+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:34:52.425093+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:35:27.849040+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:36:02.652231+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:36:37.838266+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:37:14.345858+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T14:37:50.607596+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T14:38:26.656883+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T14:39:02.625095+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T14:39:37.952430+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T14:40:13.574212+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T14:40:49.160628+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:41:24.493036+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:42:00.156027+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:42:35.996781+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:43:11.938161+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T14:43:46.610405+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T14:44:28.733130+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T14:45:03.247435+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T14:45:38.402244+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T14:46:26.259694+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T14:47:01.346810+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:47:36.999089+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:48:22.752021+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:48:58.444729+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:49:33.696599+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:50:17.040435+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:50:54.961713+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:51:31.242586+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:52:09.206054+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-15T14:52:44.300717+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:53:19.662394+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:53:55.006337+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:54:29.752114+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:55:04.729580+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:55:39.456073+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T14:56:15.781454+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T14:56:50.748833+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T14:57:27.326017+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T14:58:02.220782+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T14:58:38.071526+00:00 | Lose Control | Teddy Swims | source:amperwave-api
