2026-04-17T00:00:04.195055+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T09:37:23.409284+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T09:38:03.397835+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T09:38:43.719221+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T09:39:22.291334+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T09:40:02.286032+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T09:40:44.735485+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:41:24.869117+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:42:06.512874+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:42:45.903777+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:43:25.687648+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:44:06.118828+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:45:11.021276+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:45:53.267578+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:46:35.148055+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:47:20.181128+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:48:45.829974+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T09:49:27.021395+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T09:50:09.232198+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T09:50:51.763513+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:52:29.829521+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:53:11.763146+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:53:50.860162+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:54:35.085380+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T09:56:01.574027+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T09:56:46.726826+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T09:57:27.270933+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T09:58:06.849971+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T09:59:33.305127+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T10:00:15.286537+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T10:00:55.773047+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T10:01:39.517419+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:02:21.737700+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:03:04.198063+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:03:46.451988+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:04:30.119014+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T10:05:12.705256+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T10:05:54.511804+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T10:06:37.337982+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T10:07:19.405043+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:07:59.415340+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:08:39.499426+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:09:20.132667+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:10:01.898073+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:10:43.087657+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:12:08.590105+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T10:12:51.382237+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:13:30.723851+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:14:11.049939+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:14:49.676079+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:15:31.145383+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:16:10.865395+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:16:53.547982+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:17:33.557985+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:18:11.840652+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:18:50.061120+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:19:28.343570+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:20:05.827585+00:00 | Break Free | Ariana Grande / Zedd | source:amperwave-api
2026-04-17T10:21:28.499041+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:22:06.991198+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:22:45.432237+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:23:24.437910+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:24:03.119739+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:25:17.211042+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:25:56.116044+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T10:26:33.652265+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T10:27:12.191338+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T10:27:51.662898+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T10:29:09.399340+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:29:48.027177+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:30:25.306016+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:31:05.445291+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:32:34.171456+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:33:22.547017+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:34:04.241886+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-17T10:34:45.155362+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:35:26.986548+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:36:35.411538+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:37:18.489590+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:38:00.077031+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:38:42.231620+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:39:25.714280+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:40:08.828350+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:40:49.845912+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:41:31.907396+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:42:15.002149+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:42:56.524694+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:43:39.310754+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:44:20.484225+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:45:00.246384+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:45:41.940165+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:46:23.719769+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:47:03.405754+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:47:43.104396+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:49:14.768664+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:49:57.626117+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T10:50:39.069618+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T10:51:21.053069+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T10:52:03.454211+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T10:52:43.872513+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T10:53:27.275629+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T10:54:08.587246+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T10:54:51.965254+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T10:55:32.135455+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T10:56:11.301022+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T10:56:52.575558+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T10:57:33.175194+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T10:58:14.898823+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T10:58:55.101292+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T10:59:37.706844+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T11:00:19.215081+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T11:01:06.769324+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:01:53.096563+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:03:22.087169+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:04:02.119756+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:04:41.949419+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:05:24.599206+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:06:57.378417+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:07:39.497259+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:08:19.253861+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T11:09:01.017432+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T11:10:41.567131+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T11:11:23.912201+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:12:07.757945+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:12:48.803554+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:14:13.371788+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:14:58.239384+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:15:38.955740+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:16:24.390078+00:00 | Starships | Nicki Minaj | source:amperwave-api
2026-04-17T11:17:47.670724+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:18:30.088199+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:19:11.136314+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:19:52.400312+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:20:37.543676+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:21:19.919864+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:22:00.912531+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:22:43.114260+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:23:22.062327+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:24:03.347771+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:24:46.043210+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:25:28.186393+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:26:08.999273+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:26:50.411944+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:27:33.998510+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:28:15.581821+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:28:57.105088+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:30:09.530777+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T11:30:52.140555+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T11:31:33.417728+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T11:32:19.172863+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T11:33:02.772142+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T11:33:44.199286+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T11:34:26.423040+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T11:35:08.302368+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T11:35:48.330204+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T11:36:30.986147+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T11:37:13.699342+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T11:37:55.542599+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:38:36.044054+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:39:16.856953+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:40:01.074906+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:40:46.071156+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:41:25.866509+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:42:06.819080+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:42:50.126912+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-17T11:44:23.820754+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:45:06.149863+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:45:50.951385+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:46:35.508856+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:48:05.145047+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:48:45.358120+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:49:26.707098+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:50:14.451058+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T11:51:27.513710+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T11:52:07.730932+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T11:52:48.836757+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T11:53:31.409562+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T11:54:41.952380+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:55:22.634111+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:56:03.201094+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:56:43.293982+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T11:58:08.156043+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T11:58:49.301316+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T11:59:31.540234+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T12:00:15.654919+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T12:00:58.205529+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T12:01:44.728516+00:00 | It Depends | Chris Brown X Bryson Tiller | source:amperwave-api
2026-04-17T12:02:27.378473+00:00 | Party Rock Anthem | Lmfao | source:amperwave-api
2026-04-17T12:03:12.741216+00:00 | Party Rock Anthem | Lmfao | source:amperwave-api
2026-04-17T12:03:54.541656+00:00 | Party Rock Anthem | Lmfao | source:amperwave-api
2026-04-17T12:04:36.146882+00:00 | Party Rock Anthem | Lmfao | source:amperwave-api
2026-04-17T12:05:21.590355+00:00 | Party Rock Anthem | Lmfao | source:amperwave-api
2026-04-17T12:06:03.206244+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:06:47.101453+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:07:31.190179+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:08:14.872658+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:08:58.166658+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:09:38.099529+00:00 | The Sweet Escape | Gwen Stefani | source:amperwave-api
2026-04-17T12:11:01.911989+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:11:47.292541+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:12:30.997680+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:13:18.292393+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:13:58.779633+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:14:41.851449+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:15:23.827929+00:00 | Get The Party Started | Pink | source:amperwave-api
2026-04-17T12:16:08.292755+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T12:16:50.598070+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T12:17:32.151147+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T12:18:14.478648+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T12:18:55.682718+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:19:37.698723+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:20:20.013093+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:21:09.760746+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:21:52.568133+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:22:32.993741+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:23:20.102742+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:24:02.471879+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:25:30.054843+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T12:26:13.307449+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:26:57.365854+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:27:37.058153+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:29:04.566436+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:29:45.484788+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:30:30.317874+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:31:13.256296+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T12:33:02.699826+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T12:33:45.691579+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T12:34:26.694376+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T12:35:57.212392+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:36:44.626730+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:37:26.786400+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:38:11.159146+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:39:28.930292+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:40:13.733555+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:40:54.257097+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:41:37.074454+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:42:19.346653+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:43:05.389666+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:43:45.238665+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:44:27.671645+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:45:06.921336+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:45:49.578231+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T12:46:31.394212+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:47:12.461430+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:47:54.325747+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:48:36.434773+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:49:18.645290+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:50:22.106216+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:51:25.387157+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:52:07.472011+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:52:48.559943+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:53:32.019672+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:54:14.101514+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:54:54.303314+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:55:35.148585+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:56:20.065415+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:57:02.201390+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T12:57:42.904725+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:58:27.229703+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:59:09.301264+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T12:59:51.118774+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T13:00:34.117088+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T13:01:37.247721+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T13:02:18.941005+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T13:02:59.886301+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T13:03:40.213915+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T13:05:06.373323+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T13:05:53.658721+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T13:06:37.287800+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T13:07:18.993309+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:08:34.775569+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:09:14.350393+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:09:55.934551+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:10:39.508213+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:11:53.463410+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T13:12:36.219305+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:13:16.789961+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:13:58.179502+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:15:11.674047+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:15:52.625180+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:16:39.767269+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:17:21.625530+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:18:36.082642+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:19:19.101881+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:20:02.170443+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:20:42.687107+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:21:23.908290+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T13:22:08.150785+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:22:48.280761+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:23:28.142295+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:24:09.165201+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T13:24:50.215980+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:25:46.360073+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:26:29.814501+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:27:11.464298+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:27:52.296949+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:28:37.272976+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:29:18.008232+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:29:58.635527+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:31:13.367037+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T13:31:54.162930+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T13:32:35.323661+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T13:33:17.963754+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T13:33:59.166313+00:00 | Dracula | Tame Impala | source:amperwave-api
