2026-04-17T00:00:38.661767+00:00 | Live Your Life | Ti Ft Rihanna | source:amperwave-api
2026-04-17T09:21:12.749858+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:21:54.276565+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:22:37.013615+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:23:18.660822+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:23:59.843270+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:24:42.810361+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:25:22.869478+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:26:03.741748+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:26:43.785709+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:27:22.694259+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:28:03.821062+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:28:40.936655+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:29:22.868330+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:31:42.488684+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:32:23.125128+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:33:03.522448+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:33:45.654526+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:34:29.165430+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:35:10.800232+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:35:52.539378+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:36:34.034688+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:37:15.295596+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:37:57.615884+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:38:37.153330+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:39:17.191279+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:39:56.719251+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:40:38.366358+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:41:18.524168+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:41:59.029371+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:42:40.566917+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:43:18.989217+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:44:00.597942+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:44:55.272663+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:45:44.823675+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:46:26.492612+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:47:10.544113+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:48:33.004676+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:49:19.483372+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:50:01.760042+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:50:44.225843+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:51:26.068934+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:53:05.025275+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:53:44.878401+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:54:26.211393+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:55:49.650226+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:56:41.077054+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:57:20.747527+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:58:00.195052+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:59:24.791809+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:00:07.562406+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:00:49.411653+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:01:29.260030+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:02:14.685070+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:02:56.585333+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:03:40.130468+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:04:20.767909+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:05:04.809765+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:05:46.792687+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:06:30.404131+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:07:11.463126+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:07:53.985928+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:08:33.252274+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:09:13.031498+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:09:54.958459+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:10:36.983134+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:11:51.791910+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:12:43.322643+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:13:25.265279+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:14:03.550354+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:14:44.247994+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:15:24.046223+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:16:04.607357+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:16:44.274931+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:17:26.509315+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:18:06.590805+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:18:44.667239+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:19:23.415985+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:20:01.063187+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:21:17.985232+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:22:02.265943+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:22:39.715218+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:23:19.117551+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:23:58.117422+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:25:10.661806+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:25:50.230362+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:26:28.766879+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:27:06.554301+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:27:46.270526+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:28:56.302599+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:29:42.037501+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:30:20.779618+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:30:59.643384+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:31:39.373470+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:33:13.678517+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T10:33:56.784886+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T10:34:37.799029+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T10:35:19.813742+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T10:36:26.291199+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T10:37:11.405873+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T10:37:53.126805+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T10:38:35.189056+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T10:39:17.381129+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T10:40:00.061811+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T10:40:42.699981+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T10:41:24.315444+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T10:42:06.848223+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T10:42:48.821337+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T10:43:31.609566+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T10:44:12.720957+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:44:55.178016+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:45:33.895595+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:46:17.058588+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T10:46:58.231600+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:47:37.116347+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:48:58.924145+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:49:49.337505+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-17T10:50:33.209135+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-17T10:51:12.359468+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-17T10:51:57.017452+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-17T10:52:36.793423+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-17T10:53:19.380060+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T10:54:02.342657+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T10:54:43.541849+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T10:55:24.806611+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T10:56:05.920977+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T10:56:44.240065+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T10:57:26.294207+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T10:58:07.835938+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T10:58:48.201399+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T10:59:29.712911+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:00:11.361072+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:00:53.241287+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:01:43.024182+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:02:26.754026+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:03:55.549150+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:04:36.511967+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:05:18.420571+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:06:42.393352+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:07:33.495278+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T11:08:13.793835+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:08:52.800808+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:11:17.535132+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:11:58.354862+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:12:41.485625+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:14:00.408468+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:14:50.071412+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:15:32.178502+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:16:13.046946+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:17:33.823067+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:18:22.447255+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:19:03.923193+00:00 | We Found Love (Feat. Calvin Harris) | Rihanna | source:amperwave-api
2026-04-17T11:19:45.221631+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:20:27.783120+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:21:11.096906+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:21:53.440982+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:22:35.980158+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:23:16.043902+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T11:23:56.522286+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:24:37.149093+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:25:20.744485+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:26:01.927935+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:26:42.665959+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:27:25.305072+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:28:08.073102+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:28:49.367412+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:30:01.767782+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:30:43.309953+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:31:27.263855+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:32:07.351067+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T11:32:53.269533+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T11:33:36.963152+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T11:34:20.325219+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T11:35:01.537910+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T11:35:42.004327+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T11:36:22.458243+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T11:37:05.886637+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T11:37:48.649089+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T11:38:29.692603+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T11:39:10.607321+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T11:39:52.119706+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T11:40:39.997458+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T11:41:19.144802+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T11:42:00.484386+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T11:42:43.318753+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T11:43:24.861793+00:00 | First Class | Jack Harlow | source:amperwave-api
2026-04-17T11:44:59.186539+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:45:41.346538+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:46:26.418484+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:47:53.570452+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T11:48:39.027945+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T11:49:20.431183+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T11:50:02.545264+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-17T11:51:17.838691+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:52:01.972778+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:52:40.800360+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:53:22.923259+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T11:54:33.217641+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T11:55:15.118085+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T11:55:57.136916+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T11:56:37.309502+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-17T11:57:55.743218+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:58:42.064051+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T11:59:24.003520+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:00:05.846633+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:00:51.129966+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:01:32.364678+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:02:18.565407+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:03:03.592072+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:03:46.952006+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:04:29.737750+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-17T12:05:13.370752+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:05:56.396169+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:06:36.902961+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:07:22.040862+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:08:06.579689+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T12:08:49.429910+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T12:09:32.482943+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T12:10:46.606650+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T12:11:37.289756+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T12:12:23.680210+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T12:13:05.606316+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T12:13:51.991339+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T12:14:34.681892+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T12:15:15.612326+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T12:15:58.876710+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T12:16:42.081184+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T12:17:24.751152+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T12:18:06.154764+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T12:18:48.201377+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T12:19:30.703428+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T12:20:13.494647+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:20:56.459139+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:21:44.667256+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:22:26.468576+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:23:07.826698+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:23:53.307304+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:25:14.954237+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:26:05.027095+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:26:47.151892+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:27:30.815650+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:28:48.014448+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T12:29:37.933040+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T12:30:19.911625+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T12:31:04.034001+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T12:33:38.818629+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T12:34:20.155486+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T12:35:40.461866+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T12:36:32.220292+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:37:19.391220+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:38:00.569441+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T12:39:21.979819+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T12:40:04.077595+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T12:40:47.406906+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T12:41:29.208744+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T12:42:11.593070+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-17T12:42:56.013562+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-17T12:43:39.070204+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-17T12:44:19.889316+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:45:01.561808+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:45:41.777605+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:46:25.124309+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:47:04.336426+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:47:48.249365+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T12:48:29.041669+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:49:12.243213+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:49:54.882491+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:51:16.175889+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-17T12:51:59.590495+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:52:41.766512+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:53:23.824678+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:54:06.320704+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:54:47.478165+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:55:28.499682+00:00 | Stronger | Kanye West | source:amperwave-api
2026-04-17T12:56:11.735440+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T12:56:54.720910+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T12:57:35.858331+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T12:58:17.416432+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T12:59:00.661220+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T12:59:44.032188+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:00:26.212775+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:01:14.670214+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:02:11.008037+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:02:54.178450+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:03:33.756423+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:04:14.459643+00:00 | Sweet Nothing (Feat. Florence Welch) | Calvin Harris | source:amperwave-api
2026-04-17T13:05:41.856859+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T13:06:28.838156+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T13:07:10.586563+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T13:08:23.546508+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-17T13:09:07.754714+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-17T13:09:49.336674+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-17T13:10:31.828819+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-17T13:11:44.273547+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:12:27.946129+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:13:10.808331+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:13:51.943151+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:15:03.686344+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T13:15:44.755702+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T13:16:28.323982+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T13:17:14.441471+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T13:18:26.056623+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:19:10.415426+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:19:53.190687+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:20:36.058704+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:21:16.716115+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:21:59.762871+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
