2026-04-13T00:00:32.484547+00:00 | Crazy In Love (Feat. Jay-Z) | Beyonce | source:amperwave-api
2026-04-13T05:25:57.450395+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:26:32.228042+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:27:07.051811+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:27:41.857594+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:28:17.329351+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:28:53.617611+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:29:28.802557+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:30:29.269702+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:31:04.892993+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:32:03.300564+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:32:39.089762+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:33:38.046291+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:34:15.524684+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T05:34:50.520467+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T05:35:25.409916+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T05:36:00.377122+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T05:36:35.086222+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T05:37:11.242897+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:37:48.187579+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:38:48.264902+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:39:23.077869+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:39:58.035646+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:40:33.602240+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:41:08.554636+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:41:43.464388+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:42:18.016396+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:42:53.425852+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T05:43:28.262155+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T05:44:02.876260+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T05:44:37.977949+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T05:45:12.713148+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T05:45:47.808710+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T05:46:33.218195+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T05:47:08.288523+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T05:47:43.190620+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T05:48:38.600076+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T05:49:13.496232+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T05:49:50.086923+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:50:24.998428+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:50:59.658339+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:51:34.456563+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:52:09.377957+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:52:44.308522+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T05:53:38.326373+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:54:13.012295+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:54:52.852368+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:55:28.564043+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:56:03.897009+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:56:38.462221+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T05:57:13.891898+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T05:57:48.686816+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T05:58:23.845687+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T05:58:58.879614+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T05:59:33.509187+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T06:00:08.699098+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T06:00:43.654771+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:01:18.814944+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:01:53.984041+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:02:30.158593+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:03:05.446239+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:03:40.027186+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:04:14.719630+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T06:04:49.808374+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:05:49.317451+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:06:25.483930+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:07:01.733700+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:07:56.418219+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:08:31.326362+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:09:07.018941+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:09:42.072280+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:10:41.392919+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:11:16.522320+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:11:51.293493+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T06:12:26.301393+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T06:13:01.580400+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T06:13:36.314336+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T06:14:11.980318+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T06:14:46.717609+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T06:15:21.825938+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T06:15:57.592021+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T06:16:32.875795+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T06:17:28.189671+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:18:28.157552+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:19:03.209445+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:19:37.840870+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:20:16.139358+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:20:51.189948+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:21:25.878621+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:22:25.738026+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:23:00.839988+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:23:35.541768+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:24:11.007048+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T06:25:07.728479+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T06:25:42.097823+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T06:26:38.862793+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T06:27:14.279680+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:27:48.531406+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:28:23.513920+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:28:58.645430+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:29:33.592391+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:30:10.289502+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:30:44.982571+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:31:20.431771+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:31:55.615150+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:32:30.229527+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:33:05.552684+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:33:40.869658+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:34:29.729813+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:35:04.864892+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:35:39.469454+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T06:36:32.757730+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T06:37:07.762849+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T06:37:45.396821+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T06:38:20.501324+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:39:18.648386+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:39:55.028451+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:40:30.035173+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:41:24.960292+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:41:59.736022+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:42:34.684972+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:43:08.986112+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:43:43.901630+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:44:18.840806+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:44:53.794953+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:45:28.775433+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T06:46:04.063743+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T06:46:38.586422+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T06:47:13.455578+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T06:47:49.342096+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T06:48:24.090012+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T06:49:09.336666+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:49:45.079480+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:50:28.757625+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:51:04.125613+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:51:39.362311+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:52:15.221777+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:52:50.107122+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:53:25.085195+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:54:06.076038+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:54:41.181165+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:55:40.034032+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:56:15.068764+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T06:56:49.442211+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:57:24.305810+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:57:59.948883+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:58:58.392840+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:59:33.321249+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T07:00:08.776540+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T07:00:43.686816+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T07:01:18.981786+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T07:01:53.454363+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T07:02:29.259129+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T07:03:04.444282+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:03:39.463604+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:04:14.879203+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:04:50.100076+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:05:24.934698+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:05:59.820859+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T07:06:34.650393+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:07:28.732951+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:08:04.333841+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:08:39.100449+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:09:14.873371+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:09:51.309692+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T07:10:46.654595+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:11:27.057520+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:12:01.840943+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:12:38.077524+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T07:13:13.154871+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T07:13:48.153410+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T07:14:23.470389+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T07:15:01.485268+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:15:36.785683+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:16:11.909482+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:16:47.362251+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:17:21.959263+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:17:57.359752+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T07:18:32.846086+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T07:19:07.693120+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T07:19:42.487478+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T07:20:17.946393+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T07:20:53.241742+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-13T07:21:28.718604+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-13T07:22:03.551494+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-13T07:22:38.714299+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-13T07:23:13.262456+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-13T07:23:48.371719+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:24:29.276529+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:25:04.022223+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:25:38.813145+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:26:13.964365+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:26:48.805636+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:27:23.433542+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:28:23.866164+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T07:28:58.463633+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:29:39.736808+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:30:15.633114+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:30:50.217751+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:31:25.519106+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T07:32:01.280582+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:32:36.146300+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:33:11.065605+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:33:45.737994+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:34:20.851216+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:34:55.263366+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:35:30.805789+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T07:36:05.733721+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:36:40.981413+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:37:15.982250+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:37:51.917042+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:38:27.400977+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:39:02.033485+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T07:39:37.470392+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:40:12.697408+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:40:47.248440+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:41:27.700580+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:42:03.027682+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:42:37.640099+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:43:31.351949+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:44:07.139379+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T07:44:42.446558+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:45:17.060612+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:45:51.866265+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:46:49.160861+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:47:24.888288+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T07:47:59.677925+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T07:48:34.487813+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T07:49:29.656514+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T07:50:05.169154+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T07:50:41.637871+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T07:51:16.608873+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:52:05.718320+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:52:55.113836+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:53:30.464675+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:54:04.889896+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:54:39.789702+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T07:55:14.237359+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-13T07:55:54.265569+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-13T07:56:29.011539+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-13T07:57:26.975851+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-13T07:58:02.978708+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T07:58:37.965390+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T07:59:13.413744+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T07:59:48.767554+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:00:42.007959+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:01:16.905968+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T08:02:17.238616+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T08:02:54.705984+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T08:03:48.901810+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T08:04:23.986553+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-13T08:05:19.329530+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-13T08:05:54.545531+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-13T08:06:29.721532+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-13T08:07:04.321830+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-13T08:07:39.271466+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:08:14.373348+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:08:49.657023+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:09:23.987824+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:09:58.640949+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T08:10:33.422291+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T08:11:09.022329+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T08:11:44.396322+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T08:12:19.480882+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T08:12:55.248035+00:00 | Swim | Bts | source:amperwave-api
2026-04-13T08:13:30.418900+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T08:14:05.592827+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T08:15:03.294597+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T08:15:38.547368+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T08:16:14.278436+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T08:17:13.466915+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T08:17:48.637798+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T08:18:25.844348+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T08:19:00.837690+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-13T08:20:00.035059+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-13T08:20:34.514002+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-13T08:21:09.447985+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-13T08:21:45.212259+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-13T08:22:19.859194+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:22:54.414581+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:23:29.308035+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:24:04.220772+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:24:39.632348+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:25:14.467712+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:25:49.383230+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:26:24.248173+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T08:26:58.939164+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:27:33.765297+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:28:08.606479+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:28:43.792608+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:29:28.508832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T08:30:03.484027+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-13T08:30:38.676805+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-13T08:31:14.925518+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-13T08:31:49.830846+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-13T08:32:48.633396+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-13T08:33:25.536238+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:34:22.160694+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:34:56.629941+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:35:53.029758+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T08:36:28.874788+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T08:37:24.551595+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T08:37:59.894907+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T08:38:35.377536+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T08:39:10.551288+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T08:39:46.741420+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T08:40:21.793581+00:00 | Man I Need | Olivia Dean | source:amperwave-api
