2026-04-14T00:04:53.043402+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-14T12:09:00.460067+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:09:36.176617+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:10:11.345875+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:10:48.857475+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:11:24.146846+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:11:59.253155+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:12:35.434890+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:13:12.358020+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:13:50.118969+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:14:29.428124+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:15:04.662805+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:15:52.912433+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:16:31.318092+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:17:27.505598+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:18:09.623094+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T12:19:02.204029+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:19:37.807107+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:20:28.875913+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:21:05.068114+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:21:58.409162+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:22:35.435609+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:23:13.464771+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:23:49.910512+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:24:25.959523+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:25:01.575598+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:25:37.375973+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:26:13.721506+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:26:49.524552+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:27:24.582809+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:28:00.386481+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:28:35.306493+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T12:29:29.656348+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T12:30:04.720968+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T12:30:55.676095+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T12:31:32.282392+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T12:32:28.865390+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:33:09.200633+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:34:01.908467+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:34:39.428647+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:35:14.301380+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:36:13.775916+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:37:07.323218+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:37:45.212795+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:38:20.370946+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:38:55.230872+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:39:30.210188+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:40:05.248401+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:40:41.889730+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:41:16.463274+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T12:41:51.200085+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:42:26.214218+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:43:00.568089+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:43:35.617638+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:44:23.841053+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:45:00.375848+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:45:57.130513+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:46:33.979243+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:47:30.249384+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:48:05.336996+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:48:57.642436+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:49:33.178284+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:50:21.240054+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:50:58.115436+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:51:46.441723+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:52:23.073301+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:52:57.864554+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:53:33.113585+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:54:09.222781+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:54:44.073577+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:55:20.249960+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:55:55.157286+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:56:31.079904+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:57:07.719219+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:57:42.657196+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:58:18.232457+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:58:52.807464+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T12:59:27.971397+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:00:03.947550+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:00:56.761310+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:01:36.133568+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:02:31.482282+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:03:08.592823+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:04:03.969623+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:04:42.883818+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:05:34.167543+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T13:06:11.517929+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:07:07.983993+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:07:45.165220+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:08:20.346867+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:08:55.615114+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:09:31.229553+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:10:06.779471+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:10:44.249454+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:11:20.458335+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:11:56.472275+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:12:31.255657+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:13:07.480431+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:13:43.966062+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:14:24.882005+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:15:02.156128+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T13:15:37.337174+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:16:37.821949+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:17:13.288936+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:17:51.414853+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:18:27.339506+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:19:02.091254+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:19:37.234230+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:20:12.685029+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:21:06.524100+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:21:42.341432+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:22:38.251350+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:23:16.545686+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:23:52.720686+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T13:24:28.139192+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:25:04.691266+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:25:40.467731+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:26:16.184618+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:26:51.936852+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:27:28.532201+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:28:04.683723+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:28:39.964473+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T13:29:24.853911+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:30:03.381004+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:30:56.437687+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:31:34.134010+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:32:32.357662+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:33:08.564391+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:34:00.914231+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:34:38.866951+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:35:34.756934+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:36:15.005921+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:36:50.125290+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:37:25.334504+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:37:59.921808+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:38:34.426156+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:39:09.558558+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:39:44.972321+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:40:19.904458+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:40:55.043085+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:41:29.743089+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:42:05.151912+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:42:40.043139+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:43:15.643372+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:43:53.359618+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:44:30.260459+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:45:06.920174+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:46:04.379293+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:46:40.429525+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:47:37.262097+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:48:13.396728+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:48:48.564208+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:49:44.534389+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:50:19.529998+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:51:18.414587+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:52:14.330519+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:52:51.504809+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:53:27.621045+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:54:02.237475+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:54:36.850253+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:55:11.972330+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:55:47.294852+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:56:23.295616+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:56:58.912056+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:57:34.019453+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:58:09.301069+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-14T13:58:45.030325+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T13:59:26.354883+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:00:02.528903+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:00:57.950663+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:01:35.901642+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T14:02:33.163829+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:03:11.562286+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:04:10.754109+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T14:04:48.810444+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:05:25.030269+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:06:26.233751+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:07:01.341937+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T14:07:55.969118+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T14:08:31.537552+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T14:09:06.697947+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T14:09:42.855383+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T14:10:19.336366+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T14:10:55.618239+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:11:31.581593+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:12:08.232935+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:12:43.173858+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:13:18.583789+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:13:54.417938+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T14:14:30.522274+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T14:15:28.412370+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T14:16:06.213008+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T14:16:41.776533+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T14:17:16.640814+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T14:17:52.564720+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-14T14:18:49.097719+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-14T14:19:27.467673+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-14T14:20:23.223625+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-14T14:21:05.486850+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-14T14:21:58.983469+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T14:22:35.982203+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T14:23:30.866697+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T14:24:10.024491+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T14:24:47.634109+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T14:25:23.529579+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T14:25:58.201598+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T14:26:33.846356+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T14:27:09.134585+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:27:44.416523+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:28:19.486716+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:28:55.024893+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:29:34.860033+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T14:30:24.550466+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-14T14:31:01.350350+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-14T14:31:37.092821+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-14T14:32:40.113833+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-14T14:33:37.875034+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-14T14:34:15.146886+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T14:34:51.086055+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T14:35:50.661201+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T14:36:25.548611+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-14T14:37:21.345327+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-14T14:37:56.463787+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-14T14:38:54.751684+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-14T14:39:29.553630+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:40:04.711811+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:40:40.813817+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:41:16.429469+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:41:52.167898+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:42:27.151621+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:43:02.607628+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:43:37.039353+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:44:11.915053+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:44:46.768207+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:45:27.996421+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:46:04.569396+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:46:58.196669+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T14:47:36.538350+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T14:48:11.650844+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T14:49:12.545765+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T14:49:46.833721+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:50:22.095104+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:50:57.551383+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:51:47.273204+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:52:25.137993+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:53:20.271222+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-14T14:53:58.715545+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-14T14:54:34.897750+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-14T14:55:09.917525+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-14T14:55:45.665142+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-14T14:56:20.683074+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-14T14:56:56.673062+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T14:57:31.673540+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T14:58:06.823255+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T14:58:42.372301+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T14:59:17.982133+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T14:59:53.622163+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-14T15:00:30.132078+00:00 | Too Good At Goodbyes | Sam Smith | source:amperwave-api
2026-04-14T15:01:05.915518+00:00 | Too Good At Goodbyes | Sam Smith | source:amperwave-api
2026-04-14T15:02:05.192741+00:00 | Too Good At Goodbyes | Sam Smith | source:amperwave-api
2026-04-14T15:02:42.139362+00:00 | Too Good At Goodbyes | Sam Smith | source:amperwave-api
2026-04-14T15:03:37.329825+00:00 | Too Good At Goodbyes | Sam Smith | source:amperwave-api
2026-04-14T15:04:15.563256+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T15:04:50.754891+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T15:05:50.449752+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T15:06:43.997017+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T15:07:24.212479+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:08:19.677079+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:08:55.246394+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:09:30.321722+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:10:05.913119+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:10:41.843983+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:11:17.345210+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-14T15:11:52.316651+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:12:27.599221+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:13:02.871080+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:13:37.898855+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:14:13.134468+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T15:14:48.632536+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T15:15:27.066104+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T15:16:06.283657+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T15:17:05.284192+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T15:17:43.784103+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T15:18:39.131673+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T15:19:16.747502+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T15:20:12.326036+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T15:20:49.598477+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-14T15:21:45.265436+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-14T15:22:23.040312+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-14T15:23:12.993223+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-14T15:23:51.419512+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:24:26.491544+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:25:00.768067+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:25:35.982643+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:26:11.554893+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:26:47.136714+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:27:22.956346+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:27:58.430578+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:28:34.932929+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:29:10.323029+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:29:45.677815+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T15:30:24.358191+00:00 | Golden | Huntr/X | source:amperwave-api
