2026-04-17T00:00:02.876265+00:00 | Whiskey Drink | Jason Aldean | source:amperwave-api
2026-04-17T08:48:55.292948+00:00 | South Of Sanity | Zach Top | source:amperwave-api
2026-04-17T08:49:37.627261+00:00 | South Of Sanity | Zach Top | source:amperwave-api
2026-04-17T08:50:58.039753+00:00 | South Of Sanity | Zach Top | source:amperwave-api
2026-04-17T08:51:40.637627+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:52:20.793565+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:53:04.039434+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:53:44.130183+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:54:23.273310+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:55:01.882957+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:55:45.469814+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:56:26.447070+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:57:09.721490+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:57:49.415967+00:00 | Dancin In The Country | Tyler Hubbard | source:amperwave-api
2026-04-17T08:58:30.238512+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-17T08:59:12.965822+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-17T08:59:53.115454+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-17T09:00:33.634574+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-17T09:01:14.608355+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-17T09:01:56.530361+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-17T09:02:36.756587+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-17T09:04:03.540625+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:04:44.161261+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:05:25.117908+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:06:06.090056+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:06:47.562573+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:08:07.421987+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:08:46.742796+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:09:26.333685+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:10:08.050221+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:11:28.221777+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-17T09:12:11.599595+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-17T09:12:50.769486+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-17T09:13:31.024999+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-17T09:14:54.953875+00:00 | Til You Cant | Cody Johnson | source:amperwave-api
2026-04-17T09:15:33.485627+00:00 | Til You Cant | Cody Johnson | source:amperwave-api
2026-04-17T09:16:14.778208+00:00 | Til You Cant | Cody Johnson | source:amperwave-api
2026-04-17T09:16:56.624685+00:00 | Til You Cant | Cody Johnson | source:amperwave-api
2026-04-17T09:18:26.871277+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:19:08.297464+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:19:47.956395+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:20:28.951832+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:21:19.316991+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:21:59.116937+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:22:42.107247+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:23:23.500981+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:24:07.843197+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:24:48.157104+00:00 | Psychological | The Band Perry | source:amperwave-api
2026-04-17T09:25:28.343331+00:00 | Goodnight Kiss | Randy Houser | source:amperwave-api
2026-04-17T09:26:08.827375+00:00 | Goodnight Kiss | Randy Houser | source:amperwave-api
2026-04-17T09:26:48.319995+00:00 | Goodnight Kiss | Randy Houser | source:amperwave-api
2026-04-17T09:27:27.642662+00:00 | Goodnight Kiss | Randy Houser | source:amperwave-api
2026-04-17T09:28:06.917089+00:00 | Goodnight Kiss | Randy Houser | source:amperwave-api
2026-04-17T09:28:46.252541+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-17T09:29:28.032728+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-17T09:31:00.702851+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-17T09:31:47.275653+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-17T09:32:27.362030+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-17T09:33:07.591745+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:33:52.105884+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:34:34.797941+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:35:15.797478+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:35:57.673054+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:36:39.059250+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:37:21.811021+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:38:02.039851+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:38:42.474249+00:00 | Ride, Ride Ride Ft. Luke | George Birge | source:amperwave-api
2026-04-17T09:39:20.874154+00:00 | When She Says Baby | Jason Aldean | source:amperwave-api
2026-04-17T09:40:00.883761+00:00 | When She Says Baby | Jason Aldean | source:amperwave-api
2026-04-17T09:40:43.269807+00:00 | When She Says Baby | Jason Aldean | source:amperwave-api
2026-04-17T09:41:23.515384+00:00 | When She Says Baby | Jason Aldean | source:amperwave-api
2026-04-17T09:42:04.869041+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:42:44.518133+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:43:23.988910+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:44:05.096162+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:45:09.561966+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:45:50.537321+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:46:33.278581+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:47:18.439162+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-17T09:48:43.621817+00:00 | Be Her | Ella Langley | source:amperwave-api
2026-04-17T09:49:25.793736+00:00 | Be Her | Ella Langley | source:amperwave-api
2026-04-17T09:50:07.285951+00:00 | Be Her | Ella Langley | source:amperwave-api
2026-04-17T09:50:50.371996+00:00 | Be Her | Ella Langley | source:amperwave-api
2026-04-17T09:53:10.332963+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T09:53:49.704739+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T09:54:33.187806+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T09:55:58.589131+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-17T09:56:44.933603+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-17T09:57:25.252655+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-17T09:58:05.273818+00:00 | Something Like That | Tim Mcgraw | source:amperwave-api
2026-04-17T09:59:31.253151+00:00 | Something Like That | Tim Mcgraw | source:amperwave-api
2026-04-17T10:00:13.842670+00:00 | Something Like That | Tim Mcgraw | source:amperwave-api
2026-04-17T10:00:54.492313+00:00 | Something Like That | Tim Mcgraw | source:amperwave-api
2026-04-17T10:01:37.793363+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:02:20.058588+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:03:02.845062+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:03:44.853194+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:04:27.333656+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:05:09.613326+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:05:53.052072+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:06:35.808019+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:07:17.968576+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:07:57.890604+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:08:37.355895+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:09:18.379533+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-17T10:10:00.283660+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-17T10:10:41.681985+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-17T10:12:07.269736+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-17T10:12:48.052940+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-17T10:13:28.717784+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-17T10:14:07.971892+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-17T10:14:48.015229+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:15:29.809891+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:16:08.570728+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:16:51.440968+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:17:32.036721+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:18:10.179278+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:18:48.924820+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:19:27.188130+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:20:04.336495+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:21:26.942339+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:22:06.019186+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:22:43.114858+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:23:22.902253+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:24:01.466085+00:00 | Fix What You Didnt Break | Nate Smith | source:amperwave-api
2026-04-17T10:25:15.790912+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-17T10:25:54.763865+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-17T10:26:32.279491+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-17T10:27:10.646274+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-17T10:27:50.477187+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-17T10:29:06.721607+00:00 | Worst Way | Riley Green | source:amperwave-api
2026-04-17T10:29:46.561955+00:00 | Worst Way | Riley Green | source:amperwave-api
2026-04-17T10:30:24.126097+00:00 | Worst Way | Riley Green | source:amperwave-api
2026-04-17T10:31:03.326364+00:00 | Worst Way | Riley Green | source:amperwave-api
2026-04-17T10:33:20.274427+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:34:01.983451+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:34:42.165305+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:35:25.534944+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:36:33.168923+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:37:16.837489+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:37:57.650450+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:38:40.855209+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:39:23.389041+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:40:06.457220+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:40:48.110525+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:41:30.260751+00:00 | Shes Country | Jason Aldean | source:amperwave-api
2026-04-17T10:42:12.890052+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T10:42:54.551495+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T10:43:37.262386+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T10:44:19.263921+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T10:44:58.911462+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T10:45:40.479354+00:00 | Dirt On My Boots | Jon Pardi | source:amperwave-api
2026-04-17T10:46:22.441380+00:00 | Dirt On My Boots | Jon Pardi | source:amperwave-api
2026-04-17T10:47:01.963158+00:00 | Dirt On My Boots | Jon Pardi | source:amperwave-api
2026-04-17T10:47:41.521789+00:00 | Dirt On My Boots | Jon Pardi | source:amperwave-api
2026-04-17T10:49:12.284035+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:49:54.869925+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:50:37.798063+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:51:18.717793+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:52:01.962955+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:52:42.023802+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:53:24.968554+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:54:06.686429+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:54:47.860938+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:55:30.100057+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:56:09.495766+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:56:50.390602+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:57:31.827605+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-17T10:58:13.309058+00:00 | The Kind Of Love We Make | Luke Combs | source:amperwave-api
2026-04-17T10:58:53.258525+00:00 | The Kind Of Love We Make | Luke Combs | source:amperwave-api
2026-04-17T10:59:34.936444+00:00 | The Kind Of Love We Make | Luke Combs | source:amperwave-api
2026-04-17T11:00:17.924429+00:00 | The Kind Of Love We Make | Luke Combs | source:amperwave-api
2026-04-17T11:01:04.393989+00:00 | The Kind Of Love We Make | Luke Combs | source:amperwave-api
2026-04-17T11:01:50.065946+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:03:04.362009+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:04:00.889907+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:04:40.737873+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:05:22.770505+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:06:54.240065+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:07:38.108324+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:08:17.740897+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:08:59.310364+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:10:39.216073+00:00 | Get Your Shine On | Florida-Georgia Line | source:amperwave-api
2026-04-17T11:11:21.531825+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-17T11:12:04.432885+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-17T11:12:47.594858+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-17T11:14:11.561603+00:00 | Stars Like Confetti | Dustin Lynch | source:amperwave-api
2026-04-17T11:14:56.558290+00:00 | Stars Like Confetti | Dustin Lynch | source:amperwave-api
2026-04-17T11:15:37.306929+00:00 | Stars Like Confetti | Dustin Lynch | source:amperwave-api
2026-04-17T11:16:21.762785+00:00 | Stars Like Confetti | Dustin Lynch | source:amperwave-api
2026-04-17T11:17:46.432622+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:18:28.086173+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:19:08.528779+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:19:50.594443+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:20:32.435526+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:21:17.831756+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:21:59.526043+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:22:41.522710+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:23:20.629862+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:24:01.236523+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:24:44.081068+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:25:26.585640+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:26:07.669384+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:26:48.988514+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:27:31.102805+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-17T11:28:12.146278+00:00 | Guy For That (Feat. Luke Combs) | Post Malone | source:amperwave-api
2026-04-17T11:28:55.156469+00:00 | Guy For That (Feat. Luke Combs) | Post Malone | source:amperwave-api
2026-04-17T11:30:08.293010+00:00 | Guy For That (Feat. Luke Combs) | Post Malone | source:amperwave-api
2026-04-17T11:30:49.900644+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-17T11:31:31.265629+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-17T11:32:16.396553+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-17T11:32:59.620799+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-17T11:33:42.328249+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-17T11:34:25.222875+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:35:06.396217+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:35:46.474495+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:36:28.894144+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:37:12.406336+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:37:52.996071+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:38:34.760729+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:39:15.567954+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:39:59.378665+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:40:43.632578+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:41:23.512991+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:42:05.251330+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:42:48.775273+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:44:15.385411+00:00 | All American Girl | Carrie Underwood | source:amperwave-api
2026-04-17T11:45:03.547447+00:00 | How Far Does A Goodbye Go | Jason Aldean | source:amperwave-api
2026-04-17T11:45:46.766325+00:00 | How Far Does A Goodbye Go | Jason Aldean | source:amperwave-api
2026-04-17T11:46:33.784718+00:00 | How Far Does A Goodbye Go | Jason Aldean | source:amperwave-api
2026-04-17T11:48:03.613437+00:00 | How Far Does A Goodbye Go | Jason Aldean | source:amperwave-api
2026-04-17T11:48:43.981408+00:00 | Wind Up Missin You | Tucker Wetmore | source:amperwave-api
2026-04-17T11:49:25.172922+00:00 | Wind Up Missin You | Tucker Wetmore | source:amperwave-api
2026-04-17T11:50:12.616867+00:00 | Wind Up Missin You | Tucker Wetmore | source:amperwave-api
2026-04-17T11:51:26.043345+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:52:06.183168+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:52:47.466679+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:53:28.576423+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:54:40.063672+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:55:21.296992+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:56:00.906056+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:56:41.750530+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:58:04.767468+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:58:47.797084+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T11:59:29.498287+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T12:00:12.875140+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-17T12:00:56.130340+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-17T12:01:43.195427+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-17T12:02:25.196265+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-17T12:03:09.743078+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-17T12:03:52.114396+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:04:34.988167+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:05:19.433922+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:06:01.413450+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:06:44.650682+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:07:29.656760+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:08:12.901589+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:08:55.639232+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:09:36.440205+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:11:00.481447+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:11:44.714518+00:00 | Liar | Jelly Roll | source:amperwave-api
2026-04-17T12:12:29.172216+00:00 | My Girl | Dylan Scott | source:amperwave-api
2026-04-17T12:13:16.300055+00:00 | My Girl | Dylan Scott | source:amperwave-api
2026-04-17T12:13:56.825699+00:00 | My Girl | Dylan Scott | source:amperwave-api
2026-04-17T12:14:39.966547+00:00 | My Girl | Dylan Scott | source:amperwave-api
2026-04-17T12:15:22.498365+00:00 | My Girl | Dylan Scott | source:amperwave-api
2026-04-17T12:16:06.686061+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:16:48.866548+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:17:30.468897+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:18:13.125919+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:18:53.584559+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:19:36.267112+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:20:18.499912+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:21:06.598934+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:21:50.502244+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:22:31.293483+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:23:18.775548+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:24:00.859488+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-17T12:25:28.086529+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-17T12:26:11.922430+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-17T12:26:55.464664+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-17T12:27:35.733039+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-17T12:29:02.457314+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-17T12:29:44.141353+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-17T12:30:28.186851+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-17T12:31:10.963999+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-17T12:32:57.029821+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:33:43.278711+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:34:25.340125+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:35:55.094970+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:36:40.786589+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:37:24.240205+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:38:09.621684+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:39:27.173345+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:40:11.848352+00:00 | The Painter | Cody Johnson | source:amperwave-api
2026-04-17T12:40:52.822385+00:00 | The Painter | Cody Johnson | source:amperwave-api
