2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T12:11:59.421145+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T12:13:02.255943+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T12:13:38.515185+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T12:14:15.880811+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T12:14:52.702545+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T12:15:28.039537+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T12:16:04.622255+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T12:16:40.450718+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T12:17:15.873843+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:17:54.162032+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:18:30.210927+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:19:05.697398+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:19:41.824956+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:20:22.920377+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:20:59.736585+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:22:01.981990+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:22:40.038665+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:23:30.543878+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:24:06.923401+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:24:43.150015+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:25:34.630472+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:26:10.471167+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:26:46.585412+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T12:27:33.210307+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T12:28:11.199215+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T12:28:46.752851+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T12:29:33.629802+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T12:30:10.590343+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T12:30:46.487493+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T12:31:33.428403+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T12:32:13.444395+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T12:32:49.265069+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:33:25.237395+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:34:00.569062+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:34:36.500880+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:35:12.690192+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:35:48.649473+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T12:36:25.723435+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:37:01.526237+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:37:37.361014+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:38:13.438526+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:38:49.404183+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:39:35.071409+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-18T12:40:13.333850+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-18T12:40:49.394042+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-18T12:41:32.916757+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-18T12:42:10.905075+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-18T12:42:46.960279+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T12:43:29.475882+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T12:44:06.099717+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T12:44:42.285241+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T12:45:30.363647+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:46:40.870502+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:47:25.190013+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:48:08.447270+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:48:44.212334+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:49:22.647177+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:49:58.261031+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:50:35.181705+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:51:10.622018+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:51:46.416378+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:52:23.242055+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:53:02.658498+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:53:39.304174+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:54:16.889745+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T12:54:53.525027+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T12:55:29.913685+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T12:56:07.090834+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T12:56:42.692349+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T12:57:36.089495+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-18T12:58:12.725142+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-18T12:58:49.045554+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-18T12:59:29.396660+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-18T13:00:06.373079+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-18T13:00:43.313701+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:01:33.209351+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:02:12.917430+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:02:50.351386+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:03:34.593842+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T13:04:14.731414+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T13:04:51.513843+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T13:05:30.203251+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T13:06:08.190176+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T13:06:44.669302+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:07:26.460879+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:08:04.180255+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:08:40.717222+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:09:18.929549+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T13:09:56.559400+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T13:10:33.767250+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T13:11:11.011731+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-18T13:11:48.564488+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T13:12:25.511800+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T13:13:02.774614+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T13:13:39.489301+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T13:14:16.952040+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T13:14:53.087133+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:15:35.071126+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:16:11.742509+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:16:48.309343+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:17:42.109453+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:18:20.070717+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:18:56.143028+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:19:43.620800+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:20:19.608507+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:20:57.383807+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:21:59.470167+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:22:38.454939+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:23:14.740707+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:24:03.564125+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T13:24:43.716405+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T13:25:20.319767+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T13:26:05.363333+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T13:26:42.414045+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T13:27:20.445246+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T13:27:56.445980+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:28:32.279237+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:29:08.186060+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:29:45.509164+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:30:22.382402+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:30:59.669865+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T13:31:37.489138+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T13:32:14.185530+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T13:32:50.701660+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T13:33:27.936299+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T13:34:35.474574+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:35:13.630793+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:35:51.394770+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T13:36:47.143865+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-18T13:37:23.617280+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-18T13:38:00.272958+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-18T13:38:57.424675+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-18T13:39:35.357595+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T13:40:11.405563+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T13:41:00.775604+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T13:41:39.927981+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T13:42:16.761867+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:42:59.972761+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:43:38.822239+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:44:15.434044+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:45:07.019120+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:45:45.877939+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:46:22.631236+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:47:00.807462+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:47:37.152043+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:48:12.666946+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:48:51.155382+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:49:28.585135+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:50:04.641413+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:50:41.434234+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:51:18.251891+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:51:55.524547+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:52:32.539350+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T13:53:33.529044+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T13:54:10.397312+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T13:54:46.258100+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T13:55:35.391288+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T13:56:12.582088+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T13:56:48.642960+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T13:57:33.564703+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T13:58:13.082059+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T13:58:51.153698+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-18T13:59:40.034051+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-18T14:00:17.072772+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-18T14:00:53.239402+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-18T14:01:41.348194+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-18T14:02:21.941316+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:02:57.810625+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:03:37.684453+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:04:15.938152+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:04:53.344266+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:05:28.927818+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T14:06:05.757867+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:06:42.446284+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:07:20.361758+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:07:56.289791+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:08:33.506429+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:09:11.515511+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-18T14:09:47.695232+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T14:10:24.129606+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T14:11:01.238357+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T14:11:36.446836+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T14:12:34.731045+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T14:13:11.296869+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T14:13:48.395035+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T14:14:37.045679+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T14:15:16.511587+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T14:15:52.792448+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:16:40.937772+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:17:19.745156+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:17:57.091398+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T14:18:48.881713+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:19:25.234109+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:20:02.515597+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:20:52.186966+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:21:34.519447+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:22:11.533566+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:23:00.466761+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:23:40.741575+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:24:18.792227+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:24:56.453093+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:25:33.699778+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:26:10.029089+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:26:47.049138+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-18T14:27:23.170402+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T14:27:59.775327+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T14:28:36.842795+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T14:29:17.012740+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T14:29:53.821369+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T14:30:30.304639+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T14:31:32.187600+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T14:32:09.969765+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T14:32:46.939637+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T14:33:39.946131+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T14:34:19.303799+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T14:34:54.842058+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T14:35:49.557340+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T14:36:25.332773+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T14:37:01.258116+00:00 | Stay | The Kid Laroi Ft Justin Bieber | source:amperwave-api
2026-04-18T14:37:52.383744+00:00 | Stay | The Kid Laroi Ft Justin Bieber | source:amperwave-api
2026-04-18T14:38:29.955144+00:00 | Stay | The Kid Laroi Ft Justin Bieber | source:amperwave-api
2026-04-18T14:39:06.776099+00:00 | Stay | The Kid Laroi Ft Justin Bieber | source:amperwave-api
2026-04-18T14:39:54.910090+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T14:40:30.712870+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T14:41:07.532128+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T14:41:55.513533+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T14:42:34.006603+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T14:43:09.859802+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:43:48.837206+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:44:26.152741+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:45:01.945230+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:45:38.643424+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:46:15.008554+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T14:46:55.584919+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:47:33.805595+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:48:09.532576+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:48:45.950898+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:49:21.799215+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:49:57.672232+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:50:53.778482+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:51:31.411033+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:52:09.393830+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:53:13.488906+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:53:49.713593+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:54:37.723251+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:55:15.187523+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:55:50.534250+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:56:39.606580+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:57:18.884883+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:57:55.127424+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T14:58:49.795729+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T14:59:26.651028+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T15:00:02.281215+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T15:00:51.151855+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T15:01:32.870033+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T15:02:10.226942+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T15:02:46.559550+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T15:03:24.335062+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T15:04:01.154529+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T15:04:37.405075+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:05:13.781358+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:05:50.148386+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:06:27.498014+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:07:03.964310+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:07:39.525379+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-18T15:08:15.374244+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:08:51.645989+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:09:32.617384+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:10:09.516631+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:10:46.442057+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:11:36.225076+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T15:12:13.879824+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T15:12:49.843466+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T15:13:44.386309+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T15:14:20.915680+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T15:14:58.068310+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-18T15:15:59.512189+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-18T15:16:36.380827+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-18T15:17:13.551434+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-18T15:18:04.765788+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:18:42.980838+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:19:20.668620+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:20:13.558200+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:20:49.731663+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:21:25.297007+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:22:00.748554+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:22:36.639162+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:23:12.897896+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:23:49.137605+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:24:27.297994+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:25:02.779476+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:25:39.503791+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:26:16.125677+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:26:52.182486+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:27:27.999662+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:28:03.187312+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:28:38.764976+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:29:34.348655+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T15:30:11.212659+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T15:30:48.882263+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
