2026-04-14T00:04:53.420326+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-14T11:55:47.857092+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T11:56:22.919117+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T11:56:58.363730+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T11:57:33.700365+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T11:58:09.859264+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T11:58:45.580021+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T11:59:23.755358+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T11:59:59.881113+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T12:00:57.620124+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T12:01:35.097350+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T12:02:33.577270+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T12:03:11.616904+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:03:46.371819+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:04:42.125431+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:05:16.450765+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:06:15.775816+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:07:12.452850+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:07:49.899104+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:08:24.927078+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:09:00.758459+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:09:36.447613+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:10:11.607805+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:10:49.200813+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:11:24.544499+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:11:59.788561+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:12:35.925592+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:13:12.779488+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:13:50.550947+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:14:29.783378+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:15:04.949205+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:15:53.469118+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:16:31.585578+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:17:29.061505+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:18:10.197114+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:19:02.789583+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:19:38.213021+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:20:29.192960+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:21:05.476906+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T12:21:59.164901+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:22:35.756171+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:23:13.894198+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:23:50.407988+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:24:26.235166+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:25:02.062887+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:25:37.710478+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:26:14.085824+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:26:49.942880+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:27:24.969784+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:28:00.763997+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:28:35.574193+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T12:29:29.990501+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:30:05.007253+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:30:56.610256+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:31:32.632537+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:32:30.306016+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:33:09.507827+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:34:02.630399+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T12:34:39.855477+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:36:14.184174+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:37:08.754834+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:37:45.688775+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:38:20.751167+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:38:55.605664+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:39:30.492942+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:40:05.503121+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:40:42.210192+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:41:16.852225+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:41:51.557442+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:42:26.505935+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:43:00.900241+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T12:43:35.925651+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:44:24.751374+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:45:00.956438+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:45:57.933637+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:46:34.260004+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:47:30.581289+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:48:05.629782+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:48:58.024321+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:49:34.033010+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:50:22.296600+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:50:58.544202+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:51:47.019584+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:52:23.354304+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:52:58.273651+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:53:33.553611+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:54:09.564850+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:54:44.414852+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:55:20.611389+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:55:55.573141+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:56:31.434612+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:57:08.150642+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:57:43.046088+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:58:18.551759+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:58:53.088812+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T12:59:28.393779+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:00:04.224434+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:00:59.116762+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:01:36.591575+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:02:32.282712+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:03:08.854599+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T13:04:04.880815+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:04:43.393725+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:05:35.666305+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:06:12.030321+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T13:07:08.560473+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:07:45.474209+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:08:20.730303+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:08:56.016364+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:09:31.528636+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:10:07.197236+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:10:44.654199+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:11:20.895470+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:11:56.836941+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:12:31.588330+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:13:08.154511+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:13:44.419169+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:14:25.578357+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:15:02.548610+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:15:37.648011+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T13:16:38.207549+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:17:13.679766+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:17:51.875660+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:18:27.687792+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:19:02.520648+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:19:37.709323+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:20:12.944258+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:21:06.991936+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:21:42.678366+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:22:39.371420+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:23:17.051315+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:23:53.028386+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:24:28.485664+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:25:04.981229+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:25:40.830666+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:26:16.596039+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:26:52.329648+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:27:28.902547+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:28:04.967744+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:28:40.366691+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:29:27.318426+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:30:03.761110+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T13:30:56.937286+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:31:34.582106+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:32:33.566728+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:33:08.884051+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:34:02.066806+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:34:39.125096+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:35:37.531064+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:36:15.498719+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:36:50.405017+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:37:25.744204+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:38:00.275410+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:38:34.902506+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:39:09.853934+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T13:39:45.236374+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:40:20.278252+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:40:55.264555+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:41:30.018050+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:42:05.451065+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:42:40.333114+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:43:16.029203+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:43:53.689354+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:44:31.336056+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:45:07.284135+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:46:05.129628+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:46:40.750265+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:47:37.689582+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:48:13.654079+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:48:48.903527+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:49:45.014605+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:50:19.951468+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:51:18.776835+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:52:15.515044+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:52:51.789520+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:53:27.935304+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:54:02.514933+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:54:37.259323+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:55:12.261212+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:55:47.618867+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:56:23.883249+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:56:59.444294+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:57:34.357943+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:58:09.725594+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:58:45.553068+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T13:59:27.090897+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:00:02.909777+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:00:58.327389+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T14:01:36.178489+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:02:34.193020+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:03:11.927378+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:04:12.226859+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:04:49.327431+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:05:25.397089+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T14:06:26.620270+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:07:02.243316+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:07:56.249288+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:08:31.838266+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:09:07.100244+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:09:43.373604+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:10:19.647548+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:10:56.073279+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:11:32.131303+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:12:08.657835+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:12:43.616130+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:13:18.937016+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:13:55.093443+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:14:30.785998+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:15:29.737679+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:16:06.553885+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T14:16:42.048184+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:17:16.949214+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:17:52.803939+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:18:50.644639+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:19:27.919710+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:20:25.510523+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:21:05.757262+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:21:59.965362+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:22:36.474129+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:23:33.217458+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:24:10.425233+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:24:48.143875+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:25:23.821357+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:25:58.704548+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:26:34.141814+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:27:09.601143+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:27:44.815851+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:28:19.781486+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:28:55.297058+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T14:29:35.124261+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T14:30:25.414848+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T14:31:01.665646+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T14:31:53.738023+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T14:32:40.417867+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T14:33:39.501916+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:34:15.526413+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:35:50.951167+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:36:25.848970+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:37:21.721815+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:38:55.241544+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:39:29.880051+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:40:05.005763+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:40:41.111983+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:41:16.747808+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:41:52.618280+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:42:27.697312+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T14:43:02.902969+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:43:37.347084+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:44:12.363907+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:44:47.056358+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:45:28.727116+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:46:04.862385+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:46:59.963342+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:47:36.928396+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:48:11.923553+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:49:12.809100+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:49:47.170729+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:50:22.443501+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:50:57.934066+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:51:48.301525+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:52:25.496406+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:53:20.881669+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:53:59.234117+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:54:35.280681+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:55:10.189865+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T14:55:46.110716+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:56:21.068834+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:56:56.959181+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:57:32.085789+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:58:07.298811+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:58:42.678615+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:59:18.357539+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T14:59:53.917548+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:00:30.448892+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:01:06.286409+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:02:06.812548+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:02:42.479110+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:03:37.757279+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:04:15.861498+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:05:10.796143+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:05:50.832199+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-14T15:06:46.421313+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:07:24.599584+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:08:20.006048+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T15:08:55.577861+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:09:30.695624+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:10:06.289205+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:10:42.138820+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:11:17.779634+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:11:52.878195+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:12:28.144839+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:13:03.279736+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:13:38.301202+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:14:13.569419+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:14:48.923562+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:15:30.352876+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:16:06.559690+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:17:05.823684+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:17:44.094388+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T15:18:40.643531+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:19:17.006351+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:20:14.248738+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:20:49.863477+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:21:46.959706+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:22:23.481785+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:23:15.889820+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:23:51.687364+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:24:26.799514+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:25:01.059856+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:25:36.346707+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:26:11.915449+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T15:26:47.394039+00:00 | Wheres My Husband | Raye | source:amperwave-api
