2026-04-17T00:00:39.153153+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:32:23.813645+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T09:33:04.085697+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:33:46.430097+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:34:29.728802+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:35:12.428988+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:35:53.842499+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:36:34.571264+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:37:15.932858+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:37:58.180084+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:38:37.959453+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:39:17.724591+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:39:57.251587+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:40:39.619611+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:41:19.028888+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:42:00.997775+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:42:41.213812+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:43:19.535325+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:44:01.173587+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T09:44:57.837377+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T09:45:45.345330+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T09:46:29.390262+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T09:47:12.241616+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T09:48:37.039405+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T09:49:20.950901+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T09:50:03.482533+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T09:50:44.941967+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T09:51:26.701797+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T09:53:05.545862+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:53:46.185672+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:54:29.139191+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:55:53.653686+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:56:41.573723+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:57:21.575439+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:58:01.298095+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:59:25.812034+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:00:08.973246+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:00:50.375446+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:01:30.117735+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:02:15.732422+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T10:02:59.110113+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T10:03:40.607148+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T10:04:22.998758+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T10:05:05.656142+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T10:05:47.873540+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:06:30.923505+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:07:12.799504+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:07:55.057731+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:08:34.392479+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:09:14.920204+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T10:09:55.549216+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T10:10:38.012746+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T10:11:56.340741+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T10:12:43.921740+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:13:25.844432+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:14:04.476899+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:14:44.812175+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:15:24.626746+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T10:16:05.145840+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:16:45.085524+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:17:27.480506+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:18:07.030136+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:18:45.275743+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T10:19:23.942923+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T10:20:01.535936+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T10:21:20.863709+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T10:22:03.111153+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:22:40.226763+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:23:19.947286+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:23:59.038209+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:25:12.327123+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:25:51.217701+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:26:29.330107+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-17T10:27:07.107338+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T10:27:47.535266+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T10:29:00.726749+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T10:29:43.123790+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T10:30:21.534379+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:31:00.193264+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:31:39.855306+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T10:33:15.916768+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:33:57.815139+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:34:38.515099+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:35:20.842328+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T10:36:27.479332+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:37:12.022647+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:37:53.740608+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:38:36.834551+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:39:18.678527+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:40:00.696202+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:40:43.865470+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:41:25.253471+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T10:42:08.204803+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T10:42:50.454018+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T10:43:32.180606+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T10:44:13.556904+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:44:55.731389+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:45:34.434906+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T10:46:17.911987+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T10:46:58.779795+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T10:47:38.113161+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T10:49:04.015326+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T10:49:50.337143+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T10:50:34.073737+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T10:51:13.290556+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T10:51:57.801338+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T10:52:38.008477+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T10:53:19.937349+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:54:02.837442+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:54:44.140305+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:55:25.323187+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:56:06.563088+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T10:56:44.836227+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:57:26.778807+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:58:08.900917+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:58:49.345758+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:59:30.219245+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T11:00:12.983080+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T11:00:54.146294+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T11:01:44.479343+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T11:02:28.152215+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T11:03:56.197615+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T11:04:37.075076+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T11:05:19.101910+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T11:06:44.586043+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T11:07:34.473259+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T11:08:14.437868+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T11:08:53.458474+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T11:11:18.215449+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T11:11:59.408532+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T11:12:42.287720+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T11:14:03.402192+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T11:14:51.178598+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T11:15:32.826230+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T11:16:14.336220+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T11:17:38.057103+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T11:18:23.477582+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T11:19:04.693178+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T11:19:45.976966+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T11:20:28.301797+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T11:21:12.509631+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T11:21:54.265799+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T11:22:37.121046+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T11:23:16.573535+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:23:57.666778+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:24:38.957401+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:25:21.961788+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:26:02.540406+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:26:43.540860+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:27:26.445235+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:28:08.802519+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:28:50.136791+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:30:02.374233+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:30:46.738091+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:31:27.819488+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:32:08.931695+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T11:32:53.963996+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:33:37.650378+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:34:21.157320+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:35:02.247959+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T11:35:43.144804+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:36:23.809389+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:37:07.093345+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:37:49.374835+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:38:30.685127+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:39:11.158677+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T11:39:54.241551+00:00 | The Way I R | Timbaland | source:amperwave-api
2026-04-17T11:40:40.620226+00:00 | The Way I R | Timbaland | source:amperwave-api
2026-04-17T11:41:19.753851+00:00 | The Way I R | Timbaland | source:amperwave-api
2026-04-17T11:42:01.414450+00:00 | The Way I R | Timbaland | source:amperwave-api
2026-04-17T11:42:43.988400+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:43:25.529746+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:44:59.805720+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:45:41.947559+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:46:27.671305+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:47:56.180152+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:48:39.858454+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:49:21.122340+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:50:07.836763+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:51:19.801793+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T11:52:02.469665+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T11:52:42.064467+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T11:53:24.328280+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T11:54:34.175339+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T11:55:15.783765+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T11:55:57.770471+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T11:56:38.169073+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T11:57:56.955298+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T11:58:43.368563+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T11:59:25.535905+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:00:07.285512+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:00:52.058595+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:01:33.530031+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:02:19.331241+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:03:04.868433+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:03:47.509841+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T12:04:30.400182+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:05:14.178287+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:05:57.428512+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:06:40.816034+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:07:25.178804+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:08:07.782212+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:08:50.252680+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:09:33.099863+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:10:54.379630+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:11:38.371498+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:12:24.697167+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:13:06.588573+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:13:52.514512+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:14:35.568849+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:15:16.291110+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:15:59.437337+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:16:43.257221+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:17:25.516842+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:18:06.874445+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:18:48.918118+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:19:31.436274+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:20:14.057174+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:21:01.292790+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:21:46.080259+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:22:27.163737+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:23:10.225109+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T12:23:55.249145+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:25:20.566432+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:26:06.238936+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:26:50.097595+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:27:31.398848+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:28:51.536866+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:29:38.909551+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:30:22.656888+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T12:31:04.617087+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T12:32:40.489651+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T12:33:39.424814+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T12:34:21.191138+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:35:44.336100+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:36:33.592865+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:37:20.287451+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:38:03.137672+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:39:22.813817+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:40:04.689407+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:40:48.701038+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:41:29.876914+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:42:12.161449+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:42:56.598768+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:43:39.811170+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:44:20.646095+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T12:45:02.148766+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:45:43.594151+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:46:26.056527+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:47:05.876787+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:47:48.890488+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:48:30.136113+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:49:13.940441+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:49:56.896073+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:51:18.258685+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:52:01.075262+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:52:42.486174+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:53:24.716694+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:54:08.018892+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:54:48.878220+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:55:29.044547+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:56:12.254404+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:56:56.016661+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:57:36.638754+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:58:18.449068+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:59:02.002313+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T12:59:44.605509+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:00:27.562912+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:01:15.861603+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:02:11.893793+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:02:54.786096+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:03:34.370895+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T13:04:15.304669+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:05:42.814672+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:06:29.616797+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:07:11.929341+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:08:26.985357+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:09:08.435494+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:09:49.943168+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:10:32.745758+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:11:47.751933+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:12:29.135170+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:13:11.649466+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:13:52.452225+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:15:04.659548+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:15:45.313038+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:16:30.352240+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:17:14.966088+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:18:27.710554+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:19:12.009459+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:19:55.377927+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:20:36.920772+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:21:17.406150+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:22:00.355404+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:22:43.199363+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:23:22.506654+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:24:03.080278+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:24:44.712129+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:25:24.446181+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:26:22.448365+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:27:04.786894+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:27:47.018580+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:28:30.521684+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:29:12.083386+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:29:53.644473+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:31:05.050063+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:31:48.776310+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:32:28.944431+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:33:10.757556+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
