2026-04-19T00:00:34.060656+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-19T08:31:28.021449+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T08:32:02.834204+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T08:32:37.673705+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T08:33:12.629865+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T08:33:47.560051+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T08:34:21.857108+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:34:56.835663+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:35:32.946529+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:36:08.857199+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:36:44.868396+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T08:37:34.921836+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:38:11.223782+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:38:46.388410+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:39:38.364941+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:40:13.349069+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:40:48.632697+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:41:35.432666+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T08:42:11.190369+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T08:42:46.980348+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T08:43:39.875149+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T08:44:17.880284+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T08:44:53.243655+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T08:45:42.468665+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T08:46:20.405971+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T08:46:54.636921+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T08:47:29.865809+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T08:48:04.970285+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T08:48:39.605369+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T08:49:14.200436+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T08:49:49.263189+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T08:50:24.050324+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:50:59.053508+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:51:33.670381+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:52:08.782873+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:52:44.078829+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:53:18.981004+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:53:53.857112+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T08:54:33.428013+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T08:55:08.693118+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T08:55:43.424525+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T08:56:32.458387+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T08:57:08.971663+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T08:57:44.345770+00:00 | Ride | Twenty One Pilots | source:amperwave-api
2026-04-19T08:58:32.460363+00:00 | Ride | Twenty One Pilots | source:amperwave-api
2026-04-19T08:59:09.075146+00:00 | Ride | Twenty One Pilots | source:amperwave-api
2026-04-19T08:59:44.609159+00:00 | Ride | Twenty One Pilots | source:amperwave-api
2026-04-19T09:00:33.160708+00:00 | Ride | Twenty One Pilots | source:amperwave-api
2026-04-19T09:01:13.005729+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T09:01:50.794098+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T09:02:34.512234+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T09:03:13.541147+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T09:03:49.032660+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T09:04:32.305853+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T09:05:08.688049+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T09:05:43.308495+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T09:06:18.087227+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T09:06:53.473289+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:07:29.020358+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:08:03.978155+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:08:38.320582+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:09:20.628150+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:09:56.453628+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:10:31.116624+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T09:11:16.549663+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T09:11:52.397779+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T09:12:39.915800+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T09:13:16.311903+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T09:13:51.633078+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T09:14:27.478120+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T09:15:02.949863+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T09:15:38.072946+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T09:16:27.464575+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T09:17:05.445877+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T09:17:40.566763+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T09:18:24.764210+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T09:19:01.642509+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:19:36.793063+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:20:17.676315+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:20:52.883505+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:21:28.182926+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:22:13.976481+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-19T09:22:50.911930+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:23:25.467286+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:24:00.565263+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:24:36.106631+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:25:10.974566+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:25:45.596163+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:26:20.617373+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:26:55.522283+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:27:30.388877+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:28:05.484085+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-19T09:28:41.836152+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T09:29:17.985155+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T09:29:53.873512+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T09:30:34.420506+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T09:31:10.801409+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-19T09:31:45.526777+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-19T09:32:28.215771+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-19T09:33:10.739610+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-19T09:33:45.875291+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-19T09:34:22.452525+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:34:59.245510+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:35:33.775848+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:36:16.275296+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:36:54.363430+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:37:29.244005+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T09:38:09.753050+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:38:47.193769+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:39:22.229724+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:40:08.496469+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:40:45.235990+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:41:21.340634+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T09:41:56.148714+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T09:42:30.913458+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T09:43:06.061335+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T09:43:40.518799+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T09:44:15.091121+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T09:44:49.951194+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T09:45:24.852765+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T09:45:59.970930+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T09:46:35.807497+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T09:47:11.045939+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T09:47:46.243091+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:48:32.282257+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:49:08.162603+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:49:42.554179+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:50:31.892636+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T09:51:07.847493+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:51:42.575930+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:52:36.969673+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:53:14.613228+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:53:49.685101+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:54:42.100196+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T09:55:18.417615+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T09:55:54.911946+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T09:56:44.280660+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T09:57:20.335556+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-19T09:57:55.177435+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T09:58:51.187560+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T09:59:29.003520+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T10:00:03.301875+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T10:00:38.072786+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T10:01:13.043699+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T10:01:48.039325+00:00 | Yeah | Usher | source:amperwave-api
2026-04-19T10:02:23.399725+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:02:58.474288+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:03:33.136808+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:04:07.435044+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:04:42.403033+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:05:17.020455+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T10:05:53.522598+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T10:06:30.433816+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T10:07:30.894248+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T10:08:06.181114+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T10:08:41.211132+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T10:09:16.516449+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T10:10:03.173382+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T10:10:50.082086+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T10:11:31.952993+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-19T10:12:37.090599+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-19T10:13:12.233111+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-19T10:14:15.999949+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-19T10:14:51.937586+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T10:15:28.603381+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T10:16:13.084976+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T10:16:50.637504+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T10:17:26.316253+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T10:18:20.264814+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T10:18:55.385055+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T10:19:30.009015+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T10:20:04.466648+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T10:20:40.221779+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T10:21:15.086686+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T10:21:49.793433+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T10:22:24.572639+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T10:22:59.937859+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:23:34.122646+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:24:09.119817+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:24:44.342420+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:25:19.827029+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:25:54.816997+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:26:32.533285+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:27:09.425213+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:27:45.468664+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T10:28:36.520143+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T10:29:12.624368+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T10:29:47.914219+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T10:30:47.820515+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T10:31:27.343716+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T10:32:02.439278+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T10:32:48.743645+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T10:33:25.375291+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T10:34:00.411231+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T10:34:45.951351+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T10:35:23.091580+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T10:35:58.077859+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T10:36:55.766130+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T10:37:33.650306+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:38:09.686366+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:38:44.661368+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:39:20.172180+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:39:55.242317+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:40:30.031387+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:41:05.168018+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T10:41:39.751790+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:42:14.438308+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:42:49.579207+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:43:25.238233+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:44:00.472578+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:44:35.456734+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T10:45:32.787866+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T10:46:11.444842+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T10:46:46.501222+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T10:47:38.169945+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T10:48:14.940923+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T10:48:50.016340+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:49:41.154253+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:50:17.157906+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:50:52.552039+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-19T10:51:46.297971+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T10:52:21.761420+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T10:52:56.741133+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T10:53:52.465735+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T10:54:28.945223+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T10:55:03.506748+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T10:55:51.344571+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T10:56:29.845927+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-19T10:57:04.634016+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T10:57:39.353045+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T10:58:14.489478+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T10:58:50.018882+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T10:59:24.930218+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T11:00:01.289763+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T11:00:36.405471+00:00 | Crazy In Love | Beyonce | source:amperwave-api
2026-04-19T11:01:11.396705+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T11:01:46.782617+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T11:02:21.958951+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T11:02:57.840548+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T11:03:32.728931+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T11:04:29.845595+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T11:05:07.048367+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T11:05:41.973782+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T11:06:35.299930+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T11:07:13.256434+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T11:07:48.689786+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T11:08:35.897770+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T11:09:12.030114+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T11:09:47.031272+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T11:10:38.785729+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T11:11:15.356168+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T11:11:50.092665+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T11:12:41.345338+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T11:13:16.715712+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T11:13:51.835477+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T11:14:38.241139+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T11:15:15.254221+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T11:15:51.371617+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T11:16:26.746375+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T11:17:06.525532+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T11:17:41.083415+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T11:18:15.646645+00:00 | Go | Blackpink | source:amperwave-api
2026-04-19T11:18:51.599968+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:19:27.257715+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:20:02.041239+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:20:37.336040+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:21:13.227605+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:21:48.498710+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:22:24.037764+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-19T11:23:00.003256+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:24:06.906567+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:24:41.957116+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:25:35.675769+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:26:13.862788+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:26:49.502355+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:27:34.658489+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:28:10.555679+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:28:45.327202+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:29:36.358092+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:30:12.564728+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:30:48.236442+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T11:31:42.619524+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T11:32:20.420260+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T11:32:56.477617+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T11:33:42.383873+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T11:34:24.633469+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T11:34:59.833672+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T11:35:34.918117+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T11:36:10.571622+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T11:36:46.028549+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-19T11:37:21.836470+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-19T11:37:57.765370+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-19T11:38:32.166053+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-19T11:39:07.052833+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-19T11:39:43.622933+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:40:19.465612+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:40:54.574370+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:41:29.346101+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:42:30.808503+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:43:06.248451+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:43:41.432325+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:44:34.774239+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:45:11.324134+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:45:46.111366+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:46:41.774278+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:47:17.458653+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:47:52.482240+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T11:48:42.549815+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T11:49:21.998298+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T11:49:57.151267+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T11:50:45.553973+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T11:51:22.065450+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
