2026-04-15T00:00:17.223100+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T11:44:26.617156+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T11:45:04.591359+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:45:40.019288+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:46:19.096236+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:46:55.064771+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:47:57.009025+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:48:33.735356+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:49:08.326531+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:49:52.897021+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:50:29.100051+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:51:30.578478+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:52:07.757378+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:53:11.964641+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:53:47.082938+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:54:23.680108+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:54:59.326812+00:00 | Sorry Not Sorry | Demi Lovato | source:amperwave-api
2026-04-15T11:55:35.113430+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:56:11.773332+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:56:46.476973+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:57:22.432050+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:57:57.684176+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:58:33.456269+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T11:59:09.467555+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T11:59:45.214163+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T12:00:20.774771+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T12:00:55.853494+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T12:01:37.830399+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T12:02:14.799861+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T12:02:50.393079+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:03:52.287095+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:04:27.461403+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:05:13.093836+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:05:49.886708+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:06:25.738569+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:07:02.902137+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:07:38.287690+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:08:13.646878+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:08:50.461672+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:09:26.269402+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:10:01.601891+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:10:40.588740+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:11:17.062304+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:11:52.753051+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:12:28.228994+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:13:04.828958+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:13:40.827375+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:14:16.246073+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:14:51.625706+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:15:26.976508+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:16:02.381066+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:16:37.397312+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T12:17:12.844982+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:17:48.946582+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:18:32.150281+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:19:07.762106+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:19:42.652213+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:20:20.630199+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:20:55.813168+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:21:31.557693+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:22:17.065849+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:22:52.187324+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:23:27.760228+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:24:11.168991+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:24:46.346001+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:25:22.497054+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:25:59.770965+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:26:35.695962+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:27:39.672540+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T12:28:15.444121+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:28:52.332675+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:29:28.484190+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:30:04.342215+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:30:40.592214+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:31:15.914581+00:00 | Roar | Katy Perry | source:amperwave-api
2026-04-15T12:31:51.989845+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:32:27.623026+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:33:02.849714+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:33:38.220312+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:34:14.193678+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:34:50.650194+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:35:34.074380+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:36:10.095426+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:36:45.504223+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:37:25.557802+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:38:00.846234+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:38:36.242587+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:39:24.084859+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:40:00.763576+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:40:36.188235+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:41:17.205920+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:41:53.004576+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T12:42:28.052352+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:43:10.124204+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:43:45.174101+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:44:20.095681+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:45:03.707133+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T12:45:39.304641+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:46:15.482291+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:46:50.821752+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:47:25.486869+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:48:00.493358+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:48:35.580208+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:49:10.158277+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:49:45.328925+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:50:23.090231+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:50:58.299508+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:51:34.170010+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:52:09.228061+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:52:44.774559+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:53:32.923314+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:54:07.844962+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:54:43.211890+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T12:55:26.322054+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T12:56:02.665037+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T12:56:37.729077+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T12:57:19.495544+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T12:57:55.589895+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T12:58:31.645490+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T12:59:16.638383+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T12:59:52.111316+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T13:00:28.038690+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T13:01:11.447021+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:01:47.953165+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:02:23.862942+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:03:08.115728+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:03:44.166640+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:04:20.408664+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:04:56.281992+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:05:31.715106+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:06:06.777579+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T13:06:42.585198+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:07:18.265279+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:07:53.506491+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:08:28.310208+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:09:04.129391+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:09:39.827210+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:10:15.474186+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T13:10:51.103976+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T13:11:40.120599+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T13:12:16.193459+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T13:12:51.607699+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T13:13:37.012823+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:14:12.879373+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:14:48.656300+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:15:30.298342+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:16:05.533565+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:16:40.523789+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:17:28.326768+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:18:04.058588+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:18:40.414099+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:19:25.764332+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:20:00.847029+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:20:36.634549+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:21:20.259515+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:21:56.931109+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:22:32.310921+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:23:07.953086+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:23:43.623339+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:24:18.860965+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T13:24:54.070940+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:25:29.913564+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:26:06.031354+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:26:41.228850+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T13:27:17.777412+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:27:53.435106+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:28:28.667964+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:29:32.271317+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:30:10.208415+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:30:45.961410+00:00 | Yeah | Usher | source:amperwave-api
2026-04-15T13:31:41.255193+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T13:32:17.911573+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T13:32:54.458219+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T13:33:38.428134+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T13:34:14.675541+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T13:34:49.528636+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:35:35.219679+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:36:30.736006+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:37:24.100118+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:38:00.480752+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T13:38:35.245631+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:39:18.394968+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:39:53.717703+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:40:29.394690+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:41:05.244808+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:41:40.978084+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T13:42:16.155966+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:42:51.397650+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:43:27.037598+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:44:03.149252+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T13:44:38.482493+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:45:14.671314+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:45:50.072291+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:46:27.505068+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:47:29.977334+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:48:09.142255+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:48:44.631051+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:49:32.751956+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:50:07.579276+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:50:42.997424+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:51:28.458766+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:52:03.571396+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:52:41.379147+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:53:27.373766+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:54:02.557842+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:54:38.148174+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-15T13:55:24.538049+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T13:56:00.523843+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T13:56:36.671346+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T13:57:22.569737+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T13:57:57.726187+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T13:58:32.331750+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T13:59:07.634435+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T13:59:43.256948+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T14:00:18.673248+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T14:00:54.806954+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T14:01:29.915041+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T14:02:06.542175+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T14:02:41.798963+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T14:03:19.751716+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T14:03:54.502846+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T14:04:29.969947+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T14:05:32.566916+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:06:08.565132+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:06:44.888972+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:07:42.929814+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:08:18.672693+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:08:55.451295+00:00 | Cant Hold Us | Macklemore [ ] Ryan Lewis | source:amperwave-api
2026-04-15T14:09:47.214433+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T14:10:23.948882+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T14:10:59.690232+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T14:11:48.057358+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T14:12:24.274626+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:12:59.303104+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:13:49.739637+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:14:26.368026+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:15:02.009116+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:15:53.198718+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:16:28.168823+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:17:04.207601+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:17:40.498340+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:18:16.794553+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:18:51.592502+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:19:27.420602+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:20:03.760578+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:20:38.950034+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:21:14.272375+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:21:49.794269+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T14:22:26.863101+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:23:02.604319+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:23:37.914021+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:24:34.314840+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:25:09.610647+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T14:25:44.428541+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T14:26:28.008325+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T14:27:04.310823+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T14:27:39.569574+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T14:28:26.313929+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:29:02.860839+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:29:38.609622+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:30:23.517747+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:30:59.421844+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T14:31:34.954349+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:32:22.021872+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:32:57.345375+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:33:33.180795+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:34:15.667100+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:34:51.010253+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-15T14:35:26.327126+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T14:36:01.493962+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T14:36:36.542294+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T14:37:12.565853+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T14:37:49.220886+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T14:38:25.270290+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:39:01.101215+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:39:36.625326+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:40:12.265172+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:40:47.476186+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:41:23.134676+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T14:41:58.828169+00:00 | 7 Rings | Ariana Grande | source:amperwave-api
2026-04-15T14:42:34.682460+00:00 | 7 Rings | Ariana Grande | source:amperwave-api
2026-04-15T14:43:10.642964+00:00 | 7 Rings | Ariana Grande | source:amperwave-api
2026-04-15T14:43:45.462531+00:00 | 7 Rings | Ariana Grande | source:amperwave-api
2026-04-15T14:44:27.514603+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:45:02.138663+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:45:37.202819+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:46:24.889627+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:47:00.240577+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:47:35.802002+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:48:21.406527+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:48:57.303863+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:49:32.457213+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:50:15.844943+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:50:53.762056+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:51:29.836790+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:52:07.638207+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:52:43.238431+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:53:18.060574+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:53:53.755043+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:54:28.750317+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T14:55:03.669109+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T14:55:38.225841+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T14:56:14.381175+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T14:56:49.272965+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T14:57:25.660903+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T14:58:00.904810+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T14:58:36.609191+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T14:59:12.088054+00:00 | Daisies | Justin Bieber | source:amperwave-api
