2026-04-17T00:00:04.971836+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-17T09:22:01.649753+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:22:44.946380+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:23:25.506348+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:24:10.338627+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:24:49.875894+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:25:30.402299+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:26:10.450257+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:26:50.889452+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:27:29.618399+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:28:09.390151+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-17T09:28:49.050322+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:29:29.922479+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:31:05.892711+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:31:49.833366+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:32:30.142413+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:33:12.353469+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:33:54.333143+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:34:36.826581+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-17T09:35:19.131625+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:36:00.409420+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:36:41.236050+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:37:23.964976+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:38:03.954830+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:38:44.233077+00:00 | I Cant Drive 55 | Sammy Hagar | source:amperwave-api
2026-04-17T09:39:22.929387+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:40:03.338829+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:40:45.334271+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:41:26.174296+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:42:07.052496+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:42:46.375299+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:43:26.829085+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:44:06.541391+00:00 | Subdivisions | Rush | source:amperwave-api
2026-04-17T09:45:11.807199+00:00 | Give A Little Bit | Supertramp | source:amperwave-api
2026-04-17T09:45:53.798603+00:00 | Give A Little Bit | Supertramp | source:amperwave-api
2026-04-17T09:46:36.717318+00:00 | Give A Little Bit | Supertramp | source:amperwave-api
2026-04-17T09:47:20.697278+00:00 | Give A Little Bit | Supertramp | source:amperwave-api
2026-04-17T09:48:46.298186+00:00 | Give A Little Bit | Supertramp | source:amperwave-api
2026-04-17T09:49:27.602767+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-17T09:50:09.857322+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-17T09:50:52.653982+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-17T09:52:31.325038+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-17T09:53:12.446676+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:53:51.760856+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:54:36.321354+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:56:02.577074+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:56:47.336319+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:57:27.684668+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:58:07.505020+00:00 | Satisfaction | Rolling Stones | source:amperwave-api
2026-04-17T09:59:33.966371+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:00:15.904012+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:00:56.709775+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:01:40.759567+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:02:22.573022+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:03:04.703554+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-17T10:03:47.000480+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:04:30.823395+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:05:13.754543+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:05:56.255249+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:06:38.025702+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:07:20.229234+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:08:00.321317+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-17T10:08:40.159207+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:09:20.812817+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:10:02.731829+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:10:43.473443+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:12:09.151308+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:12:52.054516+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:13:31.302592+00:00 | Bohemian Rhapsody | Queen | source:amperwave-api
2026-04-17T10:14:11.657322+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:14:50.575851+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:15:32.385946+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:16:11.664344+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:16:54.197847+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:17:34.201269+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:18:12.248506+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:18:50.623779+00:00 | Let Me Take You Home Tonight | Boston | source:amperwave-api
2026-04-17T10:19:28.744702+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:20:06.271046+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:21:29.111883+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:22:07.363955+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:22:46.530770+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:23:25.093830+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:24:03.753742+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:25:17.662227+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:25:56.517968+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-17T10:26:34.148128+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:27:13.125703+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:27:52.840407+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:29:10.110167+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:29:48.463905+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:30:25.704129+00:00 | Too Much Time On My Hands | Styx | source:amperwave-api
2026-04-17T10:31:06.288917+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:32:40.348013+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:33:23.605232+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:34:04.801131+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:34:46.639205+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:36:37.240592+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:37:19.108467+00:00 | Who Are You | Who | source:amperwave-api
2026-04-17T10:38:00.883260+00:00 | Runaway | Bon Jovi | source:amperwave-api
2026-04-17T10:38:42.827941+00:00 | Runaway | Bon Jovi | source:amperwave-api
2026-04-17T10:39:27.132737+00:00 | Runaway | Bon Jovi | source:amperwave-api
2026-04-17T10:40:10.018066+00:00 | Runaway | Bon Jovi | source:amperwave-api
2026-04-17T10:40:50.324617+00:00 | Runaway | Bon Jovi | source:amperwave-api
2026-04-17T10:41:33.001696+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:42:15.909840+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:42:57.191717+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:43:40.087192+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:44:21.285715+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:45:00.844365+00:00 | Fantasy Girl | .38 Special | source:amperwave-api
2026-04-17T10:45:42.740330+00:00 | Heartbreaker | Pat Benatar | source:amperwave-api
2026-04-17T10:46:24.864144+00:00 | Heartbreaker | Pat Benatar | source:amperwave-api
2026-04-17T10:47:03.923783+00:00 | Heartbreaker | Pat Benatar | source:amperwave-api
2026-04-17T10:47:44.152194+00:00 | Heartbreaker | Pat Benatar | source:amperwave-api
2026-04-17T10:49:15.506221+00:00 | Should I Stay Or Should I Go | Clash | source:amperwave-api
2026-04-17T10:49:59.142535+00:00 | Should I Stay Or Should I Go | Clash | source:amperwave-api
2026-04-17T10:50:39.610414+00:00 | Should I Stay Or Should I Go | Clash | source:amperwave-api
2026-04-17T10:51:21.712782+00:00 | Should I Stay Or Should I Go | Clash | source:amperwave-api
2026-04-17T10:52:04.037024+00:00 | Should I Stay Or Should I Go | Clash | source:amperwave-api
2026-04-17T10:52:44.399557+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:53:27.671539+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:54:09.395571+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:54:52.581619+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:55:32.838149+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:56:11.824377+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:56:53.133531+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:57:33.897531+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:58:15.800367+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:58:55.871459+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T10:59:38.217388+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-17T11:00:20.365195+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-17T11:01:07.936851+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-17T11:01:53.739406+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-17T11:03:23.040018+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-17T11:04:02.629084+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T11:04:43.003352+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T11:05:25.109683+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T11:06:58.865496+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:07:40.464509+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:08:19.770011+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:09:01.440914+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:10:43.161740+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:11:24.452786+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:12:08.520141+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:12:49.466183+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:14:14.087320+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:14:59.239058+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:15:40.093801+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:16:25.169914+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:17:48.588703+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:18:31.060090+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-17T11:19:12.067479+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:19:53.965183+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:20:38.405782+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:21:20.453740+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:22:02.323990+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:22:43.585213+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:23:22.765423+00:00 | Magic Carpet Ride | Steppenwolf | source:amperwave-api
2026-04-17T11:24:04.168919+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:24:46.681096+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:25:28.948454+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:26:10.055911+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:26:51.522406+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:27:34.500770+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:28:16.051346+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:28:57.807175+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:30:10.534664+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:30:52.747976+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:31:34.060034+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:32:19.660185+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:33:03.363926+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:33:44.948038+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:34:27.066406+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:35:08.842300+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T11:35:49.413403+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:36:32.799576+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:37:15.969529+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:37:56.542395+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:38:37.113699+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:39:18.572922+00:00 | Rock Of Ages | Def Leppard | source:amperwave-api
2026-04-17T11:40:02.054393+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:40:46.580981+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:41:26.406054+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:42:07.488370+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:42:50.772916+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:44:25.631148+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:45:06.982030+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:45:52.595039+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:46:36.519968+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:48:05.659974+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:48:45.820959+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:49:27.814677+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:50:15.323815+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:51:29.034253+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:52:08.322333+00:00 | Surrender | Cheap Trick | source:amperwave-api
2026-04-17T11:52:49.353090+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-17T11:53:31.813638+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-17T11:54:42.459254+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-17T11:55:23.234381+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-17T11:56:03.659081+00:00 | The Ocean | Led Zeppelin | source:amperwave-api
2026-04-17T11:56:43.901835+00:00 | The Ocean | Led Zeppelin | source:amperwave-api
2026-04-17T11:58:08.808855+00:00 | The Ocean | Led Zeppelin | source:amperwave-api
2026-04-17T11:58:50.304558+00:00 | The Ocean | Led Zeppelin | source:amperwave-api
2026-04-17T11:59:32.730325+00:00 | The Ocean | Led Zeppelin | source:amperwave-api
2026-04-17T12:00:16.400299+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:00:58.776381+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:01:45.817356+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:02:29.812996+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:03:13.523065+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:03:56.118265+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:04:37.963028+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-17T12:05:22.418754+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:06:03.871069+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:06:47.776395+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:07:31.833176+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:08:15.764916+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:08:58.861593+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:09:38.647788+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:11:02.480909+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:11:48.731746+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:12:31.619670+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:13:18.908226+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:13:59.355862+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:14:42.567950+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:15:24.664520+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:16:08.770164+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:16:51.418752+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:17:32.687488+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-17T12:18:15.142028+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-17T12:18:56.285076+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-17T12:19:38.317906+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-17T12:20:20.729257+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-17T12:21:10.327898+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-17T12:21:53.184767+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:22:33.566211+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:23:20.628511+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:24:03.023359+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:25:31.051480+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:26:13.894542+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:26:57.912739+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:27:37.637870+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:29:05.082282+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:29:46.353631+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:30:30.799378+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:31:13.839254+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:33:04.583791+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:33:46.435436+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:34:27.139176+00:00 | Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T12:35:59.023882+00:00 | Limelight | Rush | source:amperwave-api
2026-04-17T12:36:46.346722+00:00 | Limelight | Rush | source:amperwave-api
2026-04-17T12:37:27.662887+00:00 | Limelight | Rush | source:amperwave-api
2026-04-17T12:39:29.623899+00:00 | Limelight | Rush | source:amperwave-api
2026-04-17T12:40:14.589553+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:40:54.933693+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:41:37.714012+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:42:20.376831+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:43:06.183103+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:43:45.915376+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:44:28.209779+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:45:07.589327+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:45:51.191316+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:46:31.927027+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:47:13.392755+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:47:54.748134+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:48:37.838194+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:49:19.953731+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:50:39.498461+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:51:25.905259+00:00 | Hair Of The Dog | Nazareth | source:amperwave-api
2026-04-17T12:52:08.223438+00:00 | Home Sweet Home | Motley Crue | source:amperwave-api
2026-04-17T12:52:50.977953+00:00 | Home Sweet Home | Motley Crue | source:amperwave-api
2026-04-17T12:53:32.513894+00:00 | Home Sweet Home | Motley Crue | source:amperwave-api
2026-04-17T12:54:14.729435+00:00 | Home Sweet Home | Motley Crue | source:amperwave-api
2026-04-17T12:54:54.982896+00:00 | Home Sweet Home | Motley Crue | source:amperwave-api
2026-04-17T12:55:36.278860+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:56:20.747249+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:57:02.934631+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:57:43.685857+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:58:27.775169+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:59:10.022119+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T12:59:51.785645+00:00 | Already Gone | Eagles | source:amperwave-api
2026-04-17T13:00:35.164843+00:00 | Who Do You Love | George Thorogood | source:amperwave-api
2026-04-17T13:01:37.811890+00:00 | Who Do You Love | George Thorogood | source:amperwave-api
2026-04-17T13:02:19.598896+00:00 | Who Do You Love | George Thorogood | source:amperwave-api
2026-04-17T13:03:00.332494+00:00 | Who Do You Love | George Thorogood | source:amperwave-api
2026-04-17T13:03:40.573488+00:00 | Who Do You Love | George Thorogood | source:amperwave-api
2026-04-17T13:05:08.772781+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:05:55.770251+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:06:37.756147+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:07:19.541032+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:08:35.441167+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:09:14.819371+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:09:56.886098+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:10:40.374488+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:11:53.988118+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:12:37.042045+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:13:17.266895+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:14:00.249545+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:15:12.321922+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:15:54.129040+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:16:40.357547+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T13:17:22.862299+00:00 | Back In Black | Ac/Dc | source:amperwave-api
