2026-04-16T00:00:07.764678+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T07:09:12.961870+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:09:50.660459+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:10:29.383513+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:11:05.894350+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:11:46.628274+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:12:55.561329+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:13:34.079246+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:14:11.349650+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:14:49.845751+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:15:30.160171+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:16:12.026130+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:16:50.700737+00:00 | Frankenstein | Edgar Winter Group | source:amperwave-api
2026-04-16T07:17:29.317705+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:18:06.492690+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:18:44.092932+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:19:21.478611+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:19:57.680915+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:20:36.380176+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:21:13.480840+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:21:52.001470+00:00 | Long Train Runnin | Doobie Brothers | source:amperwave-api
2026-04-16T07:22:30.954677+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:23:08.158295+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:23:46.871868+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:24:26.249143+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:25:06.898576+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:25:45.860298+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:26:24.032113+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-16T07:27:03.270335+00:00 | Dance The Night Away | Van Halen | source:amperwave-api
2026-04-16T07:27:41.727720+00:00 | Dance The Night Away | Van Halen | source:amperwave-api
2026-04-16T07:29:08.213923+00:00 | Dance The Night Away | Van Halen | source:amperwave-api
2026-04-16T07:29:46.298959+00:00 | Dance The Night Away | Van Halen | source:amperwave-api
2026-04-16T07:30:26.644450+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:31:05.722592+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:31:47.873969+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:32:26.365802+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:33:05.836984+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:33:44.495070+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:34:24.421393+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-16T07:35:02.779833+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:35:42.054307+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:36:21.296997+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:37:01.004067+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:37:39.739907+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:38:20.222899+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:38:58.723804+00:00 | Straight On | Heart | source:amperwave-api
2026-04-16T07:39:43.353664+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-16T07:40:22.502380+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-16T07:41:01.630090+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-16T07:42:27.527310+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-16T07:43:06.227440+00:00 | Signs | Tesla | source:amperwave-api
2026-04-16T07:43:45.904657+00:00 | Signs | Tesla | source:amperwave-api
2026-04-16T07:44:24.326634+00:00 | Signs | Tesla | source:amperwave-api
2026-04-16T07:45:03.241362+00:00 | Signs | Tesla | source:amperwave-api
2026-04-16T07:45:43.443186+00:00 | Signs | Tesla | source:amperwave-api
2026-04-16T07:46:23.171941+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:47:02.455094+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:47:41.684628+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:48:20.160268+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:48:59.397104+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:49:37.876687+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:50:19.707054+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:51:00.882011+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:51:40.031027+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-16T07:52:24.523136+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-16T07:53:02.365776+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-16T07:53:40.408015+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-16T07:54:19.667309+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-16T07:55:51.806292+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-16T07:56:30.553589+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T07:57:09.327032+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T07:57:54.009131+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T07:58:35.439151+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T07:59:14.292848+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T07:59:53.554770+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-16T08:00:35.074687+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:01:14.877551+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:01:53.997870+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:02:35.420590+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:03:12.905464+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:03:52.645063+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-16T08:04:32.122280+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:05:10.271102+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:05:50.912820+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:06:30.141595+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:07:10.622467+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:07:49.128512+00:00 | Bark At The Moon | Ozzy Osbourne | source:amperwave-api
2026-04-16T08:09:35.254182+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:10:22.482087+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:11:02.763480+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:11:41.385083+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:12:19.449877+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:12:57.469083+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:13:34.329574+00:00 | Born To Run | Bruce Springsteen | source:amperwave-api
2026-04-16T08:14:50.445829+00:00 | Breathe | Pink Floyd | source:amperwave-api
2026-04-16T08:15:30.225311+00:00 | Breathe | Pink Floyd | source:amperwave-api
2026-04-16T08:16:13.296384+00:00 | Breathe | Pink Floyd | source:amperwave-api
2026-04-16T08:16:50.804514+00:00 | Breathe | Pink Floyd | source:amperwave-api
2026-04-16T08:17:29.406740+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:18:11.967233+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:18:51.805598+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:20:21.472521+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:20:58.617093+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:21:37.398357+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:22:19.038047+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:22:57.446771+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:23:34.964511+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:24:14.228977+00:00 | Bad Company | Bad Company | source:amperwave-api
2026-04-16T08:24:52.502636+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:25:31.868093+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:26:13.520364+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:26:54.471748+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:27:33.626008+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:28:12.459531+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:28:51.313310+00:00 | Juke Box Hero | Foreigner | source:amperwave-api
2026-04-16T08:29:30.121312+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:30:11.425902+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:30:53.735341+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:31:35.913987+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:32:13.887979+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:32:51.430157+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:33:30.850299+00:00 | Blue Collar Man (Long Nights) | Styx | source:amperwave-api
2026-04-16T08:34:09.389976+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:34:48.410832+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:36:23.566722+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:37:01.879342+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:37:41.654089+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:38:19.785922+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-16T08:38:56.646972+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:39:35.183874+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:40:13.540788+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:40:51.778007+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:41:33.339052+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:42:19.316799+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:42:58.545028+00:00 | Running On Empty | Jackson Browne | source:amperwave-api
2026-04-16T08:43:39.548149+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:44:17.980782+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:44:56.054307+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:45:33.728881+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:46:11.524445+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:46:52.076397+00:00 | Feelin Satisfied | Boston | source:amperwave-api
2026-04-16T08:48:13.286500+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:48:51.867329+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:49:29.956050+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:50:07.490872+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:50:45.257764+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:51:28.940750+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:52:06.797730+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:52:44.623964+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-16T08:53:21.835603+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:53:59.374576+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:54:36.161605+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:55:14.782957+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:55:52.289348+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:56:36.330927+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:57:13.979860+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:57:53.099317+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:58:31.752550+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T08:59:48.392460+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T09:00:27.095340+00:00 | Sympathy For The Devil | Rolling Stones | source:amperwave-api
2026-04-16T09:01:07.506014+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:01:48.392902+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:02:25.160459+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:03:02.711696+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:03:40.895310+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:04:18.200274+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:04:57.436230+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-16T09:05:36.767838+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:06:15.313451+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:06:53.064301+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:07:31.991438+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:09:11.127345+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:09:50.854185+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:10:29.343024+00:00 | I Need A Lover | John Mellencamp | source:amperwave-api
2026-04-16T09:11:07.955379+00:00 | Eighteen | Alice Cooper | source:amperwave-api
2026-04-16T09:11:46.716146+00:00 | Eighteen | Alice Cooper | source:amperwave-api
2026-04-16T09:12:25.252395+00:00 | Eighteen | Alice Cooper | source:amperwave-api
2026-04-16T09:13:02.146382+00:00 | Eighteen | Alice Cooper | source:amperwave-api
2026-04-16T09:14:38.572243+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:15:19.484953+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:15:57.673683+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:16:40.491320+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:17:18.779719+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:19:03.462652+00:00 | Foxey Lady | Jimi Hendrix Experience | source:amperwave-api
2026-04-16T09:19:40.023239+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:20:17.258747+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:20:53.753097+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:21:31.567920+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:22:10.575577+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:22:48.687567+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:23:26.641320+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-16T09:24:03.910566+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:24:40.534124+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:25:18.838881+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:26:00.273953+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:26:39.611301+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:27:18.614001+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:27:57.372938+00:00 | Fame | David Bowie | source:amperwave-api
2026-04-16T09:28:35.175352+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:29:12.846507+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:29:51.249225+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:30:29.516726+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:31:08.182541+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:31:48.379603+00:00 | Take Me Home Tonight | Eddie Money | source:amperwave-api
2026-04-16T09:32:28.433642+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:34:09.479499+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:34:46.774956+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:35:24.869821+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:36:03.269574+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:36:42.941980+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:37:19.894188+00:00 | Black Magic Woman | Santana | source:amperwave-api
2026-04-16T09:37:58.640677+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:38:37.561195+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:39:16.007441+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:39:55.571260+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:40:33.233944+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:41:12.078249+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:41:53.601032+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:42:32.384267+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:43:11.306718+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-16T09:45:02.524367+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:45:41.401100+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:46:20.089596+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:47:00.484022+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:47:38.725691+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:48:17.306141+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:48:56.994611+00:00 | She Talks To Angels | Black Crowes | source:amperwave-api
2026-04-16T09:49:37.019767+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:50:17.565085+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:50:56.170532+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:51:34.749808+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:52:12.295400+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:52:49.136008+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:53:30.511383+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:55:23.025264+00:00 | Roadhouse Blues | Doors | source:amperwave-api
2026-04-16T09:56:03.346286+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:56:41.662044+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:57:19.336146+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:57:56.838520+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:58:37.149595+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:59:14.115382+00:00 | The Waiting | Tom Petty | source:amperwave-api
2026-04-16T09:59:51.975839+00:00 | Love Hurts | Nazareth | source:amperwave-api
2026-04-16T10:00:30.025011+00:00 | Love Hurts | Nazareth | source:amperwave-api
2026-04-16T10:01:08.125123+00:00 | Love Hurts | Nazareth | source:amperwave-api
2026-04-16T10:01:46.269120+00:00 | Love Hurts | Nazareth | source:amperwave-api
2026-04-16T10:02:34.574376+00:00 | Love Hurts | Nazareth | source:amperwave-api
2026-04-16T10:04:09.441615+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:04:46.527534+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:05:24.175771+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:06:02.249620+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:06:38.666216+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:07:16.402129+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-16T10:07:54.133272+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-16T10:09:22.773488+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-16T10:10:00.945043+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-16T10:10:39.561287+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-16T10:11:18.972345+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-16T10:11:58.782572+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:12:35.336756+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:13:15.433831+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:13:52.260410+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:15:18.831508+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:15:57.305478+00:00 | Stop Draggin My Heart Around | Stevie Nicks [] Tom Petty | source:amperwave-api
2026-04-16T10:16:36.798649+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:17:15.545467+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:17:52.433549+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:18:29.386384+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:19:06.649181+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:19:44.675745+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:20:25.905977+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:21:05.065326+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:21:42.431627+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:22:20.391208+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:23:01.486095+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:23:39.415162+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:24:18.444486+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:24:55.173018+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-16T10:25:35.937410+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:26:15.660828+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:26:56.001277+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:27:33.271284+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:28:10.573795+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:28:48.443148+00:00 | Everybody Wants You | Billy Squier | source:amperwave-api
2026-04-16T10:29:29.579945+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:30:07.545549+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:30:47.717769+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:32:37.456464+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:33:14.825726+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:33:53.829026+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:34:30.643673+00:00 | Fly Like An Eagle | Steve Miller Band | source:amperwave-api
2026-04-16T10:35:07.385259+00:00 | Mysterious Ways | U2 | source:amperwave-api
2026-04-16T10:35:44.402799+00:00 | Mysterious Ways | U2 | source:amperwave-api
2026-04-16T10:36:22.772999+00:00 | Mysterious Ways | U2 | source:amperwave-api
2026-04-16T10:36:59.503130+00:00 | Mysterious Ways | U2 | source:amperwave-api
2026-04-16T10:39:13.413491+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:39:50.299959+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:40:29.743108+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:41:08.237851+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:41:44.458300+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:42:24.398622+00:00 | Her Strut | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T10:43:03.718236+00:00 | Legs | Zz Top | source:amperwave-api
2026-04-16T10:43:42.032961+00:00 | Legs | Zz Top | source:amperwave-api
2026-04-16T10:44:19.953798+00:00 | Legs | Zz Top | source:amperwave-api
2026-04-16T10:44:57.387440+00:00 | Legs | Zz Top | source:amperwave-api
2026-04-16T10:46:54.375778+00:00 | Legs | Zz Top | source:amperwave-api
