2026-04-15T00:00:18.965249+00:00 | Lady | Styx | source:amperwave-api
2026-04-15T12:10:03.097665+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:10:42.154889+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:11:18.936562+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:11:54.467222+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:12:30.406521+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:13:06.784951+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:13:42.711588+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:14:17.752192+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:14:53.492148+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:15:28.768880+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:16:03.876526+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:16:39.038658+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:17:14.317523+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:17:50.885084+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:18:33.894955+00:00 | The Boys Of Summer | Don Henley | source:amperwave-api
2026-04-15T12:19:09.484280+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:19:44.130274+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:20:22.545735+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:20:57.445450+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:21:33.702087+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:22:18.810132+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:22:53.560056+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:23:29.281922+00:00 | Rocket Man (I Think Its Been A Long, Long Time) | Elton John | source:amperwave-api
2026-04-15T12:24:12.549004+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:24:48.272774+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:25:24.445577+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:26:02.034466+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:26:37.513240+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:27:41.729401+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:28:17.610070+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:28:54.434146+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:29:30.027983+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:30:06.887024+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:30:41.845830+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:31:18.235758+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:31:53.487396+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:32:29.363444+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:33:04.452741+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:33:39.867584+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:34:15.709916+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:34:52.737662+00:00 | Dont You (Forget About Me) | Simple Minds | source:amperwave-api
2026-04-15T12:35:36.171569+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:36:11.924210+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:36:47.130003+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:37:27.349524+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:38:02.329670+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:38:38.013980+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:39:26.627207+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:40:02.763177+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:40:38.477058+00:00 | Love Bites | Def Leppard | source:amperwave-api
2026-04-15T12:41:19.236843+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:41:54.253006+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:42:29.806090+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:43:11.992633+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:43:46.719715+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:44:21.688298+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:45:05.647969+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:45:40.560151+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:46:17.332093+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:46:52.271824+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:47:27.011607+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:48:02.293135+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:48:36.871045+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:49:11.755960+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:49:46.924718+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:50:24.785874+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:51:00.154834+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:51:36.123780+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:52:11.027236+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-15T12:52:46.867564+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:53:34.677806+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:54:09.314897+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:54:45.488510+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:55:28.986261+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:56:04.165365+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:56:39.242319+00:00 | Every Little Thing She Does Is Magic | Police | source:amperwave-api
2026-04-15T12:57:22.360471+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T12:57:56.946496+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T12:58:33.758670+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T12:59:18.254180+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T12:59:53.747254+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T13:00:29.701612+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T13:01:13.686865+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T13:01:49.982402+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-15T13:02:25.380981+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:03:10.694372+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:03:45.807244+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:04:22.519736+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:04:57.908759+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:05:33.354681+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:06:08.588261+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:06:44.373613+00:00 | Miss You | Rolling Stones | source:amperwave-api
2026-04-15T13:07:19.796739+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:07:55.053859+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:08:29.783770+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:09:05.976046+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:09:41.522950+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:10:17.245837+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:10:52.800424+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:11:42.435357+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:12:18.136942+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:12:53.241922+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:13:38.705162+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:14:14.464055+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:14:50.298400+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:15:32.383390+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:16:07.050229+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:16:41.981542+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:17:29.765423+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:18:05.927508+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:18:42.083884+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:19:27.338523+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:20:02.552954+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:20:38.326675+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:21:23.288920+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:21:58.787446+00:00 | The Final Countdown | Europe | source:amperwave-api
2026-04-15T13:22:34.350969+00:00 | Fire | Jimi Hendrix | source:amperwave-api
2026-04-15T13:23:09.600902+00:00 | Fire | Jimi Hendrix | source:amperwave-api
2026-04-15T13:23:45.041349+00:00 | Fire | Jimi Hendrix | source:amperwave-api
2026-04-15T13:24:20.301963+00:00 | Fire | Jimi Hendrix | source:amperwave-api
2026-04-15T13:24:55.699999+00:00 | Fire | Jimi Hendrix | source:amperwave-api
2026-04-15T13:25:32.101490+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:26:07.997080+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:26:42.780135+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:27:19.610109+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:27:54.952950+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:28:30.082704+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:29:35.574058+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:30:12.249507+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:30:47.744266+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:31:43.575586+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:32:20.647191+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:32:55.992607+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:33:40.681551+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:34:16.277446+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:34:51.182883+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:35:56.944471+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:36:32.190636+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:37:25.841522+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:38:02.061245+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:38:36.699047+00:00 | When Its Love | Van Halen | source:amperwave-api
2026-04-15T13:39:19.987984+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:39:56.021394+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:40:31.349565+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:41:06.723388+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:41:42.803583+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:42:17.904777+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:42:53.130464+00:00 | Stone In Love | Journey | source:amperwave-api
2026-04-15T13:43:28.899107+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:44:04.987508+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:44:40.363093+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:45:16.518079+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:45:52.689913+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:46:29.262202+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:47:35.001518+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:48:10.947756+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:48:46.026103+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:49:34.266258+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:50:09.096642+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:50:44.569616+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:51:30.083531+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:52:07.980397+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:52:43.057384+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:53:29.143362+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:54:04.170062+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:54:39.653785+00:00 | The Boys Are Back In Town | Thin Lizzy | source:amperwave-api
2026-04-15T13:55:26.389034+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:56:02.619135+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:56:38.901816+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:57:24.397962+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:57:59.135330+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:58:33.898907+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:59:09.377400+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T13:59:45.116930+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-15T14:00:21.192067+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:00:56.153829+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:01:32.981934+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:02:07.912691+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:02:44.561658+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:03:21.404750+00:00 | Revolution | Beatles | source:amperwave-api
2026-04-15T14:03:56.273972+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-15T14:04:31.470543+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-15T14:05:34.811059+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-15T14:06:10.395812+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-15T14:06:46.742669+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-15T14:07:45.133974+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:08:20.574936+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:08:57.736256+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:09:50.485657+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:10:25.550383+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:11:01.339341+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:11:50.228888+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:12:26.030953+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:13:00.866626+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:13:52.466664+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:14:27.930295+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:15:03.713303+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:15:55.142002+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:16:29.794746+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:17:06.021309+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:17:42.652848+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:18:18.523145+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:18:53.072907+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:19:29.549153+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:20:05.615632+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:20:40.571635+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:21:15.706102+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:21:53.425604+00:00 | All My Love | Led Zeppelin | source:amperwave-api
2026-04-15T14:22:28.378480+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-15T14:23:04.499451+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-15T14:23:39.523407+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-15T14:24:36.084043+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-15T14:25:11.000762+00:00 | What I Like About You | Romantics | source:amperwave-api
2026-04-15T14:25:46.065340+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:26:30.514806+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:27:06.159355+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:27:41.147191+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:28:28.543303+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:29:04.877894+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:29:40.040367+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:30:25.269155+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:31:01.336751+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:31:36.490283+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:32:23.722778+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:32:59.361810+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:33:34.799493+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:34:17.267869+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:34:53.030435+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:35:28.150571+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:36:03.108374+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:36:38.251957+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:37:14.794272+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:37:50.925523+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:38:27.288087+00:00 | Somebody To Love | Queen | source:amperwave-api
2026-04-15T14:39:03.055693+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:39:38.383594+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:40:14.009002+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:40:49.807930+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:41:24.817423+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:42:00.621119+00:00 | Born To Be Wild | Steppenwolf | source:amperwave-api
2026-04-15T14:42:36.379844+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:43:12.289557+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:43:47.172232+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:44:29.093629+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:45:03.604970+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:45:38.707040+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:46:26.631557+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:47:01.693490+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:47:37.652781+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:48:23.363841+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:48:58.710055+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:49:34.052585+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:50:17.617496+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:50:55.330714+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:51:31.625486+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:52:09.623638+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:52:44.569781+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:53:20.179332+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:53:55.374243+00:00 | I Remember You | Skid Row | source:amperwave-api
2026-04-15T14:54:30.011432+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:55:05.056775+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:55:39.751209+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:56:16.163838+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:56:51.042013+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:57:27.697803+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:58:02.604169+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:58:38.465794+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-15T14:59:14.128238+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-15T14:59:49.678825+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-15T15:00:43.455447+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-15T15:01:18.737511+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-15T15:01:54.913906+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-15T15:02:45.023466+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-15T15:03:19.546778+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-15T15:03:55.217782+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-15T15:04:54.598150+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-15T15:05:30.169373+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-15T15:06:06.273407+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:07:04.819140+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:07:40.129994+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:08:15.247579+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:09:04.399057+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:09:39.535873+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:10:15.198544+00:00 | Mary Janes Last Dance | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-15T15:11:08.214087+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:11:42.884589+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:12:17.880004+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:12:54.108198+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:13:30.005872+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:14:05.429038+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:14:41.017409+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:15:15.601247+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:15:50.354735+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:16:26.552495+00:00 | All Right Now | Free | source:amperwave-api
2026-04-15T15:17:02.090424+00:00 | Smokin In The Boys Room | Motley Crue | source:amperwave-api
2026-04-15T15:17:37.237410+00:00 | Smokin In The Boys Room | Motley Crue | source:amperwave-api
2026-04-15T15:18:13.896640+00:00 | Smokin In The Boys Room | Motley Crue | source:amperwave-api
2026-04-15T15:18:49.556750+00:00 | Smokin In The Boys Room | Motley Crue | source:amperwave-api
2026-04-15T15:19:35.651510+00:00 | Smokin In The Boys Room | Motley Crue | source:amperwave-api
2026-04-15T15:20:10.711328+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:20:46.303690+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:21:38.230735+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:22:13.367079+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:22:49.023957+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:23:38.093628+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:24:12.899443+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:24:48.197941+00:00 | Black Hole Sun | Soundgarden | source:amperwave-api
2026-04-15T15:25:42.490189+00:00 | Sweet Home Alabama | Lynyrd Skynyrd | source:amperwave-api
