2026-04-13T00:00:33.210501+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T10:39:30.670742+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:40:05.592725+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:40:40.471060+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:41:19.863126+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:41:55.691770+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:42:31.642059+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:43:07.364970+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-13T10:43:43.310372+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-13T10:44:45.558242+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-13T10:45:20.632791+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-13T10:46:14.457282+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-13T10:46:55.281262+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-13T10:47:31.492111+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:48:28.635459+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:49:05.531179+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:49:40.834459+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:50:15.933253+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:50:51.280905+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:51:27.093181+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:52:02.889035+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:52:38.399519+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:53:13.933972+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:53:49.835947+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:54:26.228419+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:55:23.549555+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:56:03.123509+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:57:00.139421+00:00 | Over The Hills And Far Away | Led Zeppelin | source:amperwave-api
2026-04-13T10:57:36.574524+00:00 | Any Way You Want It | Journey | source:amperwave-api
2026-04-13T10:58:12.561890+00:00 | Any Way You Want It | Journey | source:amperwave-api
2026-04-13T10:58:48.193086+00:00 | Any Way You Want It | Journey | source:amperwave-api
2026-04-13T10:59:24.003660+00:00 | Any Way You Want It | Journey | source:amperwave-api
2026-04-13T10:59:59.638374+00:00 | Any Way You Want It | Journey | source:amperwave-api
2026-04-13T11:00:55.334082+00:00 | Rock N Roll Fantasy | Bad Company | source:amperwave-api
2026-04-13T11:01:30.920986+00:00 | Rock N Roll Fantasy | Bad Company | source:amperwave-api
2026-04-13T11:02:08.688690+00:00 | Rock N Roll Fantasy | Bad Company | source:amperwave-api
2026-04-13T11:02:44.371560+00:00 | Rock N Roll Fantasy | Bad Company | source:amperwave-api
2026-04-13T11:03:43.961091+00:00 | Rock N Roll Fantasy | Bad Company | source:amperwave-api
2026-04-13T11:04:20.535822+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:04:56.993380+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:05:32.521850+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:06:08.989627+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:06:45.179389+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:07:20.558041+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:07:55.748033+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:08:31.940277+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:09:07.647601+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:09:43.191093+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:10:19.134421+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:10:54.876397+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:11:34.606305+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:12:10.087365+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:13:10.315935+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:13:46.197394+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:14:21.460300+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:14:59.712721+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:15:35.290566+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:16:10.528597+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:17:08.595645+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:17:45.566120+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:18:25.044430+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-13T11:19:01.158028+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:20:02.747828+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:20:39.227800+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:21:14.723760+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:21:50.734444+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:22:26.514173+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-13T11:23:02.078670+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:23:38.601155+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:24:14.724849+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:24:50.767545+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:25:27.175177+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:26:03.009110+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:26:38.820057+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:27:34.218661+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:28:11.257357+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:29:19.375635+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:29:55.192760+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:30:30.974318+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:31:39.463157+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:32:16.161416+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:33:16.325458+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-13T11:33:52.565172+00:00 | Hard To Handle | Black Crowes | source:amperwave-api
2026-04-13T11:34:49.333323+00:00 | Hard To Handle | Black Crowes | source:amperwave-api
2026-04-13T11:35:24.805201+00:00 | Hard To Handle | Black Crowes | source:amperwave-api
2026-04-13T11:36:26.621113+00:00 | Hard To Handle | Black Crowes | source:amperwave-api
2026-04-13T11:37:02.291785+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:37:39.113437+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:38:15.147464+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:38:50.136035+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:39:25.450380+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:40:00.461607+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:40:35.128621+00:00 | Aint Talkin Bout Love | Van Halen | source:amperwave-api
2026-04-13T11:41:10.405460+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:41:46.144895+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:42:21.346894+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:42:56.721547+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:43:32.033803+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:44:33.568463+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:45:09.163161+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:46:10.635054+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:46:45.945317+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:47:21.123774+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:47:59.947045+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:48:34.549267+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:49:10.088963+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:49:45.594000+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:50:20.525196+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:50:55.226399+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:51:30.602419+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:52:05.621983+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:53:08.781324+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:53:44.158200+00:00 | Crazy Little Thing Called Love | Queen | source:amperwave-api
2026-04-13T11:54:19.091414+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:54:54.367260+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:55:29.875755+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:56:05.650187+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:56:43.273608+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:57:18.776079+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T11:57:54.426102+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T11:58:29.477595+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T11:59:04.496250+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T11:59:40.358425+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T12:00:36.343995+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T12:01:14.116479+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T12:02:15.823969+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T12:02:53.722565+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-13T12:03:28.469181+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:04:10.602749+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:04:45.976154+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:05:20.744878+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:06:03.938136+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:06:38.182499+00:00 | Come Together | Aerosmith | source:amperwave-api
2026-04-13T12:07:13.167790+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:07:55.226398+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:08:30.427250+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:09:05.483811+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:09:41.445375+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:10:16.419955+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:10:51.314494+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:11:26.548310+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:12:02.737687+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:12:38.343334+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:13:13.507710+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:13:49.470830+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:14:25.007401+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:14:59.966146+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:15:34.750048+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:16:09.454343+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:16:44.930164+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:17:34.329747+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:18:09.468669+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-13T12:19:10.421066+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:19:45.884917+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:20:21.185828+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:21:15.145086+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:21:50.296758+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:22:31.116695+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:23:05.907503+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T12:24:04.972702+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:24:40.849781+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:25:42.284685+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:26:18.477671+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:26:53.896682+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:27:29.086273+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:28:04.469976+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:28:40.638402+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:29:16.893061+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:29:52.009993+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:30:26.701795+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:31:02.807092+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:31:38.748385+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:32:14.372677+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:32:50.721482+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:33:32.577061+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:34:08.089758+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:34:43.129057+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:35:18.074550+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:35:52.553877+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:36:51.774501+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-13T12:37:27.013812+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:38:01.254672+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:39:21.172210+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:40:11.914645+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:40:47.053606+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:41:48.401998+00:00 | Dr. Feel Good | Motley Crue | source:amperwave-api
2026-04-13T12:42:23.605113+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:42:58.048843+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:43:33.690162+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:44:09.080175+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:44:44.419897+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:45:19.388212+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:45:54.165235+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:46:28.891703+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:47:03.597710+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:47:38.040242+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:48:13.528662+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:48:49.546349+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:49:32.292613+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:50:08.304456+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:51:10.626245+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:51:45.456388+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:52:20.401886+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:52:57.710212+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:53:32.472133+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:54:07.771558+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:55:02.858281+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:55:37.700778+00:00 | Dont Look Back | Boston | source:amperwave-api
2026-04-13T12:56:19.459891+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T12:56:54.408733+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T12:57:29.181245+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T12:58:29.724430+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T12:59:05.363867+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T12:59:40.356552+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T13:00:15.566247+00:00 | Faithfully | Journey | source:amperwave-api
2026-04-13T13:00:50.551693+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:01:25.537309+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:02:00.404910+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:02:35.783386+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:03:11.752467+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:03:48.897039+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:04:24.274011+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:04:58.970331+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-13T13:05:38.733181+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:06:14.554185+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:07:19.822579+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:07:55.624454+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:08:52.190429+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:09:32.187198+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:10:07.430137+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:10:48.329668+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:11:23.912979+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:12:59.789499+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:13:34.595028+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:14:20.212499+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:14:56.480005+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:15:32.235918+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:16:07.410686+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:16:43.009135+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:17:17.861960+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:17:53.415071+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:18:28.296324+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:19:03.214744+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:19:38.497472+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:20:14.086488+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:20:49.923811+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:21:34.957312+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:22:10.339616+00:00 | Bad To The Bone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T13:22:45.208189+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:23:21.716175+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:23:57.822231+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:24:32.526025+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:25:09.529367+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:25:44.344902+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:26:45.921093+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:27:21.052270+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:27:56.203486+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:28:37.058685+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:29:12.567120+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:30:16.330108+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:30:51.370376+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:31:26.136483+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:32:00.752991+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:32:36.115247+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:33:10.923750+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:33:46.081154+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:34:20.727036+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:34:55.731467+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:35:31.345875+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:36:07.080274+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:36:43.648985+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:37:19.482270+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:37:54.979307+00:00 | China Grove | Doobie Brothers | source:amperwave-api
2026-04-13T13:38:30.620747+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:39:05.521481+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:39:40.460690+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:40:33.385486+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:41:08.524989+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:41:54.885287+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:42:29.769371+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-13T13:43:05.312640+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:43:47.450509+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:44:22.719067+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:44:56.998179+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:45:34.492930+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:46:09.665612+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:46:45.070673+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:47:22.422786+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:47:57.416709+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:48:32.274650+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:49:07.510964+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:49:43.433019+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:50:18.441821+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:51:13.800391+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:52:09.410020+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:52:45.082774+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:53:19.951772+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:53:55.014939+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-13T13:54:30.732423+00:00 | Heat Of The Moment | Asia | source:amperwave-api
